Utterance,Type,Dialogue Act
Tomar kachhe giye koy bar kaj korechho and bhul korechho?,T,irq
"Ami janina. Mane, ami mone kori na. Technically toh kono bhul hoyni, seta te ki ami kono bapar e mushkil hoyeche, seta toh ami bujhi na. Kohono emon jinish hoyeche jeta amar jonno kono problem create koreni, seta toh kono diner kotha. kokhono bujhano jay na karon manush ghotonar por tokhon tokhon bolbe na. Tumi mone koro na ki se galti chhilo na. Kintu ami mone kori na je kono galti amar jonno kono boro parinam holo.",P,id
"Tai kono galti holo na, kintu shayad kichhu chhoto galti gulo thakbe jeta tumi abar bolar por o tumi janina. Tai eto kom din gulo te tumi ashte chao, shayad oi gulo onek kom. Asol e, onek kom. Tomar bolte chaoa statement er probability khub kom, ekti shottor bongchito. Ei mone hoye je tumi bhul korbe, seta shomvob na. Ei mone gulo theke bhay korta shob somoy support pai ni.",T,id
"Hm, toh etao toh thik ache.",P,ack
"Tai, ei automatic mone ta shotti na ebong kono upokarjo o na. Tobe, etao toh tomake mone hochhe, tahole amra ei jinishta dekhte jabo. ""Ami bhul korbo."" Eto chhoto, shotti na, khub chhoto. Tui kichhu bolte jokhon obostha hochhe, tai amader kaj hoche etake handle korte. Tui kichhu bolte paro, eta bhay anujayi o poshchimik. Ami ekhon ki bolte chai, eta keu bujhe, kintu etao tomake bolte hobe. Ami bhul korte pari, kintu shayad hobe na. Tui o bhul korte pare, kintu shayad hobe na. Ei moto. ""Ami bhul korbo."" Ei automatic mone shotti na, kintu tomake ei somoy ei jinishta deal korte hobe. Tai amra etai kaj korchi. Tai, ""Sabai bhul kore, ami o bhul korte pari, kintu shayad hobe na."" Tai, etao hobe na. Tui amar porichoy er jonno etao kaj kor. Tai, eta ekjon make hoye kichhu bolar jonno thik. Tai, ki bolte paro, je realistic ebong positive. Ei tomake onk shomoy dhongsho theke bahir korte madad korte pare.",T,id
Mone hoy sabai bhul kore.,P,id
"Sabai bhul kore. Ami bhul korte pari aj, kintu er o ektu kom probability ache. Tai sabai bhul kore. Ami bhul korte pari, kintu seta shayad hobe na. ""Ami bhul korbo"" bolte shomoy porle shobai bhabe ektu bhay peye jay.",T,id
"Ami ekta bhalo caseworker ar ami amar kaj korte hobe, tai ar manusher shahajjo korte pari, ebong sob thik thak thakbe.",P,id
"Thik aache, ekhan theke kichu kichu tukro aache. Sob thik thak thakbe, amar kaj korte hobe, manushder shahajjo korte hobe, ei sobgulo sach. Tai apply korar jonno, jemon tumi jano, je eto kichu bolecho, amar sathe sei ei bolecho ashe, thik ache, ami amar shop korte hobe. Aaj amra ki korchhi?",T,id
"Mone holo kom bhalo lagche kintu kothin toh, jano toh, ektu khatra mone hoy, bhul kore feli but ami mone hoy ektu somoy er upore ektu help kore.",P,id
"Tumi dekhte parcho nijei moment e, ebong mone hocche ekta kotha ebong ekta shabdo aar ekta kotha ashbe. Tumi dekhte parcho nijei ei self talk apply korcho?",T,id
"Hmm, mone hoy shayad korbo karon abar eto shohor somoy mone hobe nijei ei kotha na mone rakhte. Thik ache, ami nijei nijeke ektu shamal korte hobe.",P,op
"Ar tumi already nijei ei self talk use korecho tai na, prothom e eta janle?",T,yq
Hmm. Purono somoy e help korche.,P,op
"Ei jonno effectiveness er kichu kichu depend kore tomar shaktite sei moment e ekta stop back nite ebong training follow korte. Eto beshi professionals, prothom e training e nirbhor hoy. Tai ei rokom kichu ei training er modhe shikha. Eto beshi professionals, prothom e training e nirbhor hoy. Eto shohor talk. Ei pre-packaged, ready to go. Tumi eto likhte paro. Thik aache? Short o hoye pare, ekta paragraph o pare, ya beshi chao je kono vabe protocol er anurodh korar maddhome. Ektu automatic thought hole, tobe tobu keno, eto chinta o bhoy er modhe poriskar korte aschhe. Tumi ektu moment nite shojjo. Ei treatment strategy apply koro. Eta to bujhte parcho? Ektu somoy hole shayad, maximum somoy, mone hoy, tumi ei korte parbe. Somoy hole thik ache, kichhuta parbe na, ektu important, sei moment e asha nite na. Thik aache, tai tumi self talk rakhcho je Dr. Crowley bollo jeno shomoy somoy e kora hobe na.",T,id
Ei sob somoy kaj korbe na.,P,id
Bujhte parcho?,T,crq
"Hmm, etao beshi bhalo bujhte parlam.",P,cd
"Tai jiboner obostha, ebong manusher bhavna jiboner anonder modhe sometimes interfere kore. Eto beshi somoy e tumi success pabe, eta chhara symptom gulo kombe. Kintu tomar nijei khata diyechho. Eto amar expectation. Tahole apnar jonno khata kora shomoy na hole nijei jolbe na kintu. Ei automatic thought ebong applied self talk er modhe perfect connection thakbe na. Thik aache, tai khub strict na thako, jotobar somoy pao, jotobar pao.",T,id
"Tai bujhte parlam karon, jodi kono switch bondho korte partam tahole amar ekta therapy session chhilo.",P,id
"Bhalo hoto, thik aache? Tai ekta kichu difficult. Kintu overall, ei strategy gulo fairly straightforward. O tar jonno tumi sikhkha paben ebong tomake sei confidence rakhar kotha. Mistakes hobe normal, kaj korte hobe somoy somoy e, jemon tomai dorkar tai tomai chai na, kintu shesh e, overall, tumi ei apply korte parbe, future e tumi r mone hobe. Tumi nijei nie rakte parbe. Bhalo hobe.",T,id
