Utterance,Type,Dialogue Act
"Thik ase, Chris, tai amar tomar sathe kotha bolte hobe, karon toh tumi jano, amader ei school e drog ebong alkohol er jonno kono shahos nai, ar amar kaj holo amra amader shikkhar atleetder sathe chek korte, ebong dekhte niye na jeno shobai ei niyom er anukul cholchhe. Ami shunechi kichu aar shishurra bhebechhe ei shaptahane party-er kotha, ar shonar katha theke bujhtechi tumi shekhane chile, ar jano, ami kichu satti na kichu nay. Tai ami tomar jonno shazash debo na. Kintu ami tomar sangeet er bishoye tomar alkohol poriborton ebong kivabe, toh tumi kintu korte parbe na, tumi amader ekti team er ekjon hishabe ei kaj gulo korte parbe na.",T,gc
"Thik ase, shotti bolte chai, ei shaptahane ghote jotodin er bhetore ghotona ghotlo. Aamra jantam, amader bashor shikkhar dina jeno amar jonno okhane kharap asa na, kintu ami toh amar prochur laabh tolay take amar bichar diye tolaa. Ekhon ami bashai jodi thaktam, toh ami amar ma-baba kono rokom er party e jete bole na, kintu ami amar bondhuraar dabitte amar ma-baba keo beshi pressure korchhilo. Ar jokhon ami shekhane pohochhilo, amio shei party er environment e used to chhilam na, jekhane je kichhu tumi movie te dekho shei sob ghotona ghotto, jekhane lokjon sudhu sudhu bottle theke alkohol niye khelo ar khub bishesh kichhu kore na. Ar karon ami shekhane chhilam moment er moddhe, ami pressure e chhilam shei sob kaj korar jonno ar shei sob kore jokhon amar karon ami kintu kichhu kore ovinoye honoar jonno. Tai ami na hoye jete thakte chai na.",P,"gc, id"
"Acha, bujhte parchhi. Aamra shobai shekhane ekhon. Theek ase, aami oshustho kortam, aami oshustho kortam. Ei shahore kono beshi kichhu korar kono kichhu nei ar chhoto lokra, drog kore, kintu, tumi jano, amader ei niyom gulo aache ar toh tumi ekta team er member, toh tumi niyom gulo ke nibhte hobe.",T,"ack, id, irq"
"Ami jani. Eto kharap amar jonno. Eto kharap amar dehe, amar jonno kharap, amar team er ekjon hishebe, eta amar performance ke bonay. Just, ami jani na, ami jani, amar bondhura amake pressure kore. Ami jani na ami ki korte pari, alada alada bondhur dol diye jete pari. Kintu ami jani na.",P,"ack, id"
"Haan, Chris, tomar upor pressure ache.",T,cv
"Ami jani na. Ekjon sports team e thakle, tomake jeno anekta shobai ke sange milte hobe.",P,cr
"Haan, toh, tomar ekta leader.",T,gc
"Hm, ar ekta leader hishebe thakle, amar anekjoner prithibite amake anek kichhu kore dite hobe, naa shudhu khele na, social environment e o dite hobe. Ar jodi seta social shomajer obostha hoy, toh",P,"ack, gc"
Sheta shuru koro na alkohol porichalok hishabe,T,cv
"Ami korte pari, kintu seta aar jonno amar kharaap hoye jete pare. Ami jani na, alada alada bondhur dol ami ke kharap bhabe chitkar korbe. Tumi jano na,",P,cr
Tomar kon star player ke chitkar korbe.,T,irq
Ami mane ekta. Ami ekta amar.,P,id
Thik ase.,T,ack
"Thik ase, supermom.",P,gc
"Haan. Toh phir, shotti shotti ki tomar drinking er porichalok er kotha shunte theke na. Tomar kotha shunte theke na je tomake party te dekha jachhe na ar tumi Facebook e chhobi dekha jachhe na. Tumi jano, ei school e niyom aache ar amar kaj, ami tar proti palan kortey hoy. Tai, jemon bolechilam, bujhte parchhi. Tumi jano ami ki bolchi, bujhte parchhi je tumi fun korte chai, tomar teenage bochor gulo. Ami bujhte parchhi. Kintu toh tomar star player, amra tomake team e rakhte chai. Tumi jancho, amader ei shomoy tomake agei protiye jete hobe.",T,cv
"Thik ase. Ami samay dedebo na party te jabe na ar na ki na, party te giyei alkohol nie boshe giye ami amar kotha public e nitei chai.",P,cr
Tumi ki bolechhile?,T,crq
"Jemon Facebook e, shei sob chhobi gulo tomake internet e dekha jachhe? Jemon, ami ovinoye korar situation avoid korbo jekhane amar kharaap lagbe na alkohol niye drink korte ar, amar private somoye korte kono kichhu tomake jeno dekha jachhe na.",P,cd
"Thik ase, haan, amiye deal korbo, tumi je team e thakbe, toh.",T,"ack, gc"
Ami thambo.,P,gc
"Thik ase, tomar bhasha?",T,"ack, yq"
Thik ache.,P,ack
"Thik ase, Jake. Thik ase. Dekha hobe.",T,gc
