Utterance,Type,Dialogue Act
"Ami jinisTi dekhechi je apanar nam Elizabeth, ebong ami nishchit noi je apani eTi diye yachchhen kina,",T,orq
"Mane, Liz sera hobe.",P,od
"Thik achhe, Mahan. Tai ei ekTi jinis sambhRke ami apanar sathe kotha bolte cheyechhilam ami jani je apani got koyekdin dhore kichhu mulyan korechen. Ebong tai ami apanar sathe eTi sambhRke kotha bolte chai ebong apanar sathe kebal chikitsar dhorneR ebong kibhabe jinisguli jete chhle se sambhRke kotha bolte chai. Ebong ei dhorneR shabdEr upor bhitte kore, apani mulyan prakriyarr pariprekshite ja bolchhilen je apanar khawar byadhi achhe, eke bola hoy bulimia nervosa, ebong ami nishchit noi je apani kokhono eTi shunechhen kina.",T,irq
"Mane, ekTu hya. Thik achhe.",P,id
"Tai ami ja korte chai ta hol apanar jonno ekTu barnana kara. SutRang apani je bishaye kotha bolEchhen ta hol emon kichhu somoy achhe jokhon apani jokhon khachchen jekhane apani porbguli khachchen, jemon prochur parimanE khawar ja apanar mone hoy je apani niontoRjon hariyechhen ebong apani anubhav karen, apani jAnen, atyadhik paripurno amar bomi ebong eTi motamuti niyamit ghote. Ebong emon kichhu somoy achhe jokhon apani janen, apani hayto apanar akritya ba apanar ojon nie khub beshi chintit. Ebong je apanar parichit mone. Hya. SutRang ebong tarpare mone hochchhe je besh kichhu somoy dhore chhchhe, antat, apani janen, dui, tin, kokhono kokhono emonki shoptahe pachbaro upore.",T,irq
"Ami, ami bolbo, hya. Thik achhe.",P,id
"Tai shudhu apanake janate chai je sambhRke, eTi asvabhabik noy. Apanar moto koleje pora ekjon byaktir jonno eirakam khawar byadhir sathe larai kara. ProkRutpoRkRshe, amra 5% er upore mohila dekhi ebong kolej khyampase kola kari jara eTiR sathe larai kare ebong aro 20% er upore, jara apani janen je amra atyadhik diating er pariprekshite eir dhorneR rupake ki bolab, ebong keu keu pondEtE pare, chhure feleTe ba jolap byabohar karte pare ba atirikto byayam karte pare, tai eTa asvabhabik kichhu noy. Nervosa ke dosharop karaR bishaye amra je jinisguli jani tar modhye ekTi hol je onek mohilader jonno eTi satyai atirikto diatinger madhyame shuru hoy. Tai na kheye dirgho somoy dhore chalar moto ebong mone hoy je emon kichhu chhilo je apani shomorTon karechhilen je emon somoyoR royechhe jokhon apani atyadhik diat karen. Hya,",T,irq
BisheS kare jokhon ami chhoto chhilam.,P,id
"Bulimia narbosa somporkhe amra je jinisguli jani tar modhye ekta hol je jokhon lokera khub beshi simaboddho kore ba apni janen, prachur khawa bondho kore den ba prai dedin chole yane ebong sotti jei tader calorie simit koren, prai shobai ei dhoreni je dhonno rokomer dvidhahin khadyo chakrer dike niye jay. Aar amra je kase jani. Onno je jinisti somporkhe amra obogot achi ta hol je onek bishoye jenechi ta hol je onek bishoye jenechi je onekjon jara ei rokomer khawar osubidhar sathe laddai kore tadero stress porichalona ba somporko porichaloner khetre tader onek osubidhar kotha janay ba tara ki anubhav korche ba porichalona korche ta janar jonno tader osubidha hoy anubhuti je apni onubhuta korlecho kichu? Thik ase. Haan. Thik ase. Karon onek khetre, ami mone kori je ubhoy jinishi sei boktider jonno chole jaara ei jatiyo khawar osubidhar sathe laddai kore. Aar tai amra jani je prachur dieting ebong bidhinisher royeche ja chole tobe amra eto jani je onubhutiguli porichalona kora, stress porichalona kora ityadi-r khetre aro kichu ghote. Tai ami je bishoygulite focus korte chai klientshonge kaj korar shartaboli ebong nijer moto boktider shathe kaj korar shartguli hol ami ekoti potti ghoti korbo jeke bola hoy antoboktik psychotherapy ebong ebong er ortho ki, shormormo hol je ami khawar somossha-tir sathe jogajog korte pohondo kori. Aro antoboktik prekshapoto, karon emon onek kichu ase ja sambhobhoto cholte pare, ba apnar jibone cholte pare ja somoyer shathe ekdhoroner somporko yukto ebong apni khawar boshor korte pare. Aar tai ami je kothagulite focus korte chai clientder shathe kaj korar shartaboli ebong nijer moto boktider shathe kaj korar shartguli hol ami ekoti potti ghoti korbo jeke bola hoy antoboktik psychotherapy ebong ebong er ortho ki, shormormo hol je ami khawar somossha-tir sathe jogajog korte pohondo kori. Aro antoboktik prekshapoto, karon emon onek kichu ase ja sambhobhoto cholte pare, ba apnar jibone cholte pare ja somoyer shathe ekdhoroner somporko yukto ebong apni khawar boshor korte pare. Thik?",T,irq
"Ami thik ei shonibar rate moto, ami onuman. Ami amar bondhuder sathe baire giyechilam. Aar eta moja chhilo. Eta prathom aar ki na ekti bhalo rat chhilo. Aar amra tarpor ekti party giyechilam. Ami onuman kori ki dhornor sphulingo hote pare ami akashti dekhechilam ja ami kichukhon er jonno pochondo korechilam aar ami bolte chhachi, ami ja porechilam ta niye ami ekto narbhas chilam na aar ta hoini take dekhe valo lage. Tai ami khub tadarate chole gelam aar bari ba amar apartmente phire gelam. Aar haan, ami bolte chhaci, sadharonoto rannaghorer theke bibhinn khawar bag chips dhore naoa hoi. Ami mone kori amar roommate cookies-er hata ba onno kichur moto chhede geche aar ami shudhu sofaay kheyechi. Haan. Ero besirbeshi shesh aar haan.",P,id
