Utterance,Type,Dialogue Act
Apni aaj korchen?,T,gt
"Thik ache, kemon acho?",P,gt
Ami bhalo korchi. Jijnyasha korar jonno dhonobad.,T,gt
"Hyan, Umm, ami emonvabe shokshom hote chai je ami kichuta bishonno bodh korchi ebong ami sotti jai je apni bishonnoyota kamate parben.",P,gc
"Tai hatashar anubhuti komie din. Hyan, eta bhalo hobe. Hyan. Tai ekta bhalo laksho moto shonachhe. Tahole ki uddeshyo apni ki kaj korte pare bole mone koren? Je apni kom bishonno bodh korte sahayyo korbe?",T,irq
"Ami anuman kori hote kichu dhoroner sharirik kriyakalap, hote hatar moto. Ami baire thakte pchondo kori. Tai hote hatar ek hote pare. Thik ache.",P,id
Amra niyomit hatar age apnar ki kono porikalpona chhilo?,T,irq
"Apni janen, ami obhysto. Ami korechilam. Ebong eti chhilo, eti chhilo, eti chhilo eti amake kichuta shosti debe, karon ami jokhonoi hattchilam tokhon ami amar mon porishkar korte shokkho hote holo. Ebong tai ami hyan, hyan, ami age hattte shofol hoyechi.",P,id
Tai hatta age kaj koreche.,T,yq
Hyan.,P,ack
Ebong apni janen je apni kom hattchen jehe tu apni prothom prohob phellechen. Ami,T,crq
"Ami aslei khub beshi kichu korini ja ami bari te bari te kaj korchi, homework shomponno korar upor jor disi. Karon ami, apni janen, school-e fire ashechi, ebong eti onek chhoyokkutyo ebong aprotyodhito chhilo. Apni janen, ami je mon bolechi, eto amake ei shomanno fank-e, ei bishonno mizaje peye geche. Tai",P,cd
"Jehetu apni homework-er bishoye achen, ja apni mone koren je apni sete korte paren, apni ullekh korechen je eti chop ebong aprotyodhhyo. Ebong eti kono somoy kono somoy hatasher shathe shomorit onubhuti rokom shonay. Mom hum. Apni ki homework-er bishoye chop hochche je dhorno konodin.",T,orq
