Utterance,Type,Dialogue Act
"Hello, ami ekati ason achhe.",T,gt
Apnake dhonnyobad.,P,gt
Hi. Tumi aaj kemon achho?,T,orq
Ami bhalo bodh korchi.,P,od
"Aapni bhalo bodh korchen. Iha onek bhalo chhilo. Thik achhe. Sutaraṅga, amra amader adhibeshane jawaar age, ami apnake nijer sambhṛite boli. Prathamot, amar naam Rashiya Faujiya ebong lokera sadharanot amake Rashi bole dake ebong apani amake ei name dakte paren. Ebong aaj ami ei adhibeshaner jonno apnar poramrshadatta hote jacchi. Thik achhe. Haan. Thik achhe, tai arekta jinis ami apnake janate chai je amra amader ubhayer moddhe ja bhag kortechi ta goponiyo hote chhilo. Tai amake tomar sob golpo bolar jonno tomake chinta korte hobe na.",T,id
"Haan, thik achhe. Haan, kichu note nichchi.",P,ack
Thik achhe. Dekhun eta porishkar kina. Ekhon ei adhibeshan shuru korte. Hoyto apni amake apnar sambhṛite bolar jonno chhinte paren.,T,irq
"Thik achhe, tai amar naam Aniya, ebong amar bosh 20 bochhor. Ami bartaman-e Amri Bishwobidyaloye amar shashth semester-e achi. Ebong amra sobematro Netherlands-e amar exchange theke manager-er kache fire ashechi.",P,id
"Well, eta mohan.",T,op
"Thik achhe. Tai jokhon theke ami amar exchange semester theke fire ashechi asole, exchange semester-er karonei ami amar bondhuder cheye pore snatak hoar bishoye udvigno bodh korchhi. Karon amake kichu otirotto subject nite hobe ebong er mane amake ekta otirotto semester-o nite hobe. Tai sobcheye boro sambhabona holo ami amar somobosider theke pore jabo. Sutaraṅga, ei rokom-e amake udvigno kore tole ebong haan, ami pore Projapoti dhorne.",P,id
"Thik achhe, tahole apni bolchen je apni udvigno bodh korchhen ebong apni chintit je apni apnar bondhuder dwara pore chhilen? Sotto je tara apnar age tader snatak hoilo. Tai apnake thik ki bhirto korche ta holo je apni mone koren je apnar bondhura sob kharap hobe ba apnar binimoy programer jonno chhede jabe kichu bisheyer shathe apnar karone apni chinte hobe?",T,irq
"Achha, haan, oh, prathamt-i holo karon ami ekhono amar somosto bondhuder sathe thakar jonno prastut noi, ebong tarporo karon jodi amake ekta otirotto semester nite hoy tobe er artho holo amake ekta otirotto tuition protidan korte hobe, na?",P,irq
"Oh, ami dekhte pachchi. Thik achhe. Apni ki nijer jonno apnar tuition porishodh korchen? Naki keu apnake somarthon korchen?",T,yq
"Achha, na, amar baba-ma amar jonno artho protidan korechen.",P,id
Thik achhe. Tomar pitamata?,T,crq
"Haan. Ebong ei karonei ami tader jonno kharap bodh kori jate tader amar tuition ba ekta sundor shukno semesterer jonno artho protidan korte hoy jokhon asole eti amar semesterer moto eivabe kora uchit, tobe amar koyek bochor legeche. Thik achhe.",P,cd
Kintu apnar baba-ma ki jane je tader aro ekta otirotto semester dite hobe?,T,yq
"Um, na, ami korini.",P,on
Tumi tader boloni?,T,yq
Haan.,P,op
Apni ki mone koren je apni tader bolben?,T,orq
"Haan, ami mone kori sambhavoto ami tader bolte hobe.",P,od
"Haan. Ar like dile ora kemon react korbe, bhabte paro kemon kore?",T,orq
"Ami mone kori na tara pagol ba onno kichu hobe, ami mone kori tara onno semesterer jonno artho protidan korle thik hobe, kintu ami tader jonno kharap anubhob korchi.",P,od
"Haan, haan, ami bujhte perechi. Thik achhe. Sutaraṅga, um, tuition fee shomporke, apni itimodhye janen, apni itimodhye janen je apnar baba-ma byabohar korchen je tara apnake janen na, eti khub guruttoi shokare nichechen ebong apni janen je tara thik hobe. Je tara apnar jonno aro ekta otirotto semester hote hobe. Thik achhe, apni age je jinis ti ullekh korchen seta sange sange apni dekhben je apni kon bisoygulo rekhechhen tara sange sange apni dhorte hobe. Apni bisoy sange dhara sange thakben?",T,irq
"Thik achhe, hyan, ashle, bishoygulo dhorte amar kono bishesh osubidha nei. Ebong hyan, ami mone kori ami thik korchhi.",P,id
"Apani thik kaj korchen. Thik achhe. Thik achhe. Sutrang ami apanar kach theke je golpoti shunechhi ta theke ami ja peyechhi ta hol je apanar pitamatar kono bojha nei je tader apanar jonno ekati atirikt semesterer jonno aro ekati tuition dite hobe. Hyan. Ebong je apani apanar bishoygulio thikbhabe dhorchhen. Kono somosya nei. Thik. Hyan satyo je. Thik achhe, ebong aro ekati prashno. Apanar thesis prastuti sambhoke ki?",T,irq
"Thik achhe, ashle, ei semesterer jonno, ami itimodhye tape korechi eti kichhu. Ebong ami amar pratham adhyay lekha shesh.",P,id
"Thik achhe. Thik achhe. Je, eta mohan. Tai apani korechhen, apani besh bhalo shuru aout korechhen. Tai apani itimodhye apanar pratham adhyay shesh. Mom hum. Thik achhe, tai ekhon sankshipto kore bolchi, ami je somosto golpo shunechi, shudhumatro sei bishoyguloai ami mone kori je apani udbigno ebong apani chintito je apani apanar bondhuder dware piche chole yaben. Hyan. Ebong jodi ami apanake poramorsho dite pari ami mone kori apani korteparen, apani janen, jinisguli likhte paren ba talika toiri korte chan, apanar sath bochorer bachelor degree er somoy apani je jinisgulir dordanto korechhen. Hyan hyan. Karon apani janen, thik sara bochor karon apani ekati ex change programer jonno gechhilen, ebong eti gorbho korar moto kichhu. Apani janen somporke chintate hobe na, apani bishoy ebong staff shange dhorte hobe karon apani mohan kaj korte paren. Apani ekati exchange program e thakben, ebong sambhobotho onyanno bondhura jara sghranto snatak hote chhilen tader apanar motoi ekoi abhijno nei. Tai eti eto kichhu jeta take khusi hote hobe. Thik achhe. Ebong hote pare apanar thesis prastutir bishoye, jodi ami apanake poramorsho dite pari ami mone kori apani apanar prastutir jonno ekati timeline toiri korte paren jate apani snatak hower jonno apanar shothik prokolpona sambandhe sotyoee kalpana korte paren. Tai hayto eti apanake druto snatak hote sahayyo korte pare. Apani janen, eto. Eto. Jeta apani banate paren. Hayto ei mase, ami hote jacchi mane, apani pratham adhyay shesh kortechhen ebong tarpor shesh adhyay porjonto chaliye jaben. Je bhalo shonachhe? Na. Hyan,",T,id
Ami mone kori eti ekati dordanto dhara.,P,op
"Hyan, hyan. Tai amader ajker adhibeshan sambandhe apanar ki onyo kono prashno ache,",T,yq
Ami jani na. Ami tai mone kori na,P,on
"Thik achhe, eta darun. Thik achhe, tai ami amader counseling er poroborti sessioner jonno apani ki korte chai, hayto apani itimodhye apanar snatak degree te dordanto bishwobidyaloy korchen emon jinisgulir taliak toiri korte paren. Ebong dhitio jinis, apani apanar thesis prastutir jonno apanar somoyrekhata toiri korte paren. Ebong tar pore poroborti meetinge, apani amake eti dekhte paren, ebong tar pore amra alochona korte pari je eti aslei apanake sahayyo korbe ki na sotyoee seniyo, apani janen, udvigno ebong apanar snatak sambandhe udvigno. Thik achhe. Hyan. Je bhalo shonachhe? Hyan, ami mone kori je eti ekati dordanto dhara. Thik achhe. Tai ajker adhibeshane jonno apanake onek dhonyobad. Hyan. Hyan. Hyan. Dhonyobad. Tai amra pore meeting e abar dekha korbo.",T,id
Apanake dhonyobad.,P,gt
