Utterance,Type,Dialogue Act
"Jacky, tumi thik achho?",T,gt
Ekti ruksho somoy jachchhe.,P,on
Ekti ruksho somoy jachchhe? Ami bujhte parchhi idanim agency-te thele kichhu asubidha hoyeche. Amake bol ekhane ki hochhe.,T,crq
"Hum, apni janen, proyo ek shoptaho age, ami kichhu bondhuder sathe ekta boxing matche giyechilam, ebong ami sotti jeote chai ni, ami kono ek tini jaini. Eta ashole emon kichhu noy jeta ami agrahi. Kintu ami shudhu amar bondhuder sathe adda dichhilam. Haan, ami ei ek loraiyer akashe koyekti maramari dekhechhi. Tini ashole kichhui ghote na. Ami sotti ei mohye dekhechhilam na. Kintu ei lokta amar samne chhitkhe gelo. Eta sotti kachakachi chhilo ring chhitke out amar samne dan tar mukher upor pore. Aar ami take amar samne pranhin dekhechhi. Ebong ami kono din bolini je chelerarokkha peyeche. Amake ekshuni chole jetete hoyeche. Ami shudhu parini. Shekhan e ar thakte parini.",P,id
"Ebong apni obilombe ki lakhyo korechen, tai ekjon bokshar ekta phas chhitke porar moto shonachchhilo. Apni je dekhechen. Apni obilombe ki ghotechen lakhyo.",T,irq
"Ami sotti sotti bhoy peye chhi. Apni janen, amar hridoy douro shuru. Ami dhoroner sotti je jantam na. Amar charpash-e ja ghoteche tai ami monoyog dite parini. Ami shudhu shekhan pete chhilo. Tai apni janen, ami sotti jani na tar ki hoye chhilo jodi se thik chhilo ba na chhilo. Tai ami thik handle korte parini je ami kemon onubhob korachhilam tai amake chole jete hoyeche.",P,id
"Tai apni chhede jan ebong upasorgo, tara obhyat.",T,crq
"Haan, gato shoptahe proyo prtidin. Ami sei rat-e bari phirechhi. Ami ghumate parini, apni janen, ghumiye porete amar proyo sara rat legechhilo ebong tarpor sombar kaje, amar shekhane onek shomossha hochhilo.",P,cd
Eta ki chhilo?,T,irq
"Ami mangalbar ekta meeting-e keu amar sathe kotha bole focus korte pare na. Ebong amar bosh chhilo apni janen, kichukkhon kotha bolchhilen ebong ami shudhu, amar mone hoyechhilo je ami motopeo mononivesh korte pari na apni janen, sobkichu amar charpash-e aspashtho.",P,id
Ami dekhte pachchhi je apnar kache bokshing match-er ghotonar smriti royeche ja ek dhoroner anuprobeshok.,T,crq
