Utterance,Type,Dialogue Act
"So tumi agei bolecho ki tumi kokhon sokale ghum theke otho, tumi kaj korte jete chao na, what's going through your mind?",T,irq
"Amake korte hobe, you know, shunte hobe ki amar coworkers bolche ei bishoye. I might kore onno ekta mistake. Who jane ami jabar pore ki dekhte pabo je ei shishuder shathe kichu kharap ghotbe? I guess ekta beshi kichu ei rokom.",P,id
"So dekhte ektu jhogra korar pore I'm going to make a mistake. Ei sheta ektu connect kore with what we were talking about before, it says oi ashontostho, you're not sure of your own skills and you're afraid of ekta bhul je kosti hobe. So when you mone mone mone bhabcho, I'm gonna make a mistake, so eta jokhon thake, tobe shurutei toke, toke upor agiyei, ebong tokhon ki hotche?",T,id
"I feel more anxious. You know, mone mone bhabte thaki like, what could happen to somebody else if I make a mistake, like shishu ghotbe ghore ghure, or, you know, not being with their parents when their parents you know, kono kharap kichu korche na. And I just feel really like overwhelmed and it gets hard to breathe and I just want to go back to sleep and not have to face anything.",P,id
So eta emotional consequences. Ebong then the behaviors. Tumi bed theke uthte ichchhe korcho na.,T,id
and lately onek beshi karon ami eta theke ber hote onk problem face korchi.,P,id
"Bed-e thakle, tomar beshi thoughts ashchhe?",T,irq
"So eta khub bharche tomake. Ebong eta enlighten korche ei bhabna gulo je seem to be connected with feelings that are unpleasant, and behaviors are unpleasant, but also maybe not useful.",T,id
"Haan, tader jonno amake kaj theke rokto korche.",P,cd
"So amader counseling cholche, later e reference point hisebe amra etake mene nite chai. Ami ei problem ta ek scale-e dite chai, jekhane 10 gulo nearly unbearable feelings represent kore, thik? Ar ek na theke kichu mone hoyna. Tumi ki mone koro ota teke koto porjonto ekti scale e toke rekhe dite ichchhe? Tui nijei kothay rate koro?",T,irq
"Ei moment-e mone hoy, shayad panch. Bhitor theke. Haan, khub stress-e achi kintu shayad bed-e thakar moto na, bed-e thakar moto, ami bed theke utha jete pari na, sei rokom.",P,id
"Tui kemon rate koro nijei, bed-e thakar age kaj-e jete?",T,irq
Shomoy-to shayad aath.,P,id
"Shomoy-to aath, kintu ekhon panch, tai ar bhalo mone hocche na. Tui kichu ekta bhabis, mone hocche toke khub e kharap lage. Tui ki ekhon kotha theke kotha rekhe dite chao, anxiety, sadness, sense of dread gulo modhye je ta beshi lage? Ki holo shobcheye kharap?",T,irq
Ekhon shayad anxiety.,P,id
"Tai panch, 10 scale-e vitorei beshi prominence pacche.",T,id
