Utterance,Type,Dialogue Act
"Hi Ann, kemon acho aaj?",T,gt
"Ami thik achi, Dr. Grande, tumi kemon acho?",P,gt
"Ami bhalo, thanks for asking, ki kotha cholche?",T,"gt, irq"
Kono beshi paribartan nei dawai-front e.,P,id
Mm hmm,T,gc
"Tui jano, Adderall e ami khub jhamela korchhi.",P,id
Adderall-e akhono jhamela hochhe?,T,crq
"Haan. Ami jani na ki korbo karon ami bujhte parchhi na. Kintu ami jokhon nei, tokhon ami... kichhu korte pari na.",P,"cd, id"
"Thik ache, bolo to",T,gc
Eto kichhu je tokhon oikhane thakche.,P,gc
Always available?,T,crq
"Always available, haan. Ba kichhu somoy.",P,cd
Tui kichhu mishti mone korchhis na. Ei bujhte parchhi.,T,gc
"Haan. Haan. Jeno ami janina, ami banchte chai",P,gc
"Mone koro to, tui mone koro to banchte chai?",T,yq
"Haan. Na, chai.",P,op
Chao?,T,crq
"Arey bhagwan, dekho, ami mone kori pagol. Kintu ami janina keno, bhalo hoto jodi amar jibon e thakto na.",P,cd
Kintu obosheshe toh eto-i toh thakche?,T,crq
"Aar ami ki korbo janina. Ami mone kori, jodi amar roommate na thakto, tahole kichhu hoto na. Bhalo lagto.",P,cd
Tui toh Adderall-e amar ghore thakte somoy bhalo pabe na?,T,crq
Haan.,P,cd
"So jodi tomar shoririk roop e na thakto, jemon tomaar roommate er shathe oi apartment e?",T,crq
"Haan, jemon jodi ami oh my god amar ma-baba'r shathe firbona, athoba ar keo shathe thakbona, I guess. Oh my god, move? Ki ekta bostami, kintu ei shomossha roilo, eto accessible.",P,"cd,id"
"Tai to tomar moto shune dichche je, shayad tumi ichhe korona dawar pawa shesh korar jonne jabar?",T,gc
"Shomossha thik to, tomar moto. Haan, eto bhalo. Karon ager moto ami khub ichhe kori nai kintu, obosshoi kichudin iccha kori, ami shuntei jai. You know, kintu beshirbhag samoy ami ei shathe thakte chai na. Tumi bujhte parchho na?",P,"gc, id"
Tai beshirbhag samoy to tobuo tomar jonne kichu anubhuti ase. Tumi iccha koro to use koro kintu beshirbhag samoy tomar jonne bina etei thakte chai?,T,"gc, yq"
"Eta amader jonne kaaj korte kheye khub sohoj. Ami kichu tablet nio ar boom boom boom, ami mane,",P,on
Tai tomar jonno kichu labh ache?,T,yq
"Haan, nishchit. Nishchit. Ar ami etei besh habit hoye gechi. Tai eto comfortable ar",P,op
Eto comfortable ar tobe tobe productive thakar upay. Kichu dosh ache?,T,"gc, yq"
"Haan, ache. Jokhon na thakbe tokhon, crash ta, eta ekta besh kharap crash ar amar kichu kora hoy na. Jano, eta, eta, ar ei je bhalo hoi nai. Ami ei jibon chhari na.",P,op
Tai eto dukkher?,T,yq
Eto dukkher. Nishchit. Nishchit. Eta ekta jaal er moto lagchhe. Ami ber hoyar ichha kori.,P,op
"Ar ekta chinta tomake mone hochhe je shune potential e chilo, shune potential e apartment theke ber hoar chinta chilo, karon tahole tomaar aage jodi Adderall er access na thake, athoba access pawa kotha na.",T,crq
"Oh my god, sometimes besh odd lagchhe. Sometimes mone hoy je eto bhalo ideata. Ar sometimes mone hoy, No, no, ami bujhte chai na. You know kinda cut off hobona kintu ami mone kori ami tai tai amar ready.",P,cd
Tumi mone koro tomar jonno ei somoy tule neoa uchit?,T,orq
Haan,P,od
