Utterance,Type,Dialogue Act
"Okey, tomake diarir kard-e dekhechhi je tomake kat chhilo.",T,crq
Haan.,P,cd
"Okey, tahole cholo chhara kichhu katha kori. Ektu ki din ghotchhilo?",T,"gc, irq"
Mangalbar.,P,id
"Mangalbar? Okey, tomake mangalbare ki kothay chhilo jokhon tomake kat korte ichchhilo mone holo?",T,irq
"Jekhane ami shikoley shob somoy chhilaam, sekhanei chhilam. Oi bodmaash meye.",P,id
Tomar locker-e ki chhilo?,T,irq
"Melanie Tim-er katha hochhilo, amar Tim-er katha. Amar boyfriend. Ami jaani, amar Tim-er katha hochhilo, bari kore kichhu maarte ichchhilo.",P,id
"Okey, tomake locker-e boshe thakar somoy keu Tim-er katha bolechhilo jeta tomar shonate ichchhilo na.",T,"gc, crq"
"Haan, taa'r katha hochhilo. Ar raat theke Tim message koreni. Taa'r mukhe ki hoche?",P,cd
Tobuo toh tomake oi somoy ki anubhav korchhilo?,T,irq
Khub krodhh. Khub krodhh.,P,id
Ek theke das er maane kroddho tomake koto bole theko?,T,irq
"Jaani, nou.",P,id
khub krodhh tai?,T,crq
Haan.,P,cd
Tobuo tomake oi somoy ki korechhilo? Tomar locker-e boshar por tomar kichhu korechhilo?,T,irq
"Aage ami amar locker-ta dhakka marte eshechi. Ar ami gym-er dike niye gelam, kintu mone hochhilo, or mukhe maar khabo keno na. Ami kichhu korbo.",P,id
"Gym toh tomar kato somoy kat korte jaygar hoyechhilo, karon tomake bleacher-er pichone giye jaygar toh duto jan toh thake na.",T,gc
Haan.,P,gc
"Okey, jekhane Tim-er katha shunte giye gym-e giye chhilo. Kothay kato somoy kat korte nirnay korechhilo? Karon tomake mone hochhilo je kichhu maar korte ichchhilo. Oikhane tomar nirnay toh hoyechhilo je ami kat korbo.",T,"gc, irq"
"Mone hochhilo, amar locker-ta dhakka marte por ektu porei, ar mone hochhilo, keno kono punch mare na. Bari korte paro. Ami kat korbo.",P,id
"Okey, tomake kat korte nirnay toh ota chhilo. Tumi gym-e giye gelo.",T,crq
Hmm.,P,cd
