Utterance,Type,Dialogue Act
Aajke keman acho?,T,gt
Bhalo.,P,gt
Ki hachche?,T,irq
Amar ekta kenakatar oviggota samparke ektu udbegjon chilam.,P,id
Eta niye kotha bol?,T,"yq,irq"
"Ha, thik ache, amake joray ba joraye sabkichu kinte hobe. Ar jodi amar kache shudhumatro ekti jinish thake tobey ami eti kinbo na ami eti firiye debo ba ami onno jiniser jonno dokaner charpashe dekhbo jate amar duti jinish kinte hoy.",P,id
"Sutorang apni jakhon dokane jan, apnar kache jodi shudhumatro ekti jinish thake apni ekti item kinte chan tobey apni sekhane giyechilen karon apni ekti dwiteeyo item kinben ba tar cheyeo beshi second,",T,irq
Kakhano kakhano eti aro beshi hote pare jakhon na eti nyunottom dutite poucheche.,P,id
"Tai apnake nyunottom duiti kine chhere jete hobe, tai na? Otheyba apni jodi onno kichu khunje na pan tobey apni eti kinben na. Huhu. Tai shunyoo grohonjogyo habe.",T,orq
Shunyoo grohonjogyo habe.,P,od
"Kintu ekjon,",T,orq
"Na, na, na, ami korte pari na shudhumatro ekjon lok ekti korte pare na. Thik ache. Ekhon, eta dui ba tar beshi hote habe.",P,od
Ar ki emon ghotona ghotechhe jekhane apni shudhumatro ekti jinish kinechen?,T,irq
ami shottiyi ekti mone korte pari na. ami nishchito je shekhane ache kintu ami shottiyi ekti mone korte pari na.,P,id
"tai ei shomosto shomoyer jonno, apni safalvabhabe hay kichu korenni, ba duti ba totodik item.",T,orq
"oh, ha. ami eta khub udbeg utpadon ache jodi ami jani na",P,od
kibhabe udbeg utpadon,T,irq
"eta, amar mone hachche kharap kichu ghotbe. ami jodi duti ba tar beshi na rakhi.",P,id
"apni janen, ki habe? ekti nirdishto din.",T,irq
"thik ache, udaharan-sworup, jemon amar poribar ekti gari durghatonay pore jabe, ba ami horin-ke aghat korbo ba apni janen, amar chakri theke borakhasto kora habe.",P,id
"tai kichu shottiyi, shottiyi kharap ghotbe. eta apnar jonno khotikar. eta apnake jantro na dicche.",T,yq
ha.,P,ack
"ar eta ghotbe. eta shottiyi je kono shpping tripe ghotbe jekhane apni shudhumatro ekti jinish chan ja apnake smoron koriye dewoa habe, tai apni jodi ekadhik jinish chan tahole eta kono shomoshshya noy, tai na?",T,irq
eta jodi amar shottiyi ekti jiniser prayojan hoy ar tarpore ami sei ekti jinish kinte pari na ja amar prayojan.,P,id
"Thik ache, tahole eta kato ghono ghono hoy? Jehane apni emon poristhitite achen jehane apni shudhumatro ekta item kroy korte chan? Ar apnake poriborton korte habe karon udbeg",T,irq
"Proti din,",P,id
Proti din?,T,yq
