Utterance,Type,Dialogue Act
"Hi Smith, kemon acho aaj?",T,gt
Bhalo. Tumi kemon acho?,P,gt
Ami to bhalo achi. Kemon chhilo shudhu porer hafta theke?,T,"gt, irq"
"Um, toh, kothaoi, ei haftay khub chinta-r bishoy. Amar meye roge porlo. Tai ami kaj theke tin din chuti niyechilam oke dekhar jonno, ar ami obak hoye achi, karon ami shurur kore theke ekdom roj khub chhuti nite hochhe. Ar tai ami kajer bipare aneke chinta korchi, ar tarpor kebal kajer chinta kore ami jeno bhoy peye jachchi,",P,id
"Okay, bhalo. Shune toh, ekta dui kaj ek shomoye. Tomar meyeta roge pore tai tor chhuti niye ekta alada chinta, ar tomar kajer sathe tomar somporko'r jeno ekta chinta. Tobe tor meyetake valo kore nite toh kacheo aro chinta korte hochhe.",T,gc
Hmm.,P,ack
"Acha, onno kon somoye eto hoyeche, ki holo, bolte paro?",T,irq
Shesh bar kichu din kaj theke chuti niyechilam?,P,id
Hmm,T,ack
"Ekhonkar katha? Toh eta sob shomoy jeno ei shoptah. Ek prothom din ami kichu tension e thaklam. Karon, amar chinta ache, jokhon ami kaj theke chuti niye, kajer bipare chinta kore. Ar tomar meye amar matha ghure dariye jachchilo.",P,id
"Ok, shuntechi. Tai ekdom eto eto din ghotlo. Shuruwatte amra ki mone korchilam, jokhon tor meye roge pore, tor kaj theke chuti niye kaj theke ber hoyechilam?",T,gc
"Ar, karon o ekdom aajkal shob shomoy roge porche, tai ami mone korchilam, ami jani, je ami keboli ek shomoy ar chhuti niyechilam. Tai amar mathay ek number chhilo 10, ar ami just mone korchilam, thik acho, ekta din aar 9 din ache, ar ami kajer kachhe theke chhuti nite giye, amar case load niye kichu kichu kaj korte, tai, kintu ami mone korchilam je ami ekdin kaj miss korle oke niye kichu tension aar porbo. Tobe ami mone korchilam je amar ekdin miss korle ami onno diner kaj niye seta poriborton korte parbo.",P,"gc, id"
"Acha, toh tomake mone hocche, ei toh ideal na, kintu tomake bhabte hoche, ei theke toh ami bachte pari.",T,crq
Haan.,P,cd
Ek din ekhuni?,T,crq
"Ha, ekdin.",P,cd
