Utterance,Type,Dialogue Act
"Thik achhe, tahole dekha jak amra abar uposthaponar muhurte somporkhe kotha bolte pari kina. Ami apnake sei udveger lakshan gulike komiye anate kichu kaushol bikashe sahayata korar chesta korte chai.",T,id
"Thik achhe, thik achhe.",P,ack
"Cholun asle thik sei muhurter age jai jate apni ekhono te achen, apni ekhono boshen, ebong apni uposthaner jonno prastut hochhen. Cholun shudhu apnar ditio upohar bolun. Hyan, jemon amra kotha bolechi ebong apni bhabechen je tara udvigna bole mone hochhe. Tara bhabe ami ekhankar noi. Eguloi odhikar. Thik achhe. Sutara ei chintaguli ghotebe karon apnar kache ekati protyashar niyom royeche ja apni sei class-e nie esechilen, jokhon apni sei class-e probesh korechilen, apnar ei protyashaguli itimadhye royeche. Eta puro-puri svabhavik. Eta thik na bhul. Prottekeri ei bishwaser royeche. Ebong jokhon ei bishwaser guli hoy ebong amra onno ekta point somporke kotha bolbo, tara apnake dekhe ebong tara ei chintabhabnar fol. Amra tader shongkriya boli,",T,id
Thik achhe,P,ack
"Ebong thik bishwaser moto, tara bhalo ba kharap noy. Jader achen tader shonge tara kichui bole na. Tara shudhu chinta. Asle, tara motamuti bodhgommo ebong svabhavik chinta. Samasya holo je tara uposorger dik theke nie jay. Sutara, apni sekhane apnar desk-e boshen, ebong apni bhabechen, tara dekhebe je ami udvigno. Tara bujhte parbe ami yathesto bhalo noi. Ami mone kori ami yathesto bhalo noi, tai na? Apni je dure achen jokhon apni ki protikriya achen?",T,id
"Ami onuman kori ami khub poryobekshok, jemon ami charpase takate shurukorechi, jemon ami ghamchi. Jemon amar sharirik protikriya hocche, ebong ami ashepase takie achi je keu itimadhye amar dik theke takie achen na, hyper vigilance-er moto.",P,id
Eto kastadayak uposorgo.,T,id
Hyan.,P,ack
"Emon kichu ja apni sei muhurte nijekhane pathate paren, jeta hoyto sei chinta ebong sei protikriyar moddhe ashte pare, tai sei chinta, ami bujhte pari na je ami yathesto bhalo noi. Ami mone kori ami yathesto bhalo noi. Ebong sei protikriya",T,irq
"Ami bolte chachchi, ami mone kori sei muhurte, beshi rokom lok sei personer dik theke takachche jini uposthopon korchhen ebong amar dik na. Ebong tai, apni janen, ami hyatoto kichu ghor shwas nite pari ba nijekhane shanto korte pari. Hyato amar notgulo aro ekbar dekhte chai. Karon tara sobai tarei dekhe je ami uposthopon korchi na.",P,id
"Thik achhe. Tai kichu kichu ghor shwas-prashwas, apnar note dik theke takano, jemon ete fokas kore taratari nijer jonno prosthut kora ebong upolobdhi kora je tara etei ek muhurter jonno apnar dik theke takachche na. Thik achhe, bhalo. Bhalo. Umm, apni apnar note apnar sathe class-e anben?",T,id
"Ami bolte chachchi, sadharanto jemon index card thake, atho kichu porishonkhyaner moto jeta ami dekhte chai kichu shongko ba eto kichu jeta ami bhule jete chai na.",P,id
Thik achhe. Tai apni sob somoy apnar sathe ache.,T,yq
Hyan.,P,op
Apni ki tader proti apnar monoyog kendribhute korte paren?,T,yq
"Thik, thik tader bhule na jaoar jonno yathesto.",P,id
"Ebong apni janan, apni jodi eti dekhe mone nibhe, ebong apni eti somporke chintan koren, tahole tara jaa bhabchhe ta niye apni bhabe na.",T,crq
"Thik, thik.",P,cd
Ebong ghor shwas-prashwas-er bishoye kivabe? Jeta ekta kaushol apni age chesta korechen?,T,irq
"Ektukhani, kintu khub beshi sapholyer sathe noy, karon generaly jokhon ami eta mone rakhachhi, ami panic mode-e achi, apni janen, ebong tarpor eti sotti kotha.",P,id
Tai apni kono kono somoy eti korte sakhon holo.,T,crq
"Hyan, proyojone nay, dharabahikbhabe noy.",P,op
