Utterance,Type,Dialogue Act
"Tahole asun gyanibhabe shokriyo hobar bishoye kotha boli. Aponi janen, aponi ekhon obosorpropto. Aponi ki korte?",T,irq
Ami 44 bochor dhore ekjon nurse chhilam.,P,id
Thik achhe. Ebong eta chhilo je aponi khub bishtho rakha.,T,crq
"Eta eta koreche. Eta noy je amar panchti santan chhilo ebong ami amar swamike post office chalate sahayyo korechi. Tai ami sei dingulite shoptahe 70 ghonta kaj kortam karon ami dui rat night duty korechi tara 12 ghonta shift alada chhilo. Ebong tarpor ami dokane kaj. Tai besh kichu chakri. Tai panch bochor dhore ami setai korechi jate aponi janen, ebong sei borshe bari-r bachchader dekhashona korechi.",P,cd
"Aponi je ekhon obosor niechen, aponi kono svecchashebik kaj koren na koren.",T,yq
"Hyan, ami girjar ashepasher jinisgulir sathe jorito hoye gecho ghor-er abdho porishon ebor tarader baire nie jowar ebong ei jatio jinisgulir sathe. Ebong ami ekhono amar konyader modhe ekta bishesh proyog-er jonno amake ekta poribahan yatri sahakari hoiye chakri deoya holo. Proyojone onek base jatathat kore. Hyan. Tai tader jonno Moriya chhilo. Ebong se bollo, tomi sei make bhalo korbe. Tai je aponi sign up chhilen. Tini amake sign up. Karon se kaj korechen. Tini manager chhilen. Tai ami 77 bochor bosh porjonto eti korechi. Ebong ami ABSEM music poriksha-r jonno 11 shoptah stewarding korechi.",P,id
Hyan. Ebong aponi sobshomoy ei moto chhilen?,T,yq
"Hyan, hyan.",P,op
Apanar ki onek samajik shomorthon aache?,T,yq
"Hyan, ami kori. Hyon. Hyon. Thik achhe, tar cheyeo beshi ekhon je bachchara amake Facebook ebong Whatsapp-e chapachchhe. Ki darun. Ami bolte chhachchi, eta thik, eta ekhon sara biswe porjonto, aponi janen?",P,id
"Aponi antorjatik? Hya, hya. Hyan. Ebong ami bisheshobhabe mone kori je aponi ekjon Airbnb host.",T,irq
Hyan ami kori. Hyan. Tai poribiti amar kache shebhabe ashe. Chomotkar.,P,id
Aponi ki eta upobhog koren?,T,yq
"Ebong tarpor ami Facebook bondhu jokhon tara drishtite China, Brazil ebong Rome bari jay ebong dekhar amontron pay.",P,id
Ebong aponi bolchen je apanar nati-natni ebong nati-natni ache. Aponi ki mone koren je antorjatik jogajog guruttopurno?,T,orq
Khuboi guruttopurno.,P,od
Keno?,T,irq
"Karon aponi jokhon bachchader lalonpalon koren, tokhon tader chokh diyey prithibi dekhar somoy aponar kache thake na. Athoba etomoi satyoi tader kotha shunun karon aponi khub bishtho ebong bishtho, kintu tarpor nati-natnira ashe ebong aro guruttopurno bhave ekhon boro nati-natnira ebong ei notun chokh diyey biswak-e taja dekha aslei besh mone poray. Tai ami onek kichu shikhechi. Purano dine, nati-natnira dada-dadir hatute shikhten kintu aajkal dada-dadir nati-natnider hatute shekhben ebong oboshoyi oh, hyan.",P,id
Hyan. Ebong aponi ki mone koren je eti bibhinn bosh-e bibhinn prjoner sathe somoy katale tader upokar kore?,T,orq
"Thik achhe, jemon ami bolchilam je tara eti dekhte pay na je aponi bosh babosh korchen, hyan, ja khub mukhti dey. Karon thik achhe, aponi janen, amar prjoner por ami jevabe boro hoyechi, dekha jay na suna jay na ebong ei somosto briddho lokder sathe parlour-e boshe thake. Ebong akhon, park-er charpase taka ghurche, aponi janen, tara adventure jinis ebong tara bolchhe, amader sathe slide ashun ebong ei shob, aponi janen, ami je kori. Ami je kori, ami kichu-i fire dei na. Etai rahasyo.",P,od
Jinish namiye na. Hyan.,T,crq
"Shudhu shobshomoy haan bolun. Haan. Bhalo dorshon, oshudh chorha, shobkichu chesta korun. EkbAr shobkichu chesta korun.",P,cd
"Pushti ebong dhorn'er shomporke apnar drishtibhongi ki, apni janen, ekti swasthokor khabar ache?",T,orq
"Ami mone kori ami mone kori torun projonmo etir upor khub beshi chhap dey, onek beshi. Apni kohon mone koren je amar projonmo jodi 100 bochor beche thake ebong amra dripping sandwich diye boro hoyechi, sambhoboto blatte marveling shoho, ityadi, ful krim dudh, baki shob. Keno chhap aout? Apni janen, porimithobhabe shobkichu khan ebong kalyan'er jonno jibon upobhog korun.",P,od
"Haan. Ami je phosphor porondra kori apni kibhabe chaper probhavguli kom korben? Apnar ki kono koushol ache, apni ki janen, apnar ki kono koushol ache ba jodi kichu chappojok hoi? Apni je bishesh kichu ache?",T,yq
"Jin ebong tonic oh, thik ache. Ami jodi sotti karo sathe somporke kori, ami khub bhalo jinis peyechi ebong ami sotti tader sathe amar moner kotha bolte chai. Ami chithi likhte khub bhalo. Ami tader kache chithi pathai na. Kintu ami eta likhe raki ebong amar system theke ber kori. Ebong ami eta ekTi drawer'e raki jodi ekdin, amike eta tader shamne fele dite habe. Kintu eta apni janen, eta bondho, eta amar mather baire. Ebong jodi amar kono bisoy'e dakterer kache jawa'r proyojon hoy, ami take ja bolte chai ta ami likhe deb, karon ami bisshobash korina je tara sorboda apnar kotha shone, bishesh kore ekti jon mohila, jodi ekti jon purush hoi, dakter, kintu tumi janO, tara jeta-i mone koruk, oh, ishwar, eta abar tar, tomi janO? Tai ami mone kori, eta niche rakun ebong tar dike hasun. Take porate habe.",P,id
"Ami mone kori apni apnar 70'er dashake. Apni apnar 70s modhye thaka upobhog koren? Apnar jiboner priyo somoy ki chhilo janen? Apni jodi paren, jodi ekTi uttor ache?",T,yq
"Na, nei. Apni shudhu protidin upobhog kora uchit jemon eti ashe ebong bosh shomporke sthbdh na kora. Haan, karon ami ekhon 90 bochorer briddher dware beshitish. Ebong sotti, tara noy bochorer moto. Amra sobcheye beshi hasi ebong tara sobcheye murchho kaj kore ebong apni janen, amader mone hoy jeno amra prokriti boyos theke mukt hoye gecho apni janen, apni ekjon ma, bachchader jonno ekTi udahoron sthapon korechen, tai na? Oh, tomi meye, jano?",P,id
Tahole apni ki mone koren eti ekTi porthokko kore? Jiboner somoy ei dhoner daitto theke chalonto dhoner moto. Tahole apni kohon apnar shontander dekhashona korchen? Apni ki pore shostir anubhuti bodh kora-r dware etai bojhate chacchen?,T,orq
"Haan. Karon apni non, keu apnake bichar korche na. Apni khub dhirgho charpase jhulche je shadha chhara. Kintu ta chhara, haan, na, eta bhalo. Mane, ami ekjon Victorian baba'r kache boro hoyechi jini ekti bank manager chhilen. Ebong eta sobshomoy mone rakha je ami ei shohore achi. Apni janen, tara sei din keu chhilen. Tumi amar shontan. Ebong, ebong tarpor ami ekTi convent bakaron giye chhilam. Shudhu mone rakhben apni meyera ke, apnar convent bakaron school'er meye, apni janen, tai eti pathano'r jonno khub beshi baki chhilo na eti haan onek chhap deyoni. Haan. Tai haan, apni jiboner modhye jachchen ei sob chhap ache. Tai eta howa bhalo ebong amar shami tar 50'er dashake mara giechhilen tai amake nijekete notun kore abishkar korte hoice, ja bhiti jonok chhilo. Eto bochor boudo ar ma hoiyar por khub bhiti korlam na kintu amar saubhagyo amar,",P,id
Ami mone kori eti hoilo ei bochore shurute ba goto bochore apni ekjon oporichito byaktir jonno besho boro kichu korechilen.,T,irq
"Oh, kIDni dan? Haan. February'te.",P,crq
Ei bochor. Hyan. Aponi ekjon aporichito byaktike ekoti kidney dane korechen.,T,cd
"Hyan, bhadralok, ami bishwas kori hyan.",P,od
Bah. Kivabe aponi je korte siddhanto niyeche? Amra eti somporkhe jante hobe. Ebong tarpor,T,yq
