Utterance,Type,Dialogue Act
"Shubh bikal, Bruce. Ami anondito je apni aaj eti korte paren. Ashar jonno dhonnyobad. Goto shoptahe apni jokhon chilen tokhon apni esechilen karon apnar marijuana-r jonno ekta itibachok proshrab bishleshon hoyeche. Ebong tai amra emon upay niye kaj korchhilam jate apni ganjar byabohar shompurno beshi kate baa nivehe dite paren. Ebong goto shoptahe amader alochona shomporke apni kemon anubhob korechen?",T,"gt,irq"
"Eta thik chhilo, ami onuman.",P,id
Hyan. Thik ache.,T,crq
Hyan.,P,"ack,cd"
"Thik ache. Thik ache, tai ami apnar smriti refresh korte chai, ebong ami ekhane amar note peyechi. Ami amar note ullekh korle apni kichu mone korben na?",T,yq
Thik ache.,P,ack
Hyan.,T,gc
"Hyan, ami mejaze chhilam na.",P,on
Ami bhavchi tumi prithibite ki korte parote?,T,orq
Ami nischoyi noi je ami ki korte partam.,P,od
"Ebong tai byayam na korar karon-e, ei shoptahe apnar marijuana byabohare eti ki kono pothokyo koreche?",T,irq
"Hyan, eti ekta beshi byabohar kora hoyeche.",P,id
Thik ache. Thik ache. Tahole kivabe apni ei duto jinish ekshathe bende na douraben?,T,irq
"Ami mone kori mishron jokhon ami byayam korchhi na, sadharanot ami aro byaboharer dike jete chai.",P,id
"Hyan, hyan. Sutroto apni jokhon gato shoptahe ekhono pratifolito hônen, ebong brishti neme asche, ebong eti thannda chhilo, ami bhavchi je eto kono upay ache je apni eti somporke apnar dharonar poriborton korte paren, jemon eti apnake doranô korte borobar na thakuk. Apni ki mone korchen?",T,"irq,orq"
"Hyan upore-r dharonatite pariborton korte, sambhobat ekta rain jacket baa onno kichu porun.",P,od
"Hum, eti ekta durdanto dharona hobe. Je ekta chamatkari dharona hobe.",T,ack
"Thik ache, ami dure thakar chesta korechi, kintu ami korini. Ami ekhono tader kichu dekhechi.",P,id
Tahole ki tader jibon theke kete fela kothin chhilo? Gato shoptahe?,T,yq
Hyan.,P,ack
"Ebong apni amake aro bolun kintu eti somporke ki kothin chhilo,",T,irq
"Tader jinisguli somporke kharap kichu mone kore ami chaini je tara bhobuk apni janen, utthapon eriye chalun.",P,id
Tai apni korechen mone hochhe apni tader anubhutite aghat korte chanini.,T,yq
Hyan.,P,ack
Tader dwara ei bhave je apni tader eriye jachhen.,T,yq
Hyan.,P,ack
Aar tai er fol-e ki holo?,T,irq
"Thik ache, ami shesh porjonto tader dekhte giyechilam ebong tarpor adda dichchi. Ebong, hyan.",P,id
"Tai apni tader somporke chintit chhilen ei bhave je apni tader eriye jaoar chesta korchhen, apni ganja byabohar shesh korechen. Eta ki thik?",T,yq
Hyan.,P,ack
Ebong ami bhavchi apni ei shoptahe kivabe eti bhinnobhave korte paren.,T,irq
"Thik ache, ami partam, ami mone kori ami apnake jetey ebong dekha korte jano chesta korte pari.",P,id
