Utterance,Type,Dialogue Act
Onno kon praman ja apnake protarok hoa'r dikay nirdesh kore?,T,irq
Amar kharap grade charao? Puro onek na.,P,id
Thik. Tai nirapade bolte je ami yathesto bhalo noi sei chintar onektao apnar udveger anubhutir upor bhitti kore.,T,cr
Haan. Ja sotyi atankero moto tibro proyojon-e mohurtai.,P,op
Haan tai apni ekoti upaye bishwos korchen udveger sathe apnake bishwos korte parichalito korbe.,T,cr
"Haan, oboshshoi.",P,op
"Kintu jachai-bachaiyer ujjol alo-te, shobcheye kharap kesh-tike shomrthon korar jonno onek tottho royeche, ja apni eti-joggo non.",T,id
"Ami bolbo je, apni janen, ami program-e grihito hoyechilam. Moto dhorno ache, ek-ti chomotkar kothor dhorno test-e ebong staff, ja ami pass, interview pette ebong jemon program-e pette. Tai ami je. Ami je bolechilam, ami ekjon khub bhalo chatro, shob bibechona kore, apni janen, ei dhore flick hower age.",P,id
"Thik ache, tai apni ekjon chatro hower jonno ek-ti kothor prokriyay moddhe peyechen apni bhalo korchen. Apni age ullekh korchen, shudhu ek-ti kharap grade dan? Thik ache, tai jodi ei program-e apnar bondhu thake, thik ache, jodi tader moddhe ekjon apnar kache eti neye ashe, ei bharosha, apni janen, ek-ti kharap grade ebong kichu udveg, haan, pass kora bamon, apni janen, kothor man ebong bhalo korchen, anyathay, apni taderke ki poramorsho deben?",T,id
"Ami bolte chachchi, ekhon apni eti shomporke kotha bollte chan, jemon, apni janen, ei ba sei dhoroner jinish. Eta gyan kore tole. Ami sambhobota bolbo je, bhalo, apni ekhon porjonto beshi bhalo korchen bole mone hocche. Apni janen je, je keu mulyan korle sei ek-ti grade-er poriborte apni kivabe apnar performance korchen ta kromobordhomane dekhebe.",P,id
Apni ki nijekete upodesh dite swachchhandho bosh korben?,T,orq
"Ami mone kori ami maje maje chesta korechi, kintu amar udveger uposorgaguli sotti ei rokom, jemon apni bolchen, apnar udveg apnake emon vabe bole je ami mone kori ami eti vabte pari kintu ami mone kori amar udveger lakshanguli ei mohurte ei rokom je eti sotti kothin. Apni janen, ebong ami amar mathay purbabhash deowar purbabhash-e age ja ghotechilo ta punoray play korchi.",P,od
"Sutro, asun chinta ebong anubhuti dekhi. Jodi apni shotokoro har je apni ei chinta bishwos korben, ei bishwos je apni yathesto bhalo na program, jemon ekhon dan ekhon, haan, kintu ekhane amar shonge. Apnar mon koto bishwos korbe je eti sotti?",T,orq
"Ami bolte chai, apni janen, ek-ti duti ba tin-ti khub beshi pochondo kore na, ami ei mohurte eti khub beshi bishwos kori na karon apni janen, ami uposthapon korchi na ebong eti kew. Thaie sei chap ekhane nei.",P,od
Tai ei mohurte apni sotti ei idea-ti kinchen na je apni yathesto bhalo non.,T,crq
"Haan, eta sotti.",P,op
"Tai ekhon cholun uposthaponer shesher dikay bola jak jokhon sei udveg thake, ebong sahopathera je apnar dikay takachhe, eti apnake netibachokbhabe mulyan korte pare karon apni koto bishwos korechen ta niye apni chintit tahole sei chinta?",T,irq
"Ami sotti atmobishwasi bodh kori na. Oi mohurte. Eta khub bostob mone hoy. Je kono mohurter moto, tara amake ber kore debe. Jemon, ami thik bhalo korchi na. Ami staffing korchi.",P,id
"Haan. Sotti teivr tai apni ki mone korben je apni ki sotti ba na ta-ar aro shothik mulyanokori chhilen. Ekhon, atho-ba apni jokhon udveger moddhe achen,",T,irq
"Oboshshoi ekhon je udveg, apni janen, hridspan-don ebong gham sekhane nei.",P,id
"Tai ei mulyan, apni je shatangshe bishwos koren je sotti, ei mulyan arro shothik?",T,irq
"Haan, ami tai mone kori.",P,op
"Ebong apni ei mohurte kon nirdisht dine koto somoy kateben, ba apni shothikvabe mulyan korte paren?",T,irq
"Ami bolbo, apni janen, jokhon ami uposthapon korar jhukito thaki na, je kemon, ami mone kori ami amar beshi beshi somoy baye, jemon, eti eto kichu noy je ami sob somoy chintakori, kebalmato ebong tarpor beshi beshi tader moddhe,",P,id
"Thik ache. Tai apni ekhon jevabe mulyan korar parben, beshi beshi somoy, tai na? Onek gatiro moddhe jachche jokhon apni na jokhon somoy ek-ti simeet poriman ache, tai na? Ebong sei somoye, apni hote pare ek-tu kom nirbhoy,",T,crq
Thik. Jemon ami amar bichar megh-e dhaka.,P,op
"Jaihok, sei mohurte apni ekhono, sei chintaguli shoktishali, tai na?",T,yq
"Haan, khub kosto korchi.",P,op
"Jodi oti ekta chhoto shatangsh, eti tibro. Ebong apni je dhoroner ekta shomoshsha borti kachechen.",T,crq
Haan. Hubhu.,P,op
Tai ami dekhte pacchi keno eti apnar jonno hatashajonko.,T,id
