Utterance,Type,Dialogue Act
"Apnar uposthaponay ki ache? Tomar ki etogulo ache? Bullet point moto apni kober korte chan? Moto,",T,irq
"Haan, thik ache, jinis-er ekta rooporokkha sajanoar moto.",P,id
Thik ache. Ei bullet point-gulir protitir porashona kore ghibir shwas neowar somoy ki sahayyo korbe?,T,orq
Amra eta niye kono bhavini.,P,od
"Ami jani na apnar ekta uposthaponay koto guli bullet point thakbe. Hote pare apnar 10 ba 20 hobe. Haan, koto-kshon shotti tar upor nirvor kore apni ekta nirdisht bullet point porashonar sathe sathe apni etike apnar smritite neowar chesta korchen ebong eti shongkhipto niye dicchen,",T,id
"Chonder moto, tai na? Haan. Apni giye eki jinis korte paren?",P,irq
"Ami eti shobhabe bhebechilam. Ami shudhu bhabchi eti ghotoner kichu upay hobe. Tai tumi onek shwas nitte parbe,",T,id
Emon kichu ja ami bhulbo na. Haan.,P,id
"Haan, emon kichu ekta obhyash-e porinoto hoyeche. Thik ache. Shudhu nischoy koro je apni dairghyo-r apnar bullet point rakhoon. Keku onuchchhondon shomporke. Haan. Kintu matro keku second protiti. Sutara apni ekti bhalo ghibir niswas nite paren ebong, athoba apni paren, apni janen, jodi apnar ekta dairgho bullet point thake tabe apni sottyoi, besh koyekti shwas nite paren, tabe kichu chhondo ja apni dhorte paren konkrito kichhu te. Haan. Karon ami janina. Sei mohurto, jinisgulo shomvobhob apni jemon ullekh korchen joining out ebong dan dik-e apnar anchors harano khub shohoj hoye jay.",T,id
"Haan, thik. Ebong shudhu sottyoi kuashachchonno pete, proyo moha ghora.",P,ack
"Haan, tai jodi apni mone rekhte paren, apni janen, ekta nirdisht bullet point-er jonno apni tin ta ghibir shwas nite chan. Ebong je kichhu hote pare apni sottyoi ek hote pare. Haan. Ebong amra ki se-dhongsho modhye kichu korte pari.",T,irq
"Porertti, ami bishwas kori porer shukrobar.",P,id
Eti ki apnar porer uposthapona? Shob class-er moto ekti.,T,yq
Haan.,P,op
Thik ache. Ar seta porer shukrobar. Mom hum. Apni odesh apni kothay janen? Uposthaponar jonno like?,T,irq
"Umm, ami mone kori ami ashol-e eto.",P,id
Prothom noy. Ebong ei ek koto minute.,T,irq
Amar boyosh 15-er moto.,P,id
