Utterance,Type,Dialogue Act
"Hello, Sarah, tumi kemon acho ajke?",T,gt
Bhalo achi.,P,gt
Ami bujhte parchi tumi counseling e eshecho karon ekta bisesh issue niye bother hoccho sesh koyek din.,T,id
"Ha, ami onek stressed out feel korchi kaje. Ami ekhon je point e achi, khub hard lagche handle korte je sob kichu hocche. So kajer samasya niye...",P,id
Tumi ki ajke ei byapare kotha bolte comfortable?,T,yq
"Mone hocche bolte hobe, ha.",P,op
"Toh ami chaibo session er shuru te ekta plan set kori, okay. Ar amra plan theke sarate pari jodi dorkar hoy, kintu ami just ekta structure diye start korte chai. So, prothome, ar eta ami chaibo tomader sathe co-create kori, thik? Tomar input khub valuable. Ami just ei plan ta debo na jate amra follow kori. Ami chai tumi active part hou ei plan ta bananor. So ami kichu idea throw korbo, tumi janao jodi eta sense kore tomake ba na kore. Okay? Ami chaibo start kori tomader kache in depth explain korte je tumi kaje ki jinis face korcho. Ami jani eta troubling tomake ar ami shunte chai sei golpo. Tarpor amra khujbo kichu pattern tomader thinking e ar dekhi jodi kichu ami recognize korte pari je tomader help korte pare. Ar tarpor, session er shesh dike, maybe start kori kichu idea niye je tumi korbe sessions er majhe, next time dekha houar age, je tomader ei symptoms combat korte help korbe, tomader valo feel korte. Okay. Eta ki mone hocche straightforward agenda? Kono change ba kichu add korte chaile?",T,id
"Na, mone hocche thik ache, joto long tumi mone koro ami amar full story bolte pari enough time e.",P,on
"Dekha jabe. Okay. So, tumi just bolte thako jemon comfortable feel koro. Ar chinta koro na agenda niye. Okay. Just jene rakhbe overall, ami ki structure niye vabchi. Okay. Ar tarpor, session wrap up korar shomoy, amra set kore dibo next time er appointment, ar ami asha kori, amra kichu idea niye shesh korbo je tomader help korbe. Toh cholo start kori tomader experience niye. Bolo tomader kaj niye.",T,id
"Okay, so ami, ami ekjon caseworker, ar tumi jano ami ki kori, ami usually manush er bari te jai, families er sathe kotha boli, inspection kori, oi dhoroner jinish. Ar ami ei kaj ta kori ekta while, not too long, kintu about five years. Ar overall, ami amar kaj ta pasand kori sob kichu. Kintu just, jano, kichu ekta holo kaje, ar eta just really kind of, ami just feel kori, ek minute, sob kichu thik chilo. Ar ekhon, just mone hocche sob kichu really out of control. So, jano, ami just, amar normal kaj kori, reports baniye, ar oi dhoroner jinish. Ar, jano, ami ekta report korechilam ei family niye je ami mone korchilam, hote pare bachcha gulo tar proyojoniy jinish pachche na, tara malnourished mone hocche, bari ta khub unclean. Ami suspect kori parents drugs use korchilo, ar just really not a good environment. Ar, jano, turns out bachcha gulo taken away hoyeche. Ar, family ta, just unlike really freaked out, jano, maybe bachcha gulo bhalo nei tader parents chara, even though it wasn't a great environment. Ami jani bachcha gulo really love kore tader parents, ar eta just, eta really, really weighing on me ar eta become kind of like a really big issue at work. Guess kori, jemon, everybody knows about it. Ar, ami just feel kori, ami tore this family apart. Ar ami jani na ami right decision korechilam ki na. Ar just, eta like, jano, ami used to just, ami used to be so confident in what I did. Ar ekhon just feel kori ami second guessing everything.",P,id
Eta khub stressful.,T,id
Ha.,P,ack
"Toh tumi kichu make sure I understand. Tumi tomader kaj pasand koro? Kintu ei dealing tumi niye chile ei particular family niye. Ar tarpor je holo result ta, eta just really throw koreche tomake loop e.",T,crq
"Ha, eta amake notun kore kaj pasand korte dey na. Jeno, ami sokal uthi, ar mone kori, ami just pretend kori ami sick. Kaj e jete chai na. Ar just feel kori, raate ami more stressed out, jano, maybe ekta extra glass wine kheye felchi ar just feel kori ami edge e achi shob shomoy.",P,cd
So eta drastically change koreche tomader work experience.,T,crq
"Ha. Ami used to enjoy kaj e jete ar feel fulfilled. Ar ekhon just feel kori, ami ekdom jete chai na.",P,cd
"So ekta sense of dread, anxiety. Ha. Doubtful feel koro?",T,yq
"Ha, definitely, ami mone kori anxiety beshi, kintu ami definitely feel kori down. Jeno, weekends e o sometimes ami just uthi ar shuye thakte chai. Ar ami just feel kori ami having a good time ar tarpor mone kori je ki holo, ar eta just niye jai amake oi place e ar ami just like it na.",P,id
Eta not a good feeling.,T,id
