Utterance,Type,Dialogue Act
"Accha, jijnasha korar jonno dhonnyobad. Hyan, ami bujhte parchi apnar sampratik kichu somosha hoyeche ja apnake amader agencyte nie esheche.",T,gt
"Hyan, bondhu ebong paribarer sathe amar kichu somosha hochhe. Somporke, ami sadharanvabe anuman kori.",P,id
Somporke?,T,crq
"Hyan, amar kache onek kichu ache.",P,cd
Apanar kache onek kichu ache.,T,cd
"Hyan. Amar ghor ekati sompurno jinis ebong eta bibroto-koroney. Ami jinis paritran pete pachhi na. Hum. Ami udvigno je um, apni janen, jokhon amar seguli ba onyo kichu darokar. Tai hya. Amar ghrer jinispatra upoche porche.",P,id
Tai apnar bari te onek onek jinis. Ebong eti apnar somporke pravabito korce.,T,crq
"Hyan, apni janen, ei somosto jinispatra bariti dakhlo kore niteche, karo kache sotti ei eshe amar sathe dekha koraar kono jaiga nei ja sotti ekta somossha hoye darriyeche. Apni janen, apni lokeder sathe dekha koren ebong tader bari te jawar ebong dupurer khabar ba jai hok na keno ta svaovabik. Ebong ami sotti bibroto pete. Ami chai na manush eta kore. Ami amar paribar porjonto ashte na. Amar bon gato shoptahe shesh hoye geche ebong se kichu dure fele diyechhe. Tini dui bochor age ei shomvadpotro ti chhure felechilen. Ebong ami hothash hoye porechhilam jodi amar eti r proyojon hoy, apni janen, ami sei jinisguli amar kache gurutto porjonto rakhi. Sutonoto eti amar paribar er sathe amar somporke upor chop srishti koraar dharoner ebong eto vabe ami mone kori je tara-i sambhoboth tara-i sambhoboth amar boner moto kichu korar jonno joto duronto shaktishali bodh korte chai.",P,id
Kichu dure,T,gc
"Hyan, hyan, tai hyan eta bibroto-koron je ami amar bondhuder upor nirbhor korte pari je amar paribarke dekhte kemon lage ebong ami eta khub beshi korte pari na",P,id
"Apani bolchen apnar bari upoche porche. Kibhabe bishrungkhal? Tumi ki eta bojha te parbe? Um,",T,irq
"Sekhane amar thakar jonno jaga ache. Ebong amar sador dorja theke rannaghor er ekati poth ache. Duti shaynokksho, duti snan khono-khono jinispatra dwara oboruddho thake, kintu jokhon jinisguli pore jay ba jai hok na keno, puro bariti baritei bole dey",P,id
Ebong ki dhonno rokomer jinis. Apani ekati shomvadpatro ullekh korechhen.,T,irq
"Hyan, ami kard ba shomvadpatro ba magazine, mail, ei jatiyo jinisgulite theke mukti pete poronno kori na. Kintu ami bochore por bochore jinis sangroho korechi. Ami sei barir uttaradhikarshutr peyeche jekhane amar dadir somosto jinispatra shekhane chhilo. Ebong hyan, ami sotti je paritran pete pari na. Kintu eta amar kache onek abegapurno moolyo ache. Tai amar jinish shudhu doroner tar jinish upor stupo kora hoyeche.",P,id
"Tai apnar bari te onek jinis ache. Ebong eti ghonoboshitpurno, tobe apni sekhane ghurte ebong sekhane boshte shokhmo hano.",T,id
"Hyan, ami obadh chalaphera korte pari na, kintu apni janen, eta amar jonno kaj kore.",P,id
"Haan. Eta kathin hobe, othoba onyo lokera jokhon ashe tokhon eti kathin.",T,cd
"Haan, haan, tara, tara sotti sei khane thakte parbe na.",P,id
"Ekhon, tahole ei aitemgulir modhye kichu apni bolechilen je apni jokhon bari ti grahan korechilen? Apni ki khono baire jan ebong jinis kinte ba anate?",T,yq
"Haan, ami shopping korte jete pchhondo kori. Ami saptahante Yard bikroy pete pchhondo kori. Ekti chukti hantar dhorne. Tai ami jodi bikrite kichu dekhte pai, ami ta pass korte chai na. Jodi eti ekta bhalo chukti hoy, manush, amra ete phire asbo. Tai",P,"op,id"
