Utterance,Type,Dialogue Act
"Hi, kemon achen?",T,gt
Hello.,P,gt
"Aajke apnake dekhte esechhi, bikel bela. Amake ektu bolun keno apni ekhane esechhen.",T,irq
"Umm, ami anger issues niye suffer kori, ami shob somoy ragi thaki, ar lokera amar sathe thakte parchhe na. Tai ami ekhane esechhi. Ami ekhane thakte chai na, kintu haan.",P,id
"Thik ache, apnar objective ki? Apni aajke ki korte chan?",T,irq
"Umm, ami jani ami average person er theke besi ragi. Onek lok amake onek kichhu kore.",P,id
"Hoi to apni manage korte chan ektu bhalo kore. Haan. Okay. Amake bolun, apnar school life, bari, bondhura - ei sob jagate ki ki problem hocche?",T,irq
"Ei sob jagatei, definitely bari te amar maa er sathe. Amra protidin jhogra kori, school e teachers er sathe oshanti, tai detention o hoy.",P,id
"Tai, amra ektu deep e jabo aage, ami apnake apnar brain sombondhe ektu bolbo, thik ache? Amygdala shomporke shunechhen?",T,yq
Na.,P,on
"Haan. High school e gele apni shikhben, kintu ami agei bolchi. Apnar amygdala ekhane ache, brain er base e. Eta alarm center hishebe porichito. Chinta korun alarm bajche apnar brain e. Ei alarm normally fight, flight ba freeze indicate kore. Mane apni fight korte chan, freeze hoye jete chan, na hole palate chan. Thik ache. Tai apnar brain er boro message eita. Chinta korun kichhu situation, jekhane apni ragi hoye jachen, step by step chinta korun. Amake ektu specific example din, jekhane alarm bajche ar apni ragi hoye jachen.",T,id
Ami definitely fighter.,P,id
"Okay, apni fighter. Thik ache.",T,ack
"Jemon aajke, amar maa amake bollo dress ta guchiye rakhte, ami korboi, just dekhte chailam. Sei continue kore jachhilo, ami korte chai ni jevabe se bolchhilo. Ami just korte chai jevabe korbo, se khub upset hoye geche.",P,id
Mm hmm.,T,gc
"Tai ami rag hoye gechi. Ami or sathe chillam, go chillaben na amake. Tarpor amar chhoto bhai elo, pura family jhogra. Ami chai na keu amake chillak. Ar ami details mone korte chai na. Ami deyale ghushi diye feli.",P,id
Okay.,T,ack
Gato din.,P,gc
"Thik ache, gato din. Okay. Thik ache. Situation ta holo, maa apnake kichhu korar jonno bollo, apni TV dekhte busy, se apnake disturb korlo, apni rag hoye jachen, se rag hoye jachen, situation escalate hoyeche, apni deyale ghushi diye felen.",T,id
Haan.,P,ack
Thik ache. Ekhon school e situation ta bolun.,T,irq
"School e, amar alarm center, amygdala, mone hoy off hoye jache. Mone hoy shudhu dekhte dekhte rag hoye jachhe.",P,id
Hmm.,T,gc
"Ar teacher er sathe o problem hoy. Class e ghumiye pori. Help korte pari na. Se amake call out kore, pura class er samne. Ami rag hoye jai, or sathe back and forth kotha hoy, ami or sathe galagali kori. Tai ami detention e jete hoi.",P,id
"Okay. Tai class e apni teacher er sathe jhogra kori, rag hoye galagali koren.",T,crq
Haan.,P,cd
"Thik ache. Bhalo example. Anxiousness ki kono somoy hoyeche anger aasbar aage? Jemon, apni ki anxious hoye thaken, freeze hoye jachen, na ki reactive hoye fight koren, lash out koren? Ki dhoroner reaction?",T,yq
"Ki dhoroner reaction, eti ber kora kothin.",P,id
Okay. Okay.,T,ack
Okay. Okay.,P,ack
"Bhalo. Thik ache. Ami mone kori apnar brain er sombondhe ektu bujhte sahajyo hobe, tarpor apni monitor korte parben, control korte parben, manage korte parben ektu bhalo kore. Okay. Tai, ami apnake ektu technique shikhabo, wise mind bolte. Apni khub conscious thakben apnar charpashe ki hocche, apni kemon feel korchhen, ar apni ki react korben tarpor, jaygay react kora er bodole. Asha kori, ei technique diye apni anger reaction gulo ektu control korte parben.",T,id
"Okay, thik ache. Okay. Tai korbo.",P,id
"Thik ache. Apni bolchen je apni change korte chan, eta onek boro kotha. Kichhu lok even acknowledge korte chai na je tader change korte dorkar, care korte chai na. Kintu apni ekhane esechhen, hoi to apni thakte chan na, kintu ami shunchhi je apni change korte chan. Eta khub boro kotha. Karon mone hoy apni nijer jonno different kichhu chai. Mone hoy?",T,id
"Haan, kintu lokeder satheo change korte chai. Ektu okay hote chai.",P,id
"Thik ache. Ami apnar desire ta dekhte pachhi, ar ami appreciate kori. Eta khub bhalo. Onek technique aache ei jonno. Ami aajke shudhu ekta technique offer korbo. Apni practice korte parben sara saptah, ar porer saptah amra dekhte parbo kemon lagche, ar jodi na kaj kore, amra modification korte pari, change korte pari.",T,id
Yeah,P,ack
"It happens a lot. Okay. This little procedure is called stop s t o p Alright, it's a little acronym s t o p. So S T O P. So it means the first the S is to stop. So, for example, you're watching TV, and your mom says, I was can you do this just please. Alright. right then and there, you're gonna say, Okay, stop. And then you're gonna take a breath. Okay, you're gonna breathe in, deeply, you're gonna be down. Just like take two deep breaths and think about your breathing. Breathe in and breathe out. Okay? So the T is for take a breath. All right, take a breath. All right. And when you're taking a breath, think about you know, your, your brain releases a lot of oxygen. So when you're breathing in, you're breathing oxygen into your lungs, gets into your blood gets to your brain. You're getting a lot of oxygen, your brain which really helps you think better. Alright, Breathing in and lot of oxygen right there. All right, the O means observe what is going on around you right now. All right. so in this situation, your mom asked you to do the dishes. You're watching the program. All right. Like to finish the program, I think I heard you say, and then you're going to do the dishes. That's how you would like it might not be how mom like it. But you might be able to, if you can kind of get observe the situation and how you're feeling. A little man, mom just asked me to do this. And she's seen him like watching the show here. Alright, so you're observing how you're feeling? All right, watching the show. I'm getting frustrated that she's asked me to do this right now, observe it, name it, claim it and say, okay, that's how I'm feeling right now. All right. So you're just aware you're observing the situation and how you're feeling okay. And then so the O is for observe and the P is for proceed, that means move forward. But something that's going to benefit you that's going to be positive that's going to work for you. You're not your mom is not working for you?",T,"yq,id"
No,P,on
"Tomar bari te jhamela hote pare. Tomar haat deowal e lagle aghat pabe. Egiye jaoa Yon ar tomar maa er kaj kora tomay jonne kaj korchhe na. Thik ache? Thik ache, amra ekta process er sathe egote jabo je tomay jonne kaj korbe. Ei situation e tumi ki kono idea niyeche je tomay jonne kaj korte pare?",T,irq
Shudhu or sathe kotha bolte hobe kintu or sathe kotha bolte onek kothin without stopped and ami chailem na eto pagol moto hote. Ekhon eta...,P,id
