Utterance,Type,Dialogue Act
"Hi, Jessica, kemon acho?",T,gt
Bhalo. Apni kemon achen?,P,gt
"Ami thik achi. Toh, um, ajke tumi kemon acho? Tomar saptah kemon chilo?",T,"gt, irq"
Thik thak chilo.,P,id
"Um, toh amader shesh session e, amra tomar confidence er obhab niye kotha bollam. Tumi mone koro progress hochche?",T,"gc, yq"
"Mane, ami journaling korchhi, jemon tumi bolechhile.",P,op
"Bhalo, bhalo.",T,gc
Eta ektu help korchhe. Mone hochche ektu improvement hochche.,P,gc
"Toh, tumi bolcho journaling korchho, negative thought ele, othoba kono situation e, negative thought ele, tumi ki ota likhcho?",T,"gc, yq"
"Ha. Na, ami bhul korechhi. Kintu tumi bolechhile, thik ache.",P,op
Ar tumi ki positive thought e convert korte parcho?,T,yq
"Ha, mane, ami chesta korechhi. Ektu help koreche, kintu improvement thakle bhalo. Mone hochche ami continue korte parbo. Kintu ami ektu aware hochchi kivabe ami realize korchhi.",P,op
Tumi ki mone koro last time amra CBT kivabe kaj kore seta niye kotha bollam?,T,yq
"Umm ektu, purapuri na, kintu ami mone kori amar thoughts kivabe jinish gulo ke affect kore.",P,op
Tumi ki review korte chao session shuru korar age?,T,yq
"Ha, ha.",P,op
"Thik ache. Eta kivabe kaj kore, mane kono situation ba event ghotechhe. Tumi ekta thought peyecho, thik ache. Ar last time toh tomar confidence er obhab chilo, mane tumi mone korechhile ami valo noi. Thik ache, eta toh tomar thought process chilo, tai na?",T,gc
Ha.,P,ack
"Ar tarpor tumi ekta emotion anubhob koro. Last time tumi bolle je eta tomake nijer upor kharap lage, incompetent lage. Ar tarpor tumi behavior dekhao, jemon onno der upor rag koro ba nijer moddhe thako. Tumi ki mone koro eta bujhte parcho?",T,"gc, yq"
"Ha, ha.",P,op
"Toh ami jani last time amra tomar confidence er obhab niye kotha bollam. Mane, tumi bolle je tumi marijuana use korteo problem face korchho, depression niyeo problem aar anger issues niyeo. Eder moddhe kon jinish niye ajke discuss korte chao?",T,"gc, orq"
Hoi toh rage. Mone hochche eta amar biggest problem.,P,od
Thik ache. Ebar amra driver issues niye kotha bolbo.,T,gc
"Mane, ami angry person noi, jemon kono light e snap kori na, kintu ami defensive hoi. Ami onek defensive. Ar ami lash out kori, kintu ami kokhono amar child er upor lash out kori ni. Sobsomoy amar husband er upor.",P,gc
Tumi ki bolte parbe sheshbar kobe rage lose korechhile?,T,irq
"Amra groceries unload korchhilam, ar ami tokhon amar chul cut ar color korechhilam. Ami khub excited chhilam, bhabchhilam se bhalobasbe. Kintu se dekhe bollo, etar dam koto?",P,id
"Ha, jinish gulo onek expensive hote pare.",T,gc
"Total, $60 hoto. Ar se bollo je amra money niye struggle korchhi, ar ami eto taka kharcha korte parbo na, selfish hote parbo na.",P,gc
"Thik ache, ekhon ami likhe niyechhi je amra kivabe family situation, thought, emotion niye kotha bollam. Mane, tumi bolle je event ba situation chhilo je tumi chul kete esechho, ar se rag korechhilo.",T,gc
Ha. Se mean jinish bolchhilo.,P,gc
"Thik ache, thik ache. Ekhon tumi oi moment e, se mean bolchhilo, tumi ki bhabe feel korchhile, na, tumi ki actual thought chhilo je se sob kichhu bolchhilo?",T,yq
"Ami selfish. Se bollo ami selfish, thik ache? Ha, prothome. Ha, selfish, guilty, sad, angry. Khub angry je se amake feel korte baddho korechhilo. Ar tarpor se bollo, ar tarpor oi thought amar mathay dhuke gelo, ar ami angry hoye gelam.",P,op
"Thik ache. Se je tumake rag korchhilo, ar bolchhilo tumi selfish, tumi nijer moddhe bhabcho ami selfish, ar tarpor angry hoye gelo. Tumi ki korle angry hoye?",T,"gc, irq"
"Ha, smack.",P,id
"Thik ache, thik ache.",T,gc
Ha.,P,gc
"Ekhane physical contact chhilo, tai na?",T,yq
"Ha, ami or mathar upor haat diye marlam. Thik ache. Mane, porer dike mone hochhilo ami ota korte parbo na. Shudhu rag e chhilam, tai na? Ha. Tumi ki mone koro?",P,op
"Toh or je somoy orokom upset hoye tumar upor kichhu bolte thake, tumi ki bhabe change korte paro smacking theke calm ar positive response e?",T,"gc, orq"
Ami mone kori ami parbo.,P,od
Tumi ki bhabe mone koro parbe?,T,orq
Umm,P,od
"Mane, CBT diye amra tumar thought change korte parbo. Jokhon se upset hoye tumake selfish bole, tumi selfish feel koro.",T,gc
Ha,P,ack
