Utterance,Type,Dialogue Act
"Thik ase Carmelo, amra kichukhon nite pari ar discuss kori anger scale ta niye je tumi fill up korecho ekhane ashar somoy, tumi mention korecho je tomar life er kichu manush comment koreche, bolche, jano, tumi maybe vabte paro je tumi ki anger issues acho ki na. Ar eta ekta karon tumi ekhane acho. Ami asha kori ei session ta help korbe specific anger related issues gulo identify korte je tomay problematic lagte pare. Ar ei feedback tomake jonno, tumi iccha moto information ta niye kaj korte paro, shudhu tumi consider korte. Cholo prottek area niye jai.",T,"irq,orq"
Okay.,P,ack
"Ekhane onek question ase ar onek rokomer anger dimensions. Ami mone kori amra start korbo total score diye je tumi answered korecho, eta sob kichu ek sathe dekhar ekta way. Ar total score e dekha jachche tumi onek high score korecho, actually 99th percentile e acho, mane holo tumar anger level tomay boyosher manush der theke 99% beshi.",T,id
Tumi ki maza korchho?,P,"yq,crq"
"Na, eta ekta besh high score. Shunte ekdom bhalo lagche na. Eta ki tomay surprise koreche?",T,"on,cd"
"Ha. Well, ami vabini je ami eto high score korbo. Ami mone korechilam amar category te onek manush thakbe, ami guess korechilam ami 60% ba 75% e thakbo, just ektu above average. Wow, eta toh onek upore.",P,gc
Eta ekdom beshi high. Ar eta indicate korte pare je anger tomay sometimes trouble e fele dey relationships ar kajkormo niye. Tumi ki recognize korecho eta?,T,gc
"Ami shob somoy recognize korechi, dekhechi, onek somoy deny korechi, kintu tarpor recognize korechi je ami bolte pari ami jani ami issues achi.",P,gc
"Okay. So eta just highlight koreche ar ekta number diyeche, ar mone hocche...",T,gc
so eta ki study te dekha hoyeche.,P,gc
"Ha, thik. Exactly. Tumi jemon question gulo answer korecho, general population er sathe compare kore, tomay boyosher manush der sathe. Karon tumi really top 1% e scores e acho.",T,crq
"Ami onek serious problem e achi, mane same jinish je tara amake kore, ami tader kori. Onek somoy ami surprised, especially environment e je ami thaki, je ami shot na hoye jai, mone hocche culture ta, mane definitely eta hoye jete pare, ar ami surprised je eta hoye uthe ni.",P,cd
"karon angry hoye, manush der kichu bollam na vablam, eta tomay risk e fele dey.",T,gc
"Exactly, same jinish, ami bolte pari, ami korte pari, anger amay oi point e niye jay. Same jinish, ami tader back korar jonno je tara bolche, ar ei vice versa aspect e, tara amay kill korte pare, ami tader kill korte pari.",P,gc
