Utterance,Type,Dialogue Act
"Ei grohonে ongshogrohon chaliye jawar jonno apnake dhonnyobad janate chan? Ami jemon ullekh korechi, ami ekti notun bibhage jete chai ekhon eti apnar shomajik somporke somporke. Apni ki apnar shomajik somporke somporke kichu proshnoer uttor diyecho thik achhen?",T,"yq,irq"
"Hyan, keno noy?",P,ack
Thik achhe. Apnar bondhuder somporke bolun.,T,irq
Thik achhe.,P,ack
"Apni ucchho bidyaloye diye shuru korun,",T,irq
"Thik achhe. Amra hob,",P,ack
Apni ki acharon mone koren? Ota korechilam?,T,irq
"Ami amar jua ebong amar promiscuity onuman? Um, apni janen, jemon, udahoronshorup, accha, ami bolte chachchi, hai schooler ei ek bondhu sotti khub kacher chhilo. Ebong ami tar boyfriender sathe jokhon tara eksathe chhilo tokhon shesh hoyechilam. Kintu ami bolte chachchi, lokera eke oporke kshama kore, jemon boro byapar ki, ebong she eti atikram korte pareni. Ebong tarpor ami onyo bondhuti amar upor kshipto hoye othe karon tara tader premiker sathe shoichechilo, kintu ami matal chhilam. Ebong, mane, ami sei ratte jua khelchilam. Tai sotti, ke jatno kore, kintu ami jani na. Ebong tarpor ami Facebooke post korbo ebong kromogoto shudhu bibhinno chheleder somporke post korbo ba eti jua chhilo ebong eti jitche. Apni janen, ami mone kori ni je eti kichu lokke bondho kore dichhe, amar onuman kintu ami jani na keno eti ekta bhalo somoy katachchilo.",P,id
Ebong ei sob hai school-e fire?,T,"yq,irq"
"Na, ei moto chhilo, shudhu ei dompoti atit jugol",P,"on,id"
"Oh, sompriti",T,crq
"Oh, hyan. Ami karon tara hai school-e amar bondhu chhilo bochorer por bochor dhore tara ebebhabe hatya korechhe.",P,cd
Tai kichu ghotonar karon e ucchho bidyaloye apnar bhalo songkho bondon raeche. Apni ekhon hisabe onek ache na?,T,"crq,yq"
Hyan.,P,ack
Apnar kotojon ghonishtho bondhu chhilo she somporke apni bolben? Hai school-e fire?,T,irq
Amader aatjon ebong ekdol bondhobi chhilo,P,id
Ebong ekhon kivabe?,T,irq
Amar ei bondhuder keu nei.,P,id
Apnar kotojon ghonishtho bondhu ache?,T,irq
