Utterance,Type,Dialogue Act
"Hi, Andrea, asha kore esechhen dekhe khushi.",T,gt
"Hi, dhanyabad.",P,gt
"Ami mone kori apni jante paren na amar role eikhane ki, ar apni keno ekhane aschen. Tai ami bhablam ami prothome amar sombondhe ektu bolbo. Mooloto, amar kaaj holo proti student er sathe dekha kora, proti semester e ek ba dui bar, ar kotha bolbo je kemon cholche, ki dhoroner behavior gulo niye engage hochhen, jibone ki dhoroner change gulo anar kotha vabchen. Jodi apni decide koren je apni change korte chan, amar kaaj noy apnake change kora. Ami parbo na, even jodi ami chai. Amar role holo apnake sahajjo kora, bhabte sahajjo kora je kemon cholche apnar jibon, kemon kore change korte chan, kivabe egote chan. Eta thik lage?",T,gc
Haan.,P,ack
Thik ache. Tahole amra shuru kori apni amake apnar sombondhe ektu bolun.,T,"gc, irq"
"Sure. Um, apni jene thakben, ami Andrea. Ami junior. Ami marching band e achi. Ami ceter sax bajai.",P,"gc, id"
Oh.,T,gc
"Ami band geek. Ami Wind Ensemble, jazz band ei dhoroner jaygay bajai.",P,gc
Wow. Apni to music e onek involved.,T,gc
Haan.,P,gc
Apni kobe shuru korechhilen?,T,irq
Ami shuru korechhi prai 10 bochor aage.,P,id
Wow.,T,gc
"Haan, ami prothome violin diye shuru korechhilam, tarpor piano, clarinet niye explore korechhi. Shesh porjonto ceter sax peyechhi.",P,gc
"Haan, khub cool. Ami sobsomoy music e valo hote chai. Thik ache, mone hocche apni band ar koyekta musical ensemble e achen, ar apnar ki onno kono hobby aache ba maja korar jonno ki korte chan?",T,"ack, irq"
"Um, just bondhuder sathe hang out kora, beach e jawa, ei dhoroner jinish.",P,id
"Ei gulo ki rojkar, everyday sort of thing?",T,yq
Haan.,P,op
Apnar family sombondhe ektu bolun.,T,irq
"Well, amar ek boro bhai aache. Se amar theke prai aat and a half bochor boro, amar parents, ar amar ekta Dog aache.",P,id
Cute. Ki dhoroner dog?,T,irq
Golden retriever.,P,id
"Oh, bhalo.",T,ack
Boro chele.,P,gc
"Khub mojar. Thik ache, ar school e apnar kemon cholche?",T,irq
Besh bhalo. Grades besh alright. Pray 3.7 ish.,P,id
"Okay, great. Apni bhalo korchhen? College ba high school er por apnar ki goal aache?",T,"ack, irq"
"Ami chai, obviously high school theke graduate hote, hopefully kono nice Ivy League school e jete.",P,id
"Ohh, thik ache.",T,gc
"Ar hoi to seta na hote pare. Tarpor ami chai doctor hote, psychology study kore psychiatrist hote.",P,id
"Okay. Apnar kichhu boro swapno aache. Eta khub exciting, bhabte ki apnar samne ki aache.",T,ack
Haan.,P,gc
