Utterance,Type,Dialogue Act
Toh ajker agenda te ki ki ache?,T,irq
"Definitely amar baba. Sara shoptahe amar upor case korechhe, amake niye. Ekdom jerk er moto amar room e video games khelte ar bondhu der sathe kotha bolte amar room e dhuke pore. Jano, dinner e o amake niye. Se just chhartei chaiche na, amake niye job pawar kotha, amar life sort out korar kotha. Sara shomoy. Eta mone hocche, jeno ami sokale uthi, jani na, or theke ekta email ashe, ba kichu, just amake bolte thake jinish gulo korte je ami korte chai na. Se bujhte chaiche na, jeno ami valo feel kori na. Ar ami seta korbo na.",P,id
"Toh ami ek minute tomake interrupt kori, shuni je ami bujhte parchi. Tumi khub upset tomake niye tomar baba ei shoptahe, thik? Ha. Ar eta ki kichu amra ajke kotha bolte pari, eta ki kichu tumi mone koro amra korte pari situation ta help korar jonno?",T,id
"Ha, amader kichu ekta figure out korte hobe or ke back off korte. Okay, se just amake niye. Ami mone kori hote pare amra or ke ekhane niye ashte pari. Jano, or ke kichu bolte pari, chithi likhte pari, jani na, kintu kichu ekta je or ke amake chhere dei.",P,id
"Ekta idea hote pare or ke ekhane niye asha, or ke back off korte, kintu se ekhon ekhane nei. Ar hote pare kichu jinish tumi korte paro or ke calm down korte ba situation ta back up korte.",T,id
Sei toh jerk hocche.,P,id
"Hote pare, kintu hote pare kichu jinish tumi korte paro ekto beshi assertive hote or sathe, or ke janao tumi kemon feel korchho? Ba hote pare situation ta calm down korte.",T,yq
"Jani na. Tumi jodi kichu idea thakle ami shunte pari, guess kori. Kintu",P,on
"thik ache, hote pare amra heads together kore kichu strategy ber korte pari tomar baba ke niye ektu better deal korte. Thik ache. Eta ki suddenly? Eta ki amra agenda te rakhbo?",T,irq
"Ha, na, ami definitely kotha bolte chai so how",P,id
ami ki vabe describe korbo? Dealing with my dad. Okay. Dealing with Dad. Ar kichu ki agenda te rakhbe?,T,irq
"Ami khub tired feel korchhi, onek ghumacchi. Okay, last week ba dui.",P,id
Toh ami likhe rakhbo tired and sleep. Toh amader ache dealing with dad and tired and sleep. Kono jinish niye prothome kotha bolte chao?,T,irq
Definitely amar baba.,P,id
"Okay. Amra homework ta bhulbo na. Amra nishchoi kore agenda te rakhbo. Ar tumi kotha bolte chao dealing with your dad, get do the homework first. Tough on my dad do definitely with your dad. Okay. Amra nishchoi kore enough time rakhbo kotha bolte homework niye karon eta guruttopurno. Bolo ei shoptahe tomar baba niye ki holo.",T,id
