Utterance,Type,Dialogue Act
Hi apni aaj eta kivabe korben?,T,gt
Durdanto. Apni kemon asen?,P,gt
Ami bhalo korchi. Jijnasa korar jonno dhonnyobad.,T,gt
Tai apni mohan korchen.,T,gt
Ami durdanto korchi.,P,gt
Ami jani apnar bhai aaj apnake nie esheche ebong se apnar mejaj somporke kichu udveg prokash korche. Apni je somporke ki janen?,T,irq
"Ami, amar mone hoy she okarone chinta korche. Karon ami, apni janen, ami gato dedh shoptah dhore amar abegke onusoron korchi, ja bekh korche. Ebong ami eti age bujhtei parini, karon ami ekti office-e kaj korechi. Ebong ami shudhu bujhte parchi je ami amar jiboner sathe ja korte chai ta noy. Ebong ami jani ami ekhono amar jiboner sathe ki korte chai, ebong ami age kono somoy janotam na. Tai eti ekta ashcharyajanak anubhuti. Ebong ami je korte chai ta holo ami amar nijer baking business shuru korte chai. Ebong tai ki ghoteche je ekta dompoti. Dui shoptah age, amar vagne ekta bake bikroy chhilo. Ebong ami sob somoy korechi ami sob somoy bake-er moto korechi, kintu ami sob somoy box-er moto ba theke pchondo korechi, apni janen, jai hok na keno. Tai ami protom-bare moto scratch theke brownie tori korechi ebong seguli ashcharyajanak chhilo ebong bake sale-er somoy sobai tader pchondo koreche ebong seguli bikri hoye geche. Ebong amar vagne vebhechilo ami ekjon nayok, mooloto, ami chhilam ebong tai ekhono amake upolobdhi korche je ami jibikar jonno eti korte pari ebong eti amake ashcharyajanak bhabte pare ebong ei sob lokeder jonno amake ekjon nayoker moto anubhav korbe. Ebong amar college campus-er moto shanto hobe jodi ami dormer moto bake soro korar moto ba dormer boro jinishpotro deor moto kichu korte pari karon apni janen, college-er shikkharthira ei rokom jinishgulo pchondo kore. Kintu tai jai hok, tai ami dhirgho golper kotha bhabhtei chhilam, ei business-ti ase ebong ami ei somosto kookies bake korbo ebong ami sobaike bake korbo ebong ami forao gulo lagabo karon ami aemon noy je ami office-er moto pete pari. Space kintu amar office-er jaygata proyojon nei karon amar apartment ase ebong amar apartment-e ja ja dorkar ta amar kache ase. Ebong ami BJs member podte paren. Tai BJs jao. Ebong ami amar proyoniyo shobkichu bulk-e pete pari. Tai somosto moida ebong makhan ebong chini ebong somosto jinish pchondo koro. Tai eta kono somossha noy jodi ami shudhu amar apartment theke eta kori. Ebong tai ami flower sthapon korchilam ebong amar businesser prochar korchilam ebong sotti gato dedh shoptah dhore kaj korchi ebong ami durdanto anubhav korchi ebong eta ashcharyajanak. Ebong je mooloto eta.",P,id
"Thik achhe, tai apnar mone hocche, sobkichu-i apnar pothe cholche. Hum. Ebong apni notun business dharona somporke sotti uttejit. Ami jani je apnar bhai apni businesser dharonar jonno koto beshi korchhen ta niye ekta udvigno chhilen. Ebong tini apnar bibhinn somporko somporko kichu jinish ullekh korechen jeguli notun.",T,irq
"Thik achhe, tai ekta dmpoti achhe je shonge. Tai kharcher sathe, jemon ami mone kori na je amar bhai bujhte pare je apni jokhon ekta boshsho shuru koren tokhon apnake ete binoyog korte hobe, ebong ami bujhte pari je keno se chintito karon pochhondo, tai office-er chakorite amar je kajti bhalo chhilo, jemon ami somoshyay porechhilam ebong karon ami spashthoi apnake agun lagate hobe ebong ami chhilam, oh, jemon she bujhte pare na je ami mitobyoayi. Ami bichkshon. Tai ami mone hochhilo ami kajer jagaye agun tori korbo. Ebong tader kajer computer-er baire rakho. Jate ami taka dite na hoy, jekhanei hok, stapl ba kichu jao ebong amar jonno seguli print korte hobe. Tai ami somoshyay porechhilam karon eti bortomane boshondhoni korar jonno chhilo, ebong ami boshondhoni korchhilam, kaj, jai hok na keno. Kintu er moto eta amake birkot kore karon je notun lok-er sathe ami dekhechhi, jete somporker sathe onno jinish, ei notun lok-tir moto amar dharonagulike shomorthon kore. Ami asole ekta bekare tare sathe dekhechhi, ja niyoti-r moto. Ebong jokhon ami take bolechhilam je ami ki porikalpona korchhilam se shomoshro korlo. Ebong tini korechhilo je ami kichu porikalpona korchi, se shomoshro korlo.",P,id
Tini chintito je apni bhabte chan na je eti eto notun somporko ja apni loktike khub bhalo vabe janen na,T,gc
"Mane, ami tar sathe koyekbar milito hoyechhi, jemon ami take khub bhalo vabe chini. Ebong ami mone kori na je tini amader somporko-r moto bojhben, ami mone kori eti besh shoktishali.",P,id
"Tai apnar bhai thik na. Apnar mone, tini thik eti pone na.",T,crq
"Na. Ebong like, she pochhondo kore na, ami jokhon kotha boli tokhon amar dik theke monoyog din. Like, ami take bolar chesta korbo, bek sel-er moto ebong na bek sel. Well, bek bikroy somporko-e ekto, ami eta koto shomoy shofol chhilo somporko-te take bolte paren. Ebong tini shudhu bhebechhilen je ami chhiloam, boda-i, kintu ami eto chhiloam na je eti sotyiker moto. Ebong tarpor ami take amar boshar dharonar somporko-r modhe bolar chesta korchi. Ebong bhalo legechhe, she bhalo legechhe, eta bondo brush karo chesta korar chesta korche. Eta ekta bhalo dharonona na moto. Ar she karonei she amar kotha shone na. Tai majhe majhe ami eta niye beshi kotha na bolar chesta kori.",P,"cd,id"
Apni ki ei somosto kichur madhye ghumer dhorone kono poriborton lokkho korechhen?,T,irq
Ami toto ta ghumachchi na kintu ami mone kori je ami ei bishoye khub uttejito ebong pochhondo kori. Ami dari kore ghumer theke uthte ebong tatadi uthar moto ebong recipe-guli dekhte pochhondo kori ebong sotti bolte ki sotti kono somossha hoy ni karon ami motoi klanth hoini. Ami toto pete.,P,id
Lakkho koro apni bishram bhabchhen. Tumi toto ghomo-ni.,T,yq
Na,P,on
"Ebong apni spashthoi mone hochhe je apni bhalo mazaje achhen na, ei muhurte kono dukkho nei,",T,gc
Apni jokhon apnar abeg onusorhon korchhen tokhon ami dukkho pabo na,P,id
Eivhabe besh bhalo kaj kora uchit. Apni ki kono somoy hatash ba hatash hoye porechhen?,T,irq
"Haan, haan. Atite ami ashlei chhilam, khub beshi din age noy, prai char mash age amake hospital-e bharti kora hoyeche karon ami khub niche chhilam. Kintu, apni janen, ebong ami, ami ekhon serokom anubhav kori na. Ebong ami jani eta niche thakte kemon lage ebong amar kache sei jinis-er kono tai nei. Amar jibon ekhon jekhane cholche tar sathe ami onek beshi ashavadhi ebong sukhi ebong durdanto anubhav korchi.",P,id
"Apni ki age kono bhabe anubhav koren? Sotti bhalo dharon-e,",T,yq
Na,P,on
Na. Erokom kichui na.,T,crq
Ei sob somporke apni ki mone koren?,T,irq
"Sotti bolte ami mone kori eti nijeke janar moto ebong ami ja korte chai ta janar moto ja apni janen, ronchonshilpo",P,"cd,id"
Eta bujhte parchi je eta amar jibonke badle diyeche,T,gc
Bhalo-r jonno bhalo-r jonno like sotti je bhalo-r jonno,P,gc
