Utterance,Type,Dialogue Act
"Thik achhe, chalun apni kemon achhen?",T,gt
"Bhalo, bhalo.",P,gt
Apnake dekhe bhalo lagche. Hyan.,T,gt
"Hyan, mane, roommateder sathe bhalo saptah. Ami tar sathe bhalo kothopokathon korechi jemon, premer jonno kon somoyguli shesh hower jonno bhalo ebong jokhon ami sotti kharaap achi tokhon take aro bhalo matha aap deowa.",P,gc
"Nirabota. Darun. Tai bisheshbhave ki chhilo? Ami bolte chachchi, ami jani amra eti somporko onek kotha bolechi, tobe apni take bisheshbhave ki bolechhilen ba apni kivabe eti tule dhorechen.",T,irq
"Shudhu take bolchi je, amar porashuna sotti ei goruttopurno ebong ami bujhte pari, eto goruttopurno je se tar premer sathe somoy kata'be, kintu ami sotti uplobdhi korbo je eti amader jaga ebong emon somoy ache jokhon amra pchondo kori sotti ei eke opro sthan somman kora proyozon. Ebong hyan, tini sotti bhalo porikkha. Hyan, se bhalo chhilen, age sotti amake ekta bhalo head up deen. Darun. Apni. Hyan. Ebong amra nirdishto somoy mato siddhanto niyechhe je tader jonno aro upayukto bosar ghor ache ebong na.",P,id
"Thik. Thik. Thik. Karon ami mone kori je sotti onurope na, amra dhorno je somporko bole. Karon amar mone ache kichu seshon age, ami vabchhilam je apni ja anubhobh korchen tar poriprekshitai tini sotti eti pechen kina karon eti emon ekta upaye mato mone hochhe je tarpor somporko amra age kotha bolechi, apni janen, prothome shuru kore prai-shoi eto ekta upaye je apni lokeder janachhen apni ki jane, anubhobh korchen kintu eti aslei beriye asena. Ebong ami jani je eti emon kichu je apni kichu janachen kintu se khub beshi porjonto beriye asena. Ebong ami janina je eti emon kichu je apni jano se tar kotha shunechen. Ebong ami jani je eti emon kichu je apni asli upaye mato mone hocche je se tar kotha sunechen kintu se asli upaye mato beriye asena. Ebong ami janina je eti emon kichu je apni asli upaye mato mone hochhe je se tar kotha sunechen kintu se asli upaye mato beriye asena. Ebong ami jani je eti emon kichu je apni asli upaye mato mone hocche je se tar kotha sunechen kintu se asli upaye mato beriye asena. Ebong ami janina je eti emon kichu je apni asli upaye mato mone hocche je se tar kotha sunechen kintu se asli upaye mato beriye asena. Ebong ami jani je eti emon kichu je apni asli upaye mato mone hochhe je se tar kotha sunechen kintu se asli upaye mato beriye asena.",T,irq
Tai ami mone kori eto prochur hote chhilo.,P,id
"Eta sotti chomokar, ami mone kori apni amar sathe eti aro korte shokkhom holen, ebong ami mone kori je eti sotti shokkhom holo bole ami mone kori. Ami janina, taderi apni sotti peye chhilen. Ebong eta kothin chhilo, kintu ami mone kori je eti sotti bhalo lagchhe mone hocche je eta sotti ekta itibachok pravab felechhe karon mone hocche je eta sotti ekta itibachok pravab felechhe. Ekhon ami mone kori je eti emon kichu je apni abong amake sotti peye chhilen karon mone hochhe je eti sotti bhalo itibachok poribesh felechhe ebong na",T,irq
"Dui din bari te, ebong eti amar mayer sathe chhilo ebong thik ache.",P,id
Thik ache? Tai se akhono six. Tar ki shomproti jonmodin chhilo?,T,irq
Tini durdanto.,P,id
"Oh, eta durdanto. Pray shat mohan. Apni tar jonno jonmodin er porikkolpona ba apni ki",T,irq
Se sotti himayit?,P,id
"Thik ache? Himayit kichhur moto. Thik ache, thik ache, thik ache. Hyan. Thik ache, je bhoyonkor shonachhe. Ebong tai apni tar sathe kichu somoy katan. Tai spastotai je apnar jonno sotti itibachok chhilo. Tumi? Apni jokhon sekhane chhilen? Apni ki janen, apnar mayer sathe dekha korar kono shuokhjo chhilo? Vai ki kore gelo? Ami",T,irq
"Ami mone kori amar ma ashepase chhilen jemon amra sobai ekshathe somoy katiyechi. Ebong jemon se school somporko jiggasha korachhilen. Tader chhilo, take school somporko aro kichu bolun ebong kibhabe jinishgulo cholchhe. Hyan, amra sotti ekbar ek pai na.",P,id
"Tar pochonder khetre apnar jonno kemon lagchhe? Ami jani apni sotti je pochonder somporko niye kotha bolchen. Tini ettoi akhono korechhen je tini sotti eti hothe chai, apni janen, bhalo ma ebong oitar moto kichu apnar jibone jotothuku jhore thakbe. Kintu eta kivabe tini chay janate chai jinishgulo apnar jonno jachchhe kivabe. Ami bolte chai,",T,irq
"Ami nijeke take bolarchi amar mone hochhe ami jachchhi na. Ami bolte chai, ekta mataneye, bhalo legeche, bhalo legeche eta bheenge geche ebong emon kichu noi je amra sotti ek sathe boshe thaki na.",P,id
"Amra ja nie alochona korechi, she dhoner apni chilen, apni pochondo korechen, apni nijekete tar sathe aro songkrito hower onumoti diyechhen, kintu apni akhon o kichhuta bojhay rekhe chhilen simana hyan. Hyan. Thik ache, ami nishchit je sobkichu hoye jawar pore take bisshwas kora sotti kothin hobe, apni janen, apnar baba-r sathe bisshwasghatakota, ba komporsho eti thik, apni janen, ekdhoroner moto je somporko ascharyo. Ami bolte chachchi, ami mone kori apni janen je sombhobothi eti ghotechhilo, kintu tarpor, apni janen, ar kichu baje hoye gechhilo, apni janen, amar kache ekta chhilo mone hocche je apni jano se thakte je dhoroner prantore, apni janen, tar por, apni jano, ami mone kori je apni thakten jeno se dhoroner kono paristhiti hoy ni. Hyan. Apni jano, tini sotti bhalo manush. Hyan. Tai amra nirdishto somoy moto siddhanto niyechhi je tader jonno onno upaygulo aachhe ar na.",T,irq
"Hyan. Ami bolte chachchi, jemon amra akhono matha samanno bit bhati. Ami nishchit je shei bit bhati, kintu",P,id
"Hyan, hyan, kintu jokhon apni bit head koren, tokhon apnar khawar poriprekshite ki ghotche jokhon apni apnar moto mone koren je kichhuta ghotche.",T,irq
"Ami bolte chachchi, ami mone kori je, ei saptah eita onek shundor ebong, jokhon ami take chhade chhilam, tokhon ei dhoroner ghotonagulir moto shei dhoroner ghotonagulir moto mone kore ase, hyan, amader sobar sathe somoy katte. Tai apni ki mone koren, er upore kotha bolun, apni mone koren",P,id
"Thik tar poreo, onno kothai kothai ki rokom ekta somoy? Ami mone kori je, ami school phire ashar porei amar matha onek ektu bit bhati. Ar ami bujhte chachchi je amar mone ase je ami jachchhi na. Ami bujhte chachchi, ekta mathar mato, shob kisu holo na. Tai amra bolte chachchi, ekta manar moto, shobkichu holo na. Ar amra bujhte chachchi, je kivabe eta emon ekta sukhkor poribesh mato mone hocche je, amra bujhte chachchi, je ami jachchhi, shobkichu thik ache, amra mone kori je, ami jachchhi, shobkichu thik ache.",T,irq
"Thik ache, thik ache, thik ache. Hyan. Thik ache, hyan, kintu ei saptah e ki rokom kichu cholchhe?",P,id
"Hyan, ami janina sob mone hocche je, amra dharoni je jinisgulo ami janina kintu apni mone koren, ei saptah e ki rokom kichu cholchhe?",T,irq
"Ami mone kori je, ami prochur kichu korte chhilm, ami mone kori je, ami bujhchhi je, eto prochur kichu korte chhilm. Ami mone kori je, amar mayer sathe shomporke kichu kotha holo na, amar mone mone mone kori je, amar mayer sathe kichu kotha holo na, kintu amar mone mone kori je, amar mayer sathe shomporke kichu kotha holo na. Ar ami bujhte chachchi, je jibon sobkichur majhe ekta shanti, ar amar mone mone mone kori je, amar jibon er baire, je jibon sobkichur majhe ekta shanti ar amar jibon er baire.",P,id
"Thik ache. Thik ache. Thik ache. Hyan. Sutonto. Tai apnar jonno pore royeche kemon lagchhe? Ami jani je, apni sotti je porikha niye kotha bolchen. Tini etoi akhono korche je, tini sotti emon ekta itibachok ebong ami mone kori je, tini sotti bhalo lagche mone hocche je, tini sotti ekta itibachok ebong ami mone kori je, tini sotti emon ekta itibachok proyozon felechhe. Tai tini sotti bhalo korche, age sotti amake ekta bhalo head up deen, tarpor tini sotti prothome amake ekta bhalo head up deen, ebong tini sotti amake ekta bhalo head up deen, amar jonno shorirer mato takhan tini ekta bhalo head up deen. Hyan, tai tini sotti bhalo korche.",T,irq
Tai ami mone kori eto onnorokom chhilo.,P,id
"Eta sotti ajib, ami mone kori je apni amar sathe eto onno shokkhom korben, ebong ami mone kori je tini sotti eti chomok ebong tini mone kore felechhen je tini sotti chomok ebong tini mone kore felechhen.",T,crq
"Hyon, etai durdanto. Ami mone kori je tini sotti ajib ebong eti ajib, tini durdanto ebong tini sotti ajib.",P,cd
