Utterance,Type,Dialogue Act
Aj,T,gc
Ami ekhono vacation-er moto long time-er jonno bari chere jawar bhoye kaaj korchhi. Ar eti recently ektu tough hoyeche karon amar ek friend-er sathe amar ei plan koyek month-er moddhe asche ar eti amar mind-er opor bhor kore.,P,gc
Where to travel?,T,irq
Georgia,P,id
Koto long way,T,irq
"Se six days-er moto jete chay yes, ami kaaj ar school-er bepare sure noi ar ami pura six days korte pari ar beshi somoy jete ami ektu nervous.",P,id
Tai eta apnar jonno ekta long time.,T,gc
Eta yes.,P,gc
Tahole apni kokhon discover korlen je ei trip-ti hote choleche,T,irq
"Actually last matro koyekdin age, se amake message kore bolechhe, hey, tumi amar sathe jete chao ar amra golf ar swimming korbo. Ami golf pochhondo kori. Jemon, ami jani ami jete chai. Kintu ami shudhu ei chere jawar bepare ektu nervous chhilam.",P,id
"Ektu nervous? Tai jokhon se call korlo,",T,irq
"Ami matro koyekdin age chhilam, tar prothom mone hoyechhilo je ami etodin jete parbo na. Oita amar prothom chinta chhilo. Je, eta khub long. Tobe tini chhilen, wow, eti durdanto hobe. Ami sekhane golf khelte khub kharap jete chai ar cold weather theke dure jete chai. Tai ami bolte chachhi, amar obilombe chinta chhilo na, je long na. Tobe ha, ami jabo.",P,id
"Thik ache, tai contradictory chinta-er jonno, thik. Sutorang ek, ek mot, je long, six days, way khub long na. Ar onyo ek je enjoyable hobe. Apni je enjoy korben?",T,irq
Ekebare.,P,ack
Yes. Tahole apni ekhon kon dike jhukche achen.,T,irq
Ami six days-er jonno jete chai. Hoyto shudhu ekta long weekend-er moto,P,id
"3, 4 days?",T,irq
Duita ideal hobe kintu dui tin din-er ideata yes.,P,id
Tahole amra ki mone kori dui diner beshi chole jawar niye ei udbeg-er karon?,T,irq
"Ami jani na. Ami bolte chachhi, ami amar 20s-er late teenage hisabe sob somoyi bari chere jete nervous chhilam, ami jotota pochhondo kori na bari te thakte ami travel korte pochhondo kori ar apni janan, different jinis korun. Eta thik, ami anuman kori jokhon ami ashepash na thaki tokhon kichhu ghote pare bole ami bhoy pachhi.",P,id
"Apni bhoy paben na je kichhu apnar, apnar barite ba,",T,crq
"Acha, amar pet animals ache tai amra tader somporke achi. Amar baba-ma briddho hocche, tai ami tader niye chinta kori. Prodhanto, amar nikotatmiyo paribarer moto, prodhanto, ami amar baba-ke anuman kori, karon tar heart attack-er itihash chhilo ar tarpor amar pet animals jemon kichhu hobar jonno, ami sekhane thakbo.",P,"cd,id"
"Ar apni jokhon chhoto chhilen tokhon kemon chhilo? Apni bolechhilen je ei somasyar jonno paowa geche eki jinis, eki jinis. Tai beshirbhag paribar ar ekhon kichhu pet animals,",T,irq
Amar pet animals ta hole dekhte,P,id
"Haan, apnar feelings-guli eke opon-er sathe fight korchhe. Ekkebare. Ar ei muhurte mone hocche thoughts jaihok, apni ki janen ami trip-e jete chai. Winning kintu bhoy-ta chhilo ekdharoner tene niye jawa, tene niye jawa. Haan. Tahole ekhane anxiety-er feeling ki?",T,irq
"Haan, ami anxious hoye pori. Haan, amar heart heavy mone hoy amar chest heavy hoye jay ar ami ei sob thoughts amar mind-er moddhe diye jay, apni janen, ami jani amar parents um ami amar pets dekhte pari kintu tara tader care nite pare na jemon ami chai jani na eta shudhu ami bolte chacchi je apni janen je tara sobshomoy amar sob kichur care nebe kintu tara amake miss korbe ar tara amar ghor chhinde felbe.",P,id
"Tai mone hocche worrier-er endless stream. Haan. Ashepashe family ar pets. Ar ki hote pare. Tai sotti, je eta, tai na? Ei ki ghote pare. Eta uncertainty, tai na? Tahole ki kokhono kichu hoyeche?",T,"irq,yq"
"Na, na",P,on
Thik ache. Ekhon porjonto sob anxious. Ar anxiety sotyi amake dividends provide koreni.,T,irq
"Haan. Ar ekhon jokhon ami chhoto chhilam tokhon ami boro hoyechi, ami probably eta overnight like korbo na. Kintu ekhon jehetu ami boro hoyechi, haan, ami shudhu boli, amake amar life bachte hobe ar tara thik hoye jabe. Ami shudhu nijek ke bolte chesta kori tara bhalo hate ache. Jodi kichu hoy keu oh, amake call kintu tarpor amar mone hoy oh, kintu ami ghonta dure thakte chai. Ami ekta plane journey dure. Ar tarpor ami je somporke chinta pete, kintu ami jete.",P,id
Kintu apni atite korenni,T,crq
Na,P,on
Tai kichu change. Ki change hoyeche?,T,irq
Ami jani na. Ami sotyi,P,"on,id"
"Thik? Tai sure na ki change kintu age jeten na, ekhon apni jay. Sutorang apni jokhon sekhane thakben, ba apni jekhanei travel-e jay, apni bhalo feel korchen, jemon apni nijek enjoy korchen. Kintu apni eki somoye worried.",T,irq
"Khub bhalo na. Ekbare ami sekhane gele, ami usually thik achi. Hoyto prothom rate ami ektu worried. Ar tarpor jokhon ami bari asar jonno ready hocchi, tokhon ami kichuta anxious, sobkichu thik ache kina ta nishchit korar jonno ami bari jawar jonno ready.",P,id
Ar baki somoy.,T,irq
"Ami usually thik achi. Ami kichu alcohol involved pete hobe. Tai shey dharoner amar anxiety sima. Kintu ekbar jokhon ami golf khelar moto hoye jai ar sei sob kichu, ami sotyi nijek ke eta enjoy korar anumoti di. Eta thik mone hocche eta jacche ar aschhe. Je",P,id
"Thik ache, sutarang apni jokhon sekhane thakben tokhon problem- ta asole hoy na. Problem-ta ekhon eta-r dike niye jacche ar sambhoboto prothom ardhok din, apni jokhon sekhane thakben tokhon apnar din, ar shesh ardhok din ba dui din.",T,gc
