Utterance,Type,Dialogue Act
Ami aaj eta korte hobe?,T,irq
Thik achhe.,P,id
Apani thik achhe. Ami bujhte parchhi apani idanee khub bhalo anubhav korchen na.,T,gc
"Mane, hya.",P,ack
"Ami kokhonoi durdanto anubhav korte pachhi na. Sotti. Tobuo idanee ami amar sochontay esechi. Kintu apani janen, ami bhul hote pare.",P,od
Kichu bhul hote pare ki upaye?,T,irq
"Achha apani janen eta notun kichu na kintu amar ghumate khub somossha hoy hya, ami sadharanto taratari ghumate jai, apani janen, ami ekTu deri kore jete pari. Kintu tarpor ami sobshomoy sotti khub taratari ghum theke uthi, jemon, ami atTar moto amar alarm set korbo kintu ami sobshomoy pancaTa ba onyo kichute jege uthi ebong tarpare ami ghumate pari na.",P,id
Apani jaa chan tar cheye age ghum theke uthchen.,T,irq
"Hya, ami jotoi chesta kori na keno ami ghumate pari na. Aar ami diner belayoo klanto. Ami onek shakti nei, kintu eta konobhabe na. Eta shudhu amar jonno ghumate jawa kathin. Aar eta sotti eti ekTi dirgho somoyer jonno je hoiyache. Sambhobota hai school theke. Kintu, apani janen, idanee ami bujhte perachi, apani janen, kichu din anyodare bhalo, kintu tai ekhane koyek saptaho thakata sottiye amar mone hoyeche je karor sathe kotha bola uchit na, amar bhaiyer bie hoye geche ebong ami tar khub kache manush. Aar ami sotti bibaher jonno unmukho chhilm. Aar tarpor jokhon ami jokhon ami bolte chacchi, ami eti upobhog korini, kintu ami jotoi maza peyechi jotoi ami bhebhechilam totoi upobhog korini. Aar ami janina eti shudhu amar majhekarone je ami sobshomoy ekTu bishonno thaki. Apani janen, amar bon, amar bhai bolechen, ami jemon achi, apani temonoi achen, kintu ami sotti amar moto dekhte chhilam, apani janen, ami amar comfort zone theke bere esechi. Ami notun jinis chesta korte pachhi. Aar ami sotti etar jonno unmukho chhilam jokhon ami bhalobashi ami bibahke bhalobashi, apani janen, aar eti emon noi je ami ekhon segulike bhalobashi na, tobe ami bhebhechilam je ami amar cheye beshi upobhog korbo. Aar je dhoroner moto, ami bimudh out.",P,id
"Tai apanar majaj, apanar majaj, bhalo lageni, hayto apani asha korechilen je eti hobe.",T,crq
"Hya, mane, ami bhabhtam je ami bolte chacchi, ami ded barsho dhore ei porar jonno apekkha korchhilam, apani janen, ami sahajyo korechhilam, apani janen, amar ekhon bon grah, ebong eti thik hoy ni ami etar hote chai na. Aar ami jevabe bhebechilam, apani janen,",P,cd
"Aar ami jevabe bhebechilam, apani janen,",P,cd
"Aar upolobdhi, ei ki aj ana hoyeche.",T,crq
"Hya, aar thik porei, gato saptaher moto. Apani janen, eti amar bhalo diner cheye aro kharap din chhilo jemon ami pore din sokale ghum theke uthechhilam jodi ami bie te deri korechhilam. Aar sudhu shekhane bose eti somporko kore ar sottiye purono kichu chinthe ar sottiye sob shomoy amar mone hoyeche je ami aro khusi hote pari na mon kharap chhilo. Athoba, apani janen, amar bhai ebong amar jonno sottiye amar bhaiyer jonno noi karon ami tare bhalobashi. Sudhu onyo shobai-er moto uttejit bodh na. Amar charpashe onyo shobai amon bhalo samoy katachhilo ebong ami thik chhilaM",P,cd
Aro niche.,T,gc
"Hya, ami jevabe ghore bose thaktam tar cheye beshi khusi hatam, kintu ami chhilm na. Ami sobar moto chhilm na.",P,cd
"Thik achhe, tai apani ullekh korchen je eti hai schooler ekebare jete hobe. Hya, oboshhoi. Koto kshon jete hobe?",T,irq
"Oh, mane, ami 2010 shale snatak hoyechhi. Tai aTo bochor.",P,id
Tai proyo ato bochoro hatash bodh koroar jonno ghumer somossha roilo.,T,crq
"Hya, mane, ami jokhon hai school-e chhilam tokhon ami ekTu ekTu kore bhebhechhilam, apani janen, ami deri kore ghum theke utha ebong hai school-e amader moto thakar bishoye shudhu ekTi obhut bA kichu chhilo, kintu eti kothai amar moto hoi ni jemon ami shudhu shokale ghumer somoy schedule kobina jae kono bar bar 8 ghontar moto rate aseni jemon apani onumito hote paren. Ami janina eta ki hoyeche, kintu eta kono somoy hoy ni. Hya. Tai ghum sob somoy ekTi somossha chhilo ebong ami jevabe bolechhilam je amar bhai ra amake call kore nA amar sathe kichu bochor theke na.",P,cd
Apani glomi shabdti ullekh korchen.,T,"crq,yq"
Hya.,P,"cd,ack"
Aar koma shokti sei dirgho somoy jonno ekTi somossha chhilo.,T,yq
Hya.,P,ack
Aar apani apanar cheye age jege uthechen.,T,yq
Hya.,P,ack
Apni kemon ashen? Apni ki bishonno mejaz ullekh korechen? Apnar mon kharap? Je dine ekta nirdishto somoyer cheye kharap?,T,irq
"Hyan, mane, eta shokaler cheyeo kharap. Bishesh kore jokhon ami amar chinta niye boshhe achi. Jokhon ami ghumate pari na. Eta hobe ebong tarpor apni janen je amra diner jonno prastut hoyechi ebong ami rag ebong pagol hoye jab je eti, apni janen je ami ghumate pari na ebong tarpor apnar somporkhe hatasha jano je ami eirokom ebong ami 'ami adbhut ebong tarpor ami bolte chachchhi je je dine jai ami eti somporkhe kichhuta bhule jai ebong bikel ebong rate belay eti kichhuta bhalo hoye jay ami sotti janno apni janen, ami amar paribarer sathe rater khabar ebong ei jatiyo jinisher jonno somoy katate upobhog kori. Tai din joto jay totai bhalo hoy. Kintu, apni janen, shokale eti kharap karon ami shekhane shuye koyek ghonta katiyechi eti somporkhe chinta kore.",P,id
Eti chhilo sobcheye kharap shokaler shokal.,T,yq
Hyan.,P,ack
Tai ami apnake ei somporkhe arro kichu proshno jijnasha korbo. Apni bishonno mejaz ullekh korechen. Ebong apni ullekh korechen kibhabe apni bibaher protikriya. Kibhabe eti apni ki asha chhilo na. Apni moja ba anondodayak hote pare je onnyanno jinis hariye gechen.,T,irq
"Ami akhono amar moto kono kichur proti aagroho hariye fellini, apni janen, ami akhono mojar kriyakalap khunji ebong ami akhono segulite ongsho ghore. Ebong ami bolte chachchi, tara amake na korear cheye bhalo anubhav korbe. Kintu eta thik, ami jani na, eta thik ami jani na. Ami onuman kori tader proti amar protikriya toto beshi noy joto ami dekhechi je onno lokeder kriyakalap upobhog korche, ebong ami kori na, kintu ami segulite upobhog kori.",P,id
Joto thik ache.,T,gc
Apnar khudha ba ojon kon poriborton?,T,irq
Keu eki thake na.,P,id
Asthirotar anubhuti ba biporit dhoroner dheer hoye jawaar bishoye kivabe? Ami je jani.,T,"irq,yq"
Na.,P,on
Kono mulyohinotar anubhuti anubhob korechen?,T,yq
"Na,",P,on
Erokom. Kivabe ekagrata somporkhe? Eta kemon hoyeche?,T,irq
Ero focus kora jak ami ki focus korte habe.,P,id
Apni eta thik ashen?,T,yq
Hyan.,P,ack
Apni ki kono somoy mrityu ba mrityur chinta koren?,T,yq
Na.,P,on
Kono madok ba alcohol boshano ba chikitsa shart.,T,yq
Na,P,on
Apni ki kono somoy eto kichu dekhechen ba shunechen ja onno lokera dekhte ba shunte pay na?,T,yq
Na,P,on
Apni ki kono somoy ekta somoy ache? Apni ullekh korechen je apnar mejaz kharap. Apni ki kono somoy eto kichu dekhechen ja apnar mejaz khub khusi chhilo? Apni jokhon otirokkho khusi hon? Prochur poriman shakti?,T,yq
Sotti na. Ami bolte chai.,P,on
"Hyan, eto somoy esheche jekhane ami ek shaptaher moto chutite giyechi ebong ami lakhyo korechi je ami amar cheye beshi sukhi chhilam, tobe koyekdin ba ek shaptah ba tar cheye beshi kichu nei,",P,ack
Ekhane age hospital e bhorte hoilo.,T,yq
Na,P,on
Apnar ki hotashar anubhuti ache?,T,yq
Na.,P,on
Ebong apnar atmasamman kemon?,T,yq
Thik ache.,P,on
Thik ache.,T,ack
"Hyan,",P,ack
Beshi bhalo.,T,ack
"Thik ache, sheri.",T,gt
Ami apnake ekhane agency te ekjon counselor er sathe dekha korte chai. Ami jodi matro koyekdin somoy nite pari tomake karo sathe melate pari tahole ki thik ache?,T,yq
Thik ache.,P,ack
Ami ei proshner uttor dawar jonno apnake prashansa kori. Amar jonno. Ei sahayak hoyeche.,T,gt
