Utterance,Type,Dialogue Act
"Hi Chhaki, kemon achho?",T,
Ami bhalo korchi. Tomar khobor ki?,P,
Hyan ami'o jijnasha korar jonno dhonobad. Ami bujhte pari je apni kichu somoshyay porechen ja apni amader agency te nie eshechen.,T,
"Hyan, ami amar modyopan somporko satyoi chintit.",P,
Aponi apanar modyopan somporko chintit. Apanar modyopan somporko bolun.,T,
"Tai kokhono kokhono kormoshetro, aponi alcohol jonno cravings hoyeche ebong onno somoy ache jokhon aponi ekta thrista thakbe?",T,
"Hyan, bari te ek dhoroner, aponi janen, satyoi ekta period jonno kichu korchen na hum.",P,
"Tai thrista thakar anubhuti byatit, apanar thrista thakar pore apanar ki kichu korar aache?",T,
"Um, hyan, maje maje ami paniyo khao. Ebong ami mone kori ami eta pete chai.",P,
Aponi koto pani koren?,T,
Ekta beer ba dui moti.,P,
Aponi jokhon ekdin koren tokhon ki eti?,T,
Na.,P,
"Kajei jokhon apanar thrista hoy, tokhon aponi sekhane pani koren na?",T,
"Na, na.",P,
Thik. Tai apanar shadharon alcohol sebon somporke amake bolun.,T,
"Kajer pore Shukrobarer moto, aponi janen, dirgho shoptaho pore, jokhon ami satyoi eti kamona kori. Jemon, kichu bondhuder sathe pani khete yan. Ami dinnerer sathe maje maje drink korbo. Ami jodi ekta social anusthaney thaki, tahole mone hoy ami ekta paniyo khete chai ebong ami satyoi shebhab e korte chai na. Ami mone kori je eti ekta somossha hote pare.",P,
Aponi chintit je thrista ingit korche je aponar alcohol somossha ache?,T,
Hyan.,P,
Aponi kothao aponar modyopan kamanoar chesta korechen ebong aponi ota korte osom.,T,
"Um, thik aache, mane, shadharonot ami, ami amar din shimito korte sakkho jodi ami boli ami ei shoptahoante jab. Amar ekta thakbe ebong tarpor hyan, shadharonot ami etate lege thekhte parbo, amar dharon.",P,
Aponi alcohol pawar jonno onek somoy baye korechen.,T,
"Um, na, ami, ami onumon kori na. Ami bolte chachchi, ami kothay ekta lobh thakte chai ta niye bhabi, jokhon ami eta pete chai, kintu ami satyoi eta niye chinta korte baa pawar chesta korte onek somoy baye kori na.",P,id
Aponar doyitar khetre kemon? Aponi modyopan korchen bole aponi kono doyitar palone byartho hoyeche kina? Othoba aponar kono somajik somossha ache karon aponi pan korchen.,T,
"Thik aache. Na, ami onumon kori na. Ami bolte chachchi, ami jokhon pan kori tokhon ami satyoi bondhutopurno hoye uthi. Tai ami satyoi mone kori na je eti ekta somossha. Kintu aponi janen, ami onumon na.",P,id
Eti somajik somossha srsti kore na. Aponi ki nijerke goruttopurno kriyakalap cheRe dichchen karon aponi er poriborte pan korchen?,T,
"Tai eti somporke chinta, hoyto akhono kichu thrista, kintu aponi akhono jachchen. Aponi akhono onusongo korchen.",T,
Hyan.,P,
Aponi ki bipojjonok kriyakalap e jorito?,T,
"Modyopaner karon, na.",P,
Modyopan ebong gari chalanor chesta?,T,
"Acha, na.",P,
Erokom kichu nei. Hyan.,T,
Na. Ami kharap bolbo na. Na.,P,
Aponi ki sadharonbhave kono chikitsa ba monoshik shostho somossha ache?,T,
Na.,P,
Aponi ki dekhte pachchen je ekoi probhab pete aponake alcoholer poriman barate hobe?,T,
Na.,P,
"Thik aache, ebong aponi drinks pechen aponi protibar pan korear somoy ekoi poriman er ekta paniyo sronthon korechen. Aponi ki lokkho korechen je probhab oskom hrosse, jemon aponi alcohol theke ekoi probhab pachen na?",T,
Ami sadharanot eti ekoi anubhab kori.,P,
"Eki dhoron e jay. Hyan. Aponi jokhon modyopan bondho koren, jemon protiharo er moto kon uposorgo lokkho korechen?",T,
Protiharo bolte ki bujhun?,P,
"Jemon aponi jokhon alcohol shorboni bondho koren, aponi ki khujte pachhen je aponi udvigno, bishanno, apanar moto sharirik protikriya ache.",T,
Na.,P,
"Thik aache, Jyaki, ami tomake proshongsha kori. Ki ghotoche se somporkhe amake bolun ebong amar prashner uttor din. Aponi jodi ei sathethe thakun tahole ami aponake ekjon counselor er sathe dekha korbo. Ami je schedule pabo. Ebong amra sethe theke jete pari.",T,id
"Thik aache, aponake onek dhonnobad.",P,
