Utterance,Type,Dialogue Act
"Lisa aaj kemon korchhe,",T,gt
"Ami bhalo achi, tumi kemon acho?",P,gt
"Ami bhalo korchi. Jijnasha korar jonno dhonnobad. Apanar sathe dekha kore bhalo lagche. Ami khushi je apani agency te ashte paren. Tumi ki bolte paro aaj tomake ekhane ki niye esheche? Umm, achha,",T,"gt,irq"
Ami akhon ekhane achi karon ami taka churi korte giye dhora porechhilam.,P,id
Thik ache. Tahole apni kon adalater niyede dichen?,T,yq
"Haan,",P,ack
Haan. Hum kab?,T,irq
Pray ek mas age,P,id
Ek mas age.,T,ack
"Nirnayer moto,",P,
Nirnayer moto. Eta apnar sathe thik ache?,T,yq
Oboshoi.,P,ack
Tahole ekhon apnar bosh koto?,T,irq
25,P,id
"Thik ache. Tai apni pray ek mas age bolchhen, apni amader somossay fellechen. Apni ki amake bolte paren sekhane ki hoyechhilo?",T,irq
"Achha, ami amar ek bondhur kach theke taka churi korechi. Aar",P,id
Apnar taka dorkar.,T,crq
Eti ekta bondhu chhilo.,P,cd
Jinisguli ekhon apnar aar apnar bondhur modhye dariye achhe.,T,irq
"Achha, she amake dhukiye dile. Tai amra ar bondhu noi.",P,id
Ar bondhu nei. Thik ache.,T,ack
"Thik ache, mooloto ami jokhon chhoto chhilam, ami onek maramari korte abhyasto hoyechhilam.",P,id
"Ei din,",T,gc
Amar poribar.,P,gc
"Eta korar kotha mone ache? Ah,",T,irq
"Haan, amar mone ache eta kora. Haan.",P,id
Apanar bosh koto? Mone ache?,T,orq
12 bochor boshi.,P,od
"Apani ki kono somoy er jonno chikitsa korben, jemon, ei dharoner monoshotho chikitsa?",T,irq
"Oh, na",P,id
Apani ki atite monoshotho somporkito kono roger bisoye socheton? Na na. Sutara apani jokhon 12 bochor bosh-e besh guruttor lorayer moto shobde jhoriye porechhilen. Ei obhabei apani ekhon 25 bochor boshi amake bolte paren 1215 er moddhe onno kono somossagulir khetre ki hoyechhilo?,T,irq
"Ami swabhavik onuman kori ami bolte chachchi, ami upobhog kori ebong kichu oshudh kheyechi ebong serokom jinish babohar korbo ebong korbo. Tai",P,id
Onno kono churi ba hamla? Thik?,T,irq
