Utterance,Type,Dialogue Act
"Thik achhe, ami ei dhoroner siddhantguli dekhte pachchi jekhane apni sambhavobhabe paribarguli bheenge felar ebong paribarer bastab parinitir kotha bolchhen. Ami dekhte pachhilam ei siddhantgulo kemon hote pare. Ami nishchit je emon nirdeshika royeche ja apnake anusrano korte hobe je apnar kache satyoi pochonder sampoorna onek kichui nei. Tobe apni satyoi emon ekta siddhantke byathit korte paren ebong atiriktobishleshan korte paren karon parinitiguli khub durdanto. Hoyto emon kichhu ghote pare.",T,id
"Hyan, ami tai mone kori. Mane, tumi thikoi bolechho. Ekti nirdishto porimaney, amader nirdeshika ebong serokom sobkichu royeche. Kintu ami kichu jinis er motoo anubhav kori, eti kalo ebong shada noy, ebong amake ekti bichar kol korte hobe. Ebong ami amar raye bishwasi chhilo, kintu ekhon amar mone hoy ami kibhabe janbo je ami sotyo siddhanto nichechi?",P,id
"Hyan. Thik achhe, ebong eti satyoi ei jontranar karon hote pare tar mool angshogulir modhye ekto. Amra ei nirapattahintar kotha bolechhi. Apni ei ami nishchit. Ebong tai apni janen, eti ekta proshno hote pare, apni ki ei bisheesh poribarer sathe ekti dokkhho ba kom dokkho siddhanto niye chhen kintu boro proshno hol, apni ekjon byakti hisabe apni ki parben apni ei kajti korte paren ebong jodi apni eti koren ebong arth oprojon koren? Like, tokhon apni ki korben? Apni aro ei mediumete jete paren?",T,id
"Hyan, ami mone kori bhoyta ekhanei, jodi ami 100 tiro moddhe 99 bar sotyo kore, tobe ami jeta golmal korechi setai thakbe. Ebong ami mone koriye suru korchhi je ekta bhuler moto hote pare, karo jonne jibon poriborton.",P,id
"Ebong apni oboshshoi emon ekta chakorite thekate paren jekhane, beshi beshi chakorir jonne bhuler poriniti hoy. Echha o ashadharon korechho. Tader ami jotno kori.",T,id
"Ami eta satyo onuman. Jemon, hyan, hyato onno keu ese amake protisthapon korte pare kintu ami ki mone kori je tara ete aro valo hobe? Ami jani na ami mone kori ami suru korechilam ete besh valo chhilo. Ei sob sondeha ache.",P,id
"Tai, tai beshi beshi eti sompratitai bhalo chhilo. Well, thik achhe, er onno drishtikone theke eti takan. Apni satyoi mone hochhe, apni ei poribarer sathe shohanubhuti korte paren. Apni satyoi, amar kache mone hochhe apni satyoi janen je tara ki anubhav korchhen.",T,id
Hyan ami tader jotno kori,P,ack
"Ebong tader drishtibhangir proshansa kora. Ektu somoy nino ebong tader juta paye hatar chesta koro. Jodi apnar moto ekti peshadar apnar ebong apnar poribarer poristhitiro kache asen ebong sambhoboto apni emon kichu korechhen jekhane ei nischoi kora hoyeche je apnar poribar amra samayikbhabe bheengechhi. Tumi ki chao? Apni kibhabe tader je prokriya korte chan? Jemon apni bolechhen, poribarer drishtikone kajowarker kotha bhabchen? Apni kibhabe tader eta anubhav korte chan? Apni ki chao je tara sei siddhanto prokriya koruk?",T,irq
"Ami jani na. Eti ekta kathin proshno. Ami bolte chhachhi, jodi tara amar bachchader nio, emonki jodi eti sotyo jinis hoi, ami chai je tara antototo kichhu hok, apni janen, eti ekta kathin siddhanto neoya jay. Kintu ami onuman kori je jodi, apni janen, jodi tara alada hoye jay, protibar jokhon tara ei dhoroner siddhanto ney, tara onno lokeder sahajjyo korte sakkho hobena.",P,id
"Tai poribarer drishtikone, apni jodi sei poristhiti te thaken, apni kajowarker ke ki korte hobe ta uplobdhi korte paren. Thik achhe, apni apnar jonno kichu somvedona korte chan. Thik achhe, eta yukti sanggat bale mone hochhe. Hyan. Sutonoto ekhon apni je bhoomikay achen setai bhoomikay phire jan. Apni je siddhanto niye chhilen ta apni niye chhilen jodi mone hoy apni niye chhilen jodi eti alada. Tader jonno apnar sahano bhabe ache?",T,id
"Hyan, ami bolte chhachhi, ami mone kori je samasyata ti hote pare karon eti amar khub beshi ache. Apni janen, tader kemon lage ta niye ami chintit, eti keno je tader kemone lage ta ami janina jodi bachchader nioya, apni seta sotyo jinish korchen ki na korchen, apni janen, apni apnar bachchader apnar sathe chhano. Apni tader jonno jotno korte sakkho hote paren, jodi apni eta korte thaken na kintu ami mone kori ami tobe tai korchhi, eti ekta kothin jinish.",P,id
