Utterance,Type,Dialogue Act
"Ei, toh kathakata shesh hoye gelo Kathleen-er shathe. Tai shayad tumi amake eto kichu bolte icchuk? Ki kichu bolte paro ajker dine, Wendy?",T,irq
"Actually, Wendy, ami ekhon amar kajer sathe kichu beshi mushkil holei achi. Kajer ghonta shetar aage theke 830 theke 330 hote hoi. Ar aakhon, amar kach theke beshi kaj dichche. Puro din ta ke katate kotha theke mushkil hoche. Ar ami je roj school sheshe amar dui teenage chele niye jacchi, karon ora eto notun. Tara bus e utha jabe na. Tai ami amar ghonta 830 theke 330 kore diyechi. Tai orao school theke ber hote pele orao ghure ber hoye ashbe. Ar tarpor 330 e orao school theke ber hoye ashbe. Kintu aakhon, ata bar bar deri hoye jacche. Kichu din age toh 430, kichu din age toh 5 ta. Cheleder jonno toh ei bhalo na, oboshyo chele ra shara kotha mantei pare na. Shob theke shorir kora hoye, tarpor ghorer jonyo deri hoye jaoya suru hoye jai. Ar shami ke niye ghrina hoye jai. Ai sobi amar upor e bere jachche.",P,id
Tai 330 e kaj shesh hote hote keno mone hoy na? Tumi mone koren keno shesh hoche na?,T,irq
"Kaj beshi hoye gache? Ar etai hocche, amar kaj ekta doctor er chamber e. Amra ekta doctorer kaj kori, kintu tairi bashay aro 4 jon onar kaj korar jonno amake niyeche. Amar kaj hocche ekjon ke niye kaj korar, kintu ami toh shobaike kaj korchi.",P,id
"Thik ache, tai tomar mool shomoshya hocche je tomar kaj ta aram bhabotar somoye shesh hote parbe na.",T,id
"Na. Ar ami orao kichu bolte parina, kintu tara amar kaj ta amar tray te niye rakhbe. Ar pore ta amar mathai dhokate hobena. Aro kichu din pore ta amar tray e achhe. Ei sobi amar upor beshi hochhe.",P,"on,id"
"Ami dekhte pacchi, dekhte pacchi tumi kichu kichu beshi stresst hote jaccho. Tai tomar kache ki kono kichu korar bepare kichu alochona holo kina? Kathleen? Tumi mone koren tumi kichu korte paro?",T,yq
"Ei, orao bhalo job ta mone hoy na, kintu shayad ami kichu korte pari, ami kichu bolte hobe. Shomoy hoilo je orao ke bolte hobe.",P,id
Tai tomar mone mone toh tomar kach theke bole boshe jaoya dorkar tai? Tumi mone koro eta tomake kichu comfort ache?,T,yq
"Na, na, na, na. Oh, tar bhalo manus, ar oi samay ami amake deri hoye gele oi khushi hobe.",P,"on,id"
"Theek aache, karon ota te toh khub sundor chhilo. Tar mane, tomar mone hocche ki, jodi tumi jaote ar tomar sathe kotha bolte pare, tahole o khub sohaga shuniye tomake?",T,yq
"Well, she korbe, korbe na?",P,id
"thik ache. Ami ke bolbo, Kathleen, amra ekta kichu korbo jeke bole role play. Ar ekta, ta hocche amra situation ta baaj kori, ja kichu hok. Ar tomake kotha hochhe tomar bosser shathe kotha bolte jabe, ar tomake bolte hobe je tomar kaj ghore seta kaje porche na. Tai tumi khelbe, tomakei tomar bosser bhaabe. Ora amon bujhbe na, tomar bosser theke je uttor tumi amader ajker din e peye jabe. Kintu eta tomake ektu bojhar bhaabe kono vabe obhab kora dite pare, erokom kora, ar ekti uttor peye jabe je tomake protikriya dite pare ar obhab korte pare tomar ekta sambhabito obhab. Ar eta ki korche sukhi Dite pare tomake ekta kichu beshi bhabna.",T,id
Ki tumi akta put e?,P,irq
"amra ekhon tader sathe abhyas korbo. Oh, ami pari, amra ki korbo, tumi tomake tumi. Ar ami hokom hobe je tumi dekhte jaabe daktar. Cholo chinta koruk kichu jinis shuru korar jonno.",T,id
"Tai ami purush barti hobo je ami jacchi tar tutorial e. Ok,",P,id
"ar tumi mone koro ki ki tuku shuru korar jonno shobcheye valo somoy hobe? Ok, somoy diye",T,irq
"somoy diye. Ami to atyanto byast, byast din kal, ami shaym theke subidha hoite pare shaym subidha.",P,id
"Shuni to bhalo ekta kotha, karon tahole tomar chinta kora lagbe na.",T,id
Tai thik.,P,ack
"Ok, toh tomake kono mone holo ki tumi ki bolbe? Tumi kivabe prastut korbe?",T,irq
"Mone hote pare je ami tomake bolte pari, ei kotha bole dekhi, ki ei khub bhalo somoy toh?",P,id
Eta khub bhalo.,T,ack
Ok,P,op
"karon je eta tader ei avashtay proyojoniyota dichhe, opurti ta ache naa bole mone hoy, aro kichhu kotha barta te gele paanch minute esho. Shomoshha. Oh, eki theke shuru koro. Eta khub bhalo. Thik ache. Ekbar cheshta korchi?",T,yq
Thik ache. Thik thak.,P,op
"Tai ami tomake uthe darwaja khulate pretend korte bolbo ar eta tomake karo. Ha, ha. Thik achhe. Tai ami chhara dichhi, eto kore, phire asho, bosa boss ke dekhbe ebong boss ke bole janabe",T,id
role play gulo korte hobe.,P,id
hmm,T,ack
Thik ache. Ekhon somoy ache kotha bole.,P,id
"Hmm, thik achhe. Bhalo, dhonno.",T,ack
"Tobuo problem ta hocche Marianne on ke nie, amar obostha upor cope korte kothin hocche, bishesh kore etar karone je eto dero dupure shesh korte hobe. Mone rakho, jokhon tumi amake prothom din-e miles-e rakhechhile, takhon shesh hoyechhilo 830 theke 330, abar 330 theke 430, kichhu somoy 5. Ami khub kaj ache ar somoye oshesh korte hobe, karon ami school theke tara niye ashte hobe ar tumi jano tara ki obostha. Tai ami mone kori je amader kaj korte paro naa",P,id
"Obossoi tumi niyukti peyecho 830 theke 330 Kathlleine hours, amra chai tumi kaj korte pabe tai amra chai tumi pechon theke kaj korte naa, tai prathamok aami tomake janate chai je amra chai tumi 330-e chhutti koro ar etai ami chai je tumi koro. Kintu tomar kotha theke boli, tomar kachhe kaj taarikke dite paarchhe naa oshomoy",T,id
Ami janina,P,on
"Eikhane ki hoche, aami anyo doctorra theke anek kaj pacchi",T,id
