,Utterance,Sub topic,ID,Type,Dialogue_Act,Emotion,Transliterated
0,"Want to thank you for continue to participate in this intake? As I mentioned, I want to move to a new section Now this one's about your social relationships. Are you okay with answering some questions about your social relationships?",symp/reasoning,68_0,T,yq,,"Kya aapko is intake mein hissa lene ke liye dhanyavaad dena chahiye? Jaisa maine kaha tha, main ek naye section mein jaana chahta hoon. Ab yeh aapke social rishte ke baare mein hai. Kya aap apne social rishton ke baare mein kuch sawal ka jawab dena sakte hain?"
1,"Yes, why not? ",routine,68_1,P,ack,,"Haan, kyun nahi?"
2,Okay. Tell me about your friends.,routine,68_2,T,irq,,Theek hai. Apne doston ke baare mein batao.
3,Okay.,inactive,68_3,P,ack,,Thik hai.
4,"you start with high school,",routine,68_4,T,irq,,"Tum high school se shuru karte ho,"
5,"okay. Well,",inactive,68_5,P,ack,,"thek. waise,"
6,what behavior do you think? Did that?,symp/reasoning,68_6,T,irq,,Tum kya vyavahar sochte ho? Vo hua?
7,"I guess my gambling and my promiscuity? Um, you know, like, for instance, well, I mean, this one friend from high school was were really close. And I ended up getting with her boyfriend when they were together. But I mean, people forgive each other, like, what's the big deal, and she couldn't get over it. And then the other my other friend got mad at me for that because they slept with their boyfriend, but I was drunk. And, I mean, I was gambling that night. So really, who cares, but I don't know. And then I would post on Facebook and just constantly post Just about different guys or that it was gambling and that it was winning. You know, I didn't I think it turned some people off, I guess but I don't know why it was it was just having a good time.",symp/reasoning,68_7,P,id,,"Mera lagaav aur meri promiscuity se kya farak padta hai? Umm, tum jaante ho, jaise ki, chaliye, matlab, mere ek dost hai high school se, hum bahut ache dost hai. Aur main uske boyfriend ke saath chali gayi jab wo dono saath the. Lekin matlab, logon ko maaf kar dete hai, aakhir hai kya farq, par wo use bhul nahi paayi. Fir mere ek aur dost ko bura laga kyunki maine unke boyfriend ke saath soya tha, par main nashe mein thi. Aur, matlab, main us raat lagaav kar rahi thi. To, kiska farak padta hai, main masti kar rahi thi, magar main nahi jaanti. Fir main Facebook par post karti rahi, bas alag alag ladko ke baare mein ya lagaav ke baare mein ya jeetne ke baare mein. Pata nahi kyun, magar shayad kuch logo ko pasand nahi aaya. Main bas mauj kar rahi thi."
8,And was this all back in high school?,routine,68_8,T,yq,,हाँ और क्या यह सब हाई स्कूल में था?
9,"No, this was like, just this couple PAST COUPLE",routine,68_9,P,on,,"Nahin, yeh jaisa tha, bas yeh jodi PICHLE KUCH MAAH."
10,"Oh, recently",routine,68_10,T,crq,,"Oh, haal hi mein"
11,"Oh, yeah. I because they were my friends in high school have through the years they kind of just killed off so.",routine,68_11,P,cd,,"Haan, yaar. Main toh unse high school mein dost ban gaya tha. Par saalon ke beech, woh bas khatam ho gaye."
12,So so you have a good number of friends in high school because of certain occurrences. You don't have as many now?,routine,68_12,T,crq,,To teri high school mein bohot saare dost hain kyunki kuch ghatnaon ki wajah se. Ab tere paas utne zyada nahi hain?
13,Yeah.,routine,68_13,P,ack,,Haan.
14,About how many close friends would you say you had? back in high school?,routine,68_14,T,irq,,आप हाई स्कूल में आपके कितने क़रीबी दोस्त थे वह बताइए?
15,There was like eight of us and a group of girlfriends,routine,68_15,P,id,,हमारे पास लगभग आठ लोग थे और एक लड़कियों का एक ग्रु
16,And how about now?,routine,68_16,T,irq,,Aur ab kya haal hai?
17,I don't have any of those friends.,routine,68_17,P,id,,मेरे पास उन मित्रों में से कोई भी नहीं ह
18,How many close friends do you have?,routine,68_18,T,irq,,Tumhare kitne kareebi dost ho?
19,"I don't I don't I don't really have any close friends. I mean, just acquaintances. Really? I kind of just like doing it that way better.",routine,68_19,P,on,,"Mujhe koi khaas dost nahi hain. Matlab, bas parichit hain. Sach? Mujhe woh tareeke se karna achha lagta hai."
20,Sure. Yeah. How many acquaintances?,routine,68_20,T,irq,,Sure. Haan. Kitne acquaintances hain?
21,"Men or women, like just friends? Or how many would for friends?",routine,68_21,P,crq,,"Aadmi ho ya aurat, bas dost hua karte hain? Ya kitne log dost banenge?"
22,I haven't met.,routine,68_22,T,cd,,"Maine
Mai nahi mileye."
23,"For men. There's, there's there's a lot like 10 that I see",routine,68_23,P,id,,"""Ladkon ke liye. Voh, voh kitna bhi hoga, mujhe 10 jaise bahot saare log dikhenge."""
24,fairly regularly.,routine,68_24,T,yq,,अच्छे म
25,Yeah.,inactive,68_25,P,ack,,Haan.
26,Can you describe to me your relationship with these? These 12 acquaintance?,routine,68_26,T,irq,,Kya aap hame apni rishton ke baare mein bata sakte hain? Kya ye 12 parichit hain?
27,"Um, well, the women at work like I usually just tell them about like my fun, you know, times that I'm like gambling and meeting men and you know them buying me things and me buying them thinks I'm winning all this money. And then I usually go back to work and tell them that You know, I don't have any money left because I used it all, you know, first, because I'm gambling second because I want to show off for the guys and just the thrill of it. So that's just usually what I talk to them about. And the men usually are just that I encounter a while gambling or shopping or when I'm drinking, and I could just meet them just at you know, the the blackjack table or whatever. I could just leave them there. Or just online.",story,68_27,P,id,,"उम, वेल, यह महिलाएं ऑफिस में मुझे पसंद करती हैं, मैं उसे अक्सर बताती हूं कि मैं शराब पीते समय या जुए खेलते समय मिली हमें शॉपिंग करना पसंद करती हूं और ये भी बताती हूं कि मेरे पास उनसे चीज़ें ख़रीदने का अधिकार है और मेरे पास इससे पैसा जीतती हूँ। और फिर मुझे आम तौर पर बात करना आवश्यक होता है कि मैं उन्हें कैसे ख़र्च किए गए पैसे का उपयोग करती हूं और कैसे जुए खेलती हूं। और नम्बर आकर मैं उसे बताती हूं कि मैं अपने पैसों को आसानी से पैसे के लिए इससे चला जाता हूं तो उसे मेरे पैसों का प्रयोग करने को होता है और मैं उसे अपनी मौज दिखाना चाहती हूं। और इसका आनंद लेना होता है। तो यह आम बताता है कि मैं उनसे कल्पना करती हूं जो कैसिनो या शॉपिंग करते अभिनेत परिचर्छा खेलता हूं। या उनको मिलने की कल्पना कर सकता हूं कि मैं सहर हूँ और फिर ऑनल"
28,"So you mentioned social media before, can you tell me about your interaction on social media?",routine,68_28,T,irq,,"Toh tumne pehle social media ke baare mein bataya tha, kya tum mujhe apne social media par interact karne ke baare mein bata sakte ho?"
