,Utterance,Sub topic,ID,Type,Dialogue_Act,Emotion,Transliterated
0,"Hello, Judy Thomas. ",inactive,0.0,T,gt,,"Namaste, Judy Thomas."
1,Yes. Hi.,inactive,1.0,P,gt,,Haan bhai. Hi.
2,"Hello there. My name is Dr. Beji. I'm one of the new GP in the practice. And I'm seeing you today instead of Dr. Jones, who's your usual GP?",inactive,2.0,T,gt,,"Hello there. Mera naam Dr. Beji hai. Mai ek naya GP hoon is vyavasay mein. Aur aaj mai aapko dekh rahi hoon, Dr. Jones ki jagah, jo aapke aam GP hai?"
3,"Yes, he is. Yeah. ",inactive,3.0,P,id,,"Haan, woh hai. Haan."
4,"First of all, what would you like me to call you? ",inactive,4.0,T,gt,,"Pehle se batao, tumhe kya bulaana hai?"
5,"Oh, Julie os fine. ",inactive,5.0,P,gt,,"Oh, Julie bhi thik hai."
6,"Okay. Okay. But Julie, so what is it that's bought you to see me today?",symp/reasoning,6.0,T,gt,,"Thik hai. Thik hai. Lekin Julie, toh kya woh cheez hai jo tujhe aaj mujhe dekhne layi hai?"
7,"Well, it's the same thing that I see Dr. Jones about as my heart. ",symp/reasoning,7.0,P,id,,"Well, it's the same thing jise main apne dil ke baare mein Dr. Jones se discuss karta hoon."
8,"Yeah, I understand that you've been in to see him a few times over the last few months. Would you mind if I asked you to go over again what the problem is perhaps in your own words, so that I get an understanding of it. ",symp/reasoning,8.0,T,irq,,"Haan, mujhe samajh aa gaya hai ki tumne kuch baar use dekhne ke liye gaye ho last kuch maahino me. Kya tumhe koi aitraaz hai agar main tumse poochu ki phir se kaun sa samasya hai, shayad tumhare hi alfaz me describe karo, jisse mujhe uski samajh hogi."
9,"I just I keep getting these situations where my heart starts to really, really race like, boom, boom, boom, boom, boom, boom, boom, boom, boom. I get chest pains. I can't catch my breath and it's making me feel funny talking to you about And so my heart starts to race. I can't get my breath and I get chest pain. I  get very afraid. I'm gonna have to die",symp/reasoning,9.0,P,id,,"Mai bas jarr se is tarah ki halat mein fas jata hun jahan mere dil tez tarike se dhadakne lagta hai, dhadak, dhadak, dhadak, dhadak, dhadak, dhadak. Mere seene mein dard hota hai. Main saans nahi le pata aur is wajah se aap se baat karte hue mujhe ajeeb lagta hai. Aur is tarah se mera dil tez tarike se dhadakne lagta hai. Main saans nahi le pata aur mere seene mein dard hota hai. Main bohot dara hua ho jata hun. Mere ko lagta hai main marne wala hun."
10,and you're feeling a little bit anxious just here with me.,symp/reasoning,10.0,T,crq,,Aur tum yaha mere saath thodi pareshan mahsoos kar rahe ho.
11,Yeah I am just talking about it. I can feel it starting to come up.,inactive,11.0,P,cd,,Haan main abhi uske baare mein hi baat kar rahi hoon. Mujhe lag raha hai ki ye shuru hone lagega.
12,Take your time. Okay. So your heart starts to race really beats really fast and you feel like you can't catch your breath.,symp/reasoning,12.0,T,crq,,Apna time le lo. Theek hai. Toh apka dil jor se dhadkne lagta hai aur aapko esa lagta hai ki aap saans nahi le pa rahe ho.
13,"Yeah, that's exactly it. Yes. Yeah.",inactive,13.0,P,ack,,"Haan, woh bilkul hi hai. Haan. Haan."
14,How long has all this been going on for Julie?,symp/reasoning,14.0,T,irq,,Julie ko yeh sab kitne samay se chal raha hai?
15,"I think it's probably about six months, basically. ",symp/reasoning,15.0,P,id,,"Mujhe lagta hai ki yeh lagbhag six months ke baare mein hai, basically."
16,Okay. And can you remember what happened to start it all off?,story,16.0,T,irq,,Theek hai. Aur kya tum yaad rakh sakte ho ki sab kuch kaise shuru hua?
17,"Well, I think we have had some problems at work. And I felt more stressed about work than I normally do. And basically, I was just trying to get into town one day on a day off and it was very hot, very funny, hot days and it just happened. My heart just started. to race and race and race and I couldn't get my breath, I was just like gasping for breath. Then I start to get chest pains and it was just awful. And I managed to sit down and call my husband and he, he came out, he actually left work to come and get me. ",story,17.0,P,id,,"Accha, main sochta hoon ki hamare kaam mein humare kuch problems aaye hain. Aur mujhe kaam ke baare mein aksar se zyada tanaav mehsoos hua hai. Aur basically, mein ek din chutti par shahar jaane ki koshish kar raha tha aur woh din bahut garm tha, bahut maja-khela garmi wale din the aur woh achanak ho gaya. Mera dil tezi se dhadakne laga aur dhadakte-dhadakte-dhadakte, main apni saans nahi le paaya, bas ghas-gas kar raha tha. Phir mere seene mein dard hone laga aur woh bohot ghatiya tha. Aur mujhe baithne ki koshish ki aur apne husband ko call kiya, aur woh, haan woh, woh uss waqt se apna kaam chhodkar mere paas aane ke liye chala gaya."
18,Right. So that sounds like quite an unpleasant experience.,inactive,18.0,T,crq,,Sahi toh woh bohot hi naa-sukhdaayak anubhav lagta hai.
19,"Its was awful It frightenining, yeah",inactive,19.0,P,cd,,"Yeh tooh bura tha, yehi hotah darrane wala, yeah."
20,"and when that was happening to Julie, when you're in the middle of town, what was it that you thought was going on? ",story,20.0,T,irq,,"Aur Julie ke saath yeh ho raha tha, jab aap shehar ke beech mein hote haina, tab aapko kya laga ki kya ho raha tha?"
21,I thought I was having a heart attack I'm so afraid that that's is what's happening.,story,21.0,P,id,,Mujhe lag raha tha ki mujhe dil ka daura pad raha hai main itna darr gaya hai ye hi ho raha hai.
22,Right Okay.,inactive,22.0,T,ack,,Thik hai thik.
