,Utterance,Sub topic,ID,Type,Dialogue_Act,Emotion,Transliterated
0,"Hi, Victor I'm Dr. Sawyer. Victor, can you tell me how old you are?",routine,165_0,T,gt,0.0,"Hi, Victor main Dr. Sawyer hoon. Victor, kya tum mujhe bata sakte ho ki tum kitne saal ke ho?"
1,I am 20.,routine,165_1,P,id,0.0,मैं 20 साल का ह
2,"You're 20 Okay, where do you live?",routine,165_2,T,ack,0.0,"Tum 20 saal ke ho, thik hai, tum kaha rehte ho?"
3,At home,routine,165_3,P,id,0.0,Ghar mein
4,you live at home? Who do you live with?,routine,165_4,T,ack,0.0,tu ghar pe rehti hai? Tu kiske saath rehti hai?
5,"My mom, my dad, my sister.",routine,165_5,P,id,-1.0,"Meri mom, mere dad, meri sister."
6,"Okay, so you live with mom, dad and sister. what do you do for work?",routine,165_6,T,ack,0.0,"Achha, toh abhi tum mom, dad aur sister ke saath rehte ho. Tum kaam kya karte ho?"
7,I go to cop.,routine,165_7,P,id,-1.0,Main police station mein main jata hun.
8,"Okay, so you came to me. It's See me cuz I'm a Doctor. ",symp/reasoning,165_8,T,irq,0.0,"Okay, toh tu mere paas aaya hai. Dekh mujhe kyunki main ek Doctor hoon."
9,"I didn't come to you, my mom and dad and my sister drove me here. I didn't want to come. ",symp/reasoning,165_9,P,id,-3.0,Mujhe nahi aana tha mere mom-dad aur meri behen mujhe yahaan le kar aaye. Mujhe aana nahi tha.
10,"Okay, are your mom dad and sister here?",routine,165_10,T,irq,0.0,"Okay, kya tumhare mummy, daddy aur behen yahaan hai?"
11,Yes.,routine,165_11,P,id,-3.0,Haan.
12,"Okay, so I'll I'll let you go back to them in a few minutes. But let's just get through a few questions",routine,165_12,T,gc,0.0,"Okay, toh main tujhe kuch minutes ke liye jaane dunga. Lekin chalo kuch sawaalon ko pura karein."
13,I want to go done now.,routine,165_13,P,gc,-3.0,मुझे अभी जाना है।
14,"So Victor, tell me, how's your sleep? And what about Have you experiencing any lack of joy? ",symp/reasoning,165_14,T,irq,0.0,"""Hey Victor, batao, tumhare sleep kaisi chal rahi hai? Aur tumhe koi khushiyon ki kami mehsus hui kya?"""
15,"Yes, I have my teacher  have been mean to me. My educational assistants have been mean to me. They always put me in timeout.",symp/reasoning,165_15,P,id,-3.0,"Haan, mere teacher mere saath bahut bura behave karte hain. Mere educational assistants bhi mere saath bura behave karte hain. Voh hamesha mujhe timeout mein daalte hain."
16,"You need to calm down, victory stay in your seat. I'm gonna have to call security.",symp/reasoning,165_16,T,gc,0.0,"Tumhein shant hona hoga, jeet tumhare seat mein rehna hai. Main security ko bulana padega."
17,I never yelled It was the first ever first time ever.,symp/reasoning,165_17,P,cr,-3.0,"Maine kabhi chillaya nahin, yeh pehli baar ki baat thi, pehli hi baar."
18,you are you yelling at me right now and I need you not to yell. Are you on any medications right now?,symp/reasoning,165_18,T,gc,0.0,Tum mujhe abhi chilla rahe ho aur mujhe chillaane ki zaroorat nahi hai. Kya tum abhi koi dawai le rahe ho?
19,"My mom and dad and my sister? No. So it's just Yes,",symp/reasoning,165_19,P,gc,-3.0,Meri mummy aur papa aur meri behen? Nahi. Toh bas haan hai.
20,yes or no. Are you on any medications?,symp/reasoning,165_20,T,gc,0.0,Yes ya no. Kya aap kisi dawai par ho?
21,"Yes, I am",symp/reasoning,165_21,P,op,0.0,"Haan, main hoon"
22,okay. I need you to bring me a list of your medications later. So I'm going to give you a prescription for an antidepressant medication. Are you bringing home to your mom and show it to her and then get it filled?,symp/reasoning,165_22,T,cv,0.0,"Theek hai. Mujhe baad mein aapki dawaon ki ek soochi lekar deni padegi. Toh main aapko ek antidepressant dawaon ki vidhi de raha hu. Kya aap apni maa ke paas lekar ja rahe hai aur usse dikhayenge, aur phir use bhar kar layenge?"
23,"Obviously, that's none of your business.",inactive,165_23,P,id,-3.0,"Bhai, obviously, woh tera kaam nahi hai."
