,Utterance,Sub topic,ID,Type,Dialogue_Act,Emotion,Transliterated
0,"Hello stone, ",inactive,10_0,T,gt,,"Namaste pathar,"
1,yes.,inactive,10_1,P,gt,,haan.
2,"Hi, I'm PJ Daniels. Sorry, let me wash my hands.",inactive,10_2,T,gc,,"Hello, main PJ Daniels hoon. Maafi, mujhe apni haath dhonay de do."
3,"Call me, Dorothy.",inactive,10_3,P,gc,,"Mujhe phone karo, Dorothy."
4,"Oh, thank you. That's the next thing I was going to ask you. So Dorothy, the nurse mentioned to me that you wanted to talk about your care is but what's going on?",symp/reasoning,10_4,T,irq,,"Arey, thank you. Aage ki baat karni thi. Toh Dorothy, nurse ne mujhe bataaya ki tum apni dekhbhaal ke baare mein baat karna chahti thi, par kya ho raha hai?"
5,"Five days ago, I was admitted to emergency. And they treated me by putting this tube down my throat. And I tried to, to tell them and gesture at them that I don't want this tube down my throat. And I just hope that never happens again.",symp/reasoning,10_5,P,id,,"Mere paanch din pehle, mujhe emergency ward mein admit kiya gaya. Aur mujhe is tube ko apne gala ke andar daal kar theek kiya gaya. Aur maine unhe bataane ki koshish ki aur unpar ishara kiya ki mujhe is tube ko apne gala ke andar nahi chahte. Aur mujhe bas yahi ummeed hai ki yeh kabhi phir se na ho."
6,"Okay. No, I totally understand that. I mean, that is quite a scary thing to go through. And I think we do need to talk about this more, and I'm glad that you've asked it. Talk to me about this. So I had a little bit of a look through your charts. I think I understand why they did it. But did anybody explain it to you?",routine,10_6,T,crq,,"Theek hain. Nahi, mujhe puri tarah se samajh hai ki. Mujhe yeh bilkul darrane wali baat lagti hai. Aur main sochta hun ki humein iske baare mein aur baat karni chahiye, aur main khushi se kahunga ki tumne puchha hai. Mujhe iske baare mein batayein. To maine tumhare charts thodi bahut dekhe hain. Main samajhta hun ki unhone yeh kyun kiya hai. Par kya kisine tumhe iske baare mein samjhaya?"
7,"Well, not really. And because I was gasping for air and in the state I was, but I'll tell you what, I'm really worried that this won't happen to me again. I don't want that to be anymore. I'm, I'm okay to to pass this. ",routine,10_7,P,cd,,"Nahi, bilkul nahi. Aur kyunki main hawa ke liye saans lene mein lipti thi aur us haalat mein thi, lekin main tumhe bata doon ki, main sach mein pareshan hoon ki yeh fir se mere saath na hoga. Mujhe yeh aur nahi chahiye. Main theek hoon, main isse par karne ke liye tyaar hoon."
8,"Absolutely. And you know what? There's no right answer when it comes to deciding on things that are aggressive, like the two, we really want to know what the patient values in terms of, you know, things that are that invasive, and so absolutely will respect whatever it is that you want. But I do need to find out a little bit more about you in terms of what is your understanding of what brought you into hospital.",routine,10_8,T,irq,,"Bilkul. Aur tum jaante ho kya? Jab baat aati hai aggressive cheezon par faisla karna to koi sahi jawaab nahi hota, jaise dono mein se, humein sach mein maloom karna hai ki patient ko kya important lagta hai, aise invasive cheezon ki, to bilkul hamaari taraf se wohi karenge jo tum chaho. Lekin mujhe thoda sa aur tumhaare baare mein jaanna zaruri hai, jaise tum hospital mein kyun aaye ho."
9,"Well, I have congested Part failure. And I guess there was water in my lungs and stopping me from breathing properly. So I was living in my soul, the ambulance brought me in to the emergency. So they that was how they were treating me.",symp/reasoning,10_9,P,id,,"अच्छा, मुझे अवरोधित भाग संबंधित समस्या हुई। और मुझे लगता है कि मेरे फेफड़ों में पानी भर गया था और सही से सांस ले लेने से रोक रहा था। तो मैं अपनी आत्मा में रह रहा था, एम्बुलेंस ने मुझे आपातकालीन में ले आया। तो वे मुझे कैसे"
10,So you pretty much showed up to emergency. And very quickly they put that tube down.,symp/reasoning,10_10,T,crq,,Toh tum emergency mein pahuch gaye ho. Aur bahut jaldi woh tube neeche daal diya gaya.
11,That's correct.,inactive,10_11,P,cd,,ठीक है।
12,Did anybody ask you if you were okay with that?,routine,10_12,T,crq,,Kisi ne pucha ki kya tum usse thik ho?
13,"Well, I tried to gesture to them that I don't want the tube but",routine,10_13,P,cd,,"Haan, maine unhe ishara karke bataya ki mujhe tube nahi chahiye."
14,they didn't quite pick up on that.,inactive,10_14,T,crq,,Unko ne vo puri tarah se nahi samajh liya.
15,"I guess not. And, you know, I've had that three times already. I don't want to go through with",symp/reasoning,10_15,P,cd,,"Shaayad karan toh nahi. Aur, pata hai, mujhe ussey teen baar ho chuka hai. Main nahi chahta ki main usey anjaana."
16,the two you've had.,inactive,10_16,T,crq,,दोनों तुम्हारे पास
17,Yes. I don't want it anymore.,inactive,10_17,P,cd,,"Haan, main ise ab nahi chahta."
18,"Okay. And so so you have congestive heart failure, and it sounds like you've got a breathing problem. Yes. And do you know why they would have put the tube down. Do you know what they were trying to do?",inactive,10_18,T,orq,,"Okay. Aur tumhare paas congestive heart failure hai, aur lagta hai ki tumhe sans lene mein problem hai. Haan. Aur kya tumhey pata hai ki unhone tube kyun daala tha. Kya tumhey pata hai woh kya koshish kar rahe they?"
19,"I guess because I was short of air. I had a hard time breathing, right? So they tried to, like, I'm going to use the word save me.",symp/reasoning,10_19,P,od,,"Mai soch raha tha kyunki mere paas saans ki kami thi. Mujhe saans lene mein bohot mushkil ho rahi thi, sahi toh? Toh wo koshish kar rahe the, jaise ki wo mujhe bachane ki koshish kar rahe the."
20,"Right. So it sounds like you understand that. I mean, usually we only put a tube in. If that was the only thing we could do to save you. Most of the time of congestive heart failure. We'll give some medications. Have you heard of lasix? Or furosemide? No, okay. It's a medication will often give if someone is in heart failure, but if someone is really sick, and then we don't think we have time to give it that's the time we would think of a breathing tube. haven't had a chance to look through the chart, but it would suggest to me you were pretty close to dying when you came in.",story,10_20,T,orq,,"Right. So it sounds like you samajhna ki baat kar rahe ho. I mean, aksar hum sirf tube hi daal dete hain. Agar aapko bachane ke liye, wohi humein karna padega. Maxar waqt me congestive heart failure ki bimaari hotee hai. Hum daayenge kuch dawaein. Kya aapne lasix ya furosemide ke baare mein suna hai? Nahi? Theek hai. Ye dawa am aksar hamare paas dil ki bimaari ka ilaaj ke liye dete hai, lekin agar kisi ko bahut bimar ho aur humein lagta hai ki time nahi hai toh hum breathing tube ka istemaal karte hain. Mai abhi aapke chart ko nahi dekh paayi, lekin ishara yeh karta hai ki aapki haalat behad nazdeek thi jab aap aae the."
21,"I I guess so. But I'm okay with dying. Okay. You know, like I says, I've lived a good life and if it If the good Lord says that it's my time, I'm okay with that. And you wouldn't put it to",story,10_21,P,od,,"I think so yaar. But mujhe marna bhi thik hai. Thik hai. Pata hai, jaise maine bola, maine achchi zindagi ji li hai aur agar bhagwan chahe to meri saari umar ka dhanyavaad karungi, mujhe thik hai. Aur tum usko nahi karoge na."
