,Utterance,Sub topic,ID,Type,Dialogue_Act,Emotion,Transliterated
0,Are you doing today?,inactive,5_0,T,gt,,Kya aaj kar rahe ho?
1,"Alright, thanks. How are you?",inactive,5_1,P,gt,,"Theek ho, dhanyawaad. Tum kaise ho?"
2,I'm doing okay. Thanks for asking. I understand you've been having some symptoms that have been bothersome to you.,inactive,5_2,T,gt,,Main theek hun. Shukriya poochne ke liye. Mujhe pata hai ki aapko kuch lakshan hai jo aapke liye pareshaani wale hai.
3,Yeah.,inactive,5_3,P,id,,Haan.
4,Can you tell me about those?,inactive,5_4,T,irq,,Kya aap mujhe unke bare mein bata sakte ho?
5,"Yeah. Um, for about the last six months or so, I have have this position at work where I have to make a weekly presentation to other managers about 10 people. And I, every time I have to do this, I lose it.",symp/reasoning,5_5,P,id,,"Haan. Um, phir kareeb chhe mahinon se, mere paas kaam mein yeh zimmedari hai jahan mein dus baaki manegeron ko hifazati darja de du. Aur main, har baar yeh karna padhta hai toh, mujhe chutki tas-seel ho jaati hai."
6,You lose it every time you have to make a presentation. Yeah. Tell me what would involve losing it.,symp/reasoning,5_6,T,crq,,Tu har baar use kho deti hai jab bhi tujhe kuchh presentation dena hota hai. Haan. Batao mujhe ke kho dene mein kya shamil hoga.
7,"Um, I, you know, I'm usually one of the last people to go and you know, as just keeps going more and more and more and more nervous. You know, it's it starts where I feel, I feel like butterflies in my stomach. And that just becomes more intense. I start to just sweat all over. I feel if my face is turning red, my palms get really, really sweaty and you know, constantly wiping them on my on my pants, and my heart. It just feels like it's going to just beat right out of my chest. And then I just I can't, I can't",story,5_7,P,cd,,"हाँ, मैं, तुम्हें पता है, मैं आमतौर पर सबसे आखिरी व्यक्तियों में से एक होता हूं और तुम्हें पता है, जैसा कि ज्यादा और ज्यादा चलता रहता है और ज्यादा घबराहट होती है। तुम्हें पता है, यह शुरू होता है जहां मुझे लगता है, मेरे पेट में तितलियाँ होती हैं। और वह और भी अधिक तीव्र हो जाता है। मैं शुरू होता हूं और पसीना छाती पर होता है। मेरा हृदय लकड़बग्ध सा हो जाता है, अपनी पैंट्स पर अपने हाथों को बार-बार साफ करता रहता हूं, और मेरा ह्रदय स्वयं में से निकलने का लगता है। और फिर मैं बस और नहीं कर सकता, मैं नहीं कर सकता"
8,very it's very distressing. So So tell me about the nature of this meeting that's leading to this. This anxiety. So you said it was a you had to make a presentation about the structure of it.,story,5_8,T,crq,,Bahut hi dukhad hai. Toh toh mujhe is meeting ki prakriti ke baare mein batao jo is takleef ki wajah ban rahi hai. Toh tumne bataya ki yeh tumhe uski sanrachna ke baare mein ek presentation deni thi.
9,"So there's, there's about 1010 people, the the executive director and then the the man have different programs and and we all have to do just kind of like a weekly update report. So none of it's very detailed, you know, just a maybe a few minutes each person to go around and just update everybody else on what's going on. And all the different programs. We all take turns",story,5_9,P,cd,,"Toh waha, waha lagbhag 1010 log hain, the executive director aur phir insaan ke alag-alag program hai aur hum sabko ek hafte mein ek baar ek report deni hoti hai. Usme koi zyada khaas nahi hota, bas har insaan ko kuch minutes lage ke sabko bata dena hota hai ki kya chal raha hai. Aur sabhi alag-alag programs bhi hain. Hum sab aapas mein baari-baari se karte hain."
10,or how long do you have to speak?,symp/reasoning,5_10,T,irq,,Kab tak tumko baat karni hai?
11,"It's usually just a few minutes, maybe five at most 10 almost or something, you know, major going on in my program.",symp/reasoning,5_11,P,id,,"Yeh usually bas kuch minutes hote hain, Shayad 5 se jyada 10 karib-karib ya aisa kuch, tum jaante ho, mera program me koi badi baat ho gayi."
12,When when in the course of like with this meeting occurring? When do you start to feel nervous?,symp/reasoning,5_12,T,crq,,When when in the course of like with this meeting occurring? कब आप नॉटिस करने लगते हैं कि आपको घबराहट महसूस हो रही है?
13,"Oh, the day before?",inactive,5_13,P,cd,,"Arre, kal ka din?"
14,"The day before? Yeah. Yeah. So the day before the meeting, you start to have similar symptoms, different symptoms. What do you feel",symp/reasoning,5_14,T,crq,,"Saal pehle? Haan. Haan. Toh meeting se ek din pehle, tujhe similar lakshan hone shuru ho gaye, alag-alag lakshan. Tujhe kya mehsoos hota hai?"
