,Utterance,Sub topic,ID,Type,Dialogue_Act,Emotion,Transliterated
0,"Good afternoon, Bruce. I'm glad you could make it in today. Thanks for coming in. Last week when you were you had come in because you had had a positive urine analysis test for marijuana. And so we were working on ways that you could cut down or extinguish marijuana use altogether. And how did you feel about our talk last week?",symp/reasoning,70_0,T,gt,,"Arrey Bruce, namaste. I'm glad you could make it in today yaar. Thanks for coming in. Last week when you were you had come munh mein gaali hone do to say tha cuz you had had a positive urine analysis test for marijuana. And so hum yeh soch rahe the ki tere tarike se marijuna ka samooth ho ya sara jadooch i mean use hi bhul jaye. Aur kya vibe hai, humare talk se last week?"
1,"It was okay, I guess.",symp/reasoning,70_1,P,id,,"यह ठीक था, मुझे लगता ह"
2,Yeah. Just okay.,inactive,70_2,T,crq,,Haan. Bas theek hai.
3,Yeah.,inactive,70_3,P,ack,,Haan.
4,"All right. Okay, so I want to refresh your memory and I've got my notes here. Do you mind if I refer to my notes? ",routine,70_4,T,yq,,"Thik hai. Theek hai, toh main tumhari memory ko refresh karna chahta hoon aur mere paas mere notes hai. Kya tumhe problem hai agar main apne notes se refer karun?"
5,okay,inactive,70_5,P,ack,,The sentence can be
6,yeah.,routine,70_6,T,gc,,hmm haan
7,"Yeah, I wasn't in the mood.",inactive,70_7,P,on,,"Haan, main mood mein nahi tha."
8,I'm wondering what you could have done in the world.,inactive,70_8,T,orq,,Main soch raha hoon ki tumne duniya mein kya kar sakta tha.
9,I'm not sure what I could have done.,inactive,70_9,P,od,,मैं यकीन नहीं कर पा रहा हूं कि मैंने क्या क
10,"And so because of the not exercising, did it make any difference in your marijuana usage this week?",symp/reasoning,70_10,T,irq,,"And thus, kya is hafte aapke marijuana ka prayog karne mei koi farq padha hai, kyuki aap ne vyayam nahi kiya?"
11,"Yeah, it was used a bit more.",symp/reasoning,70_11,P,id,,"Haan, woh thoda zyada istemal hua tha."
12,Okay. Okay. So how would you tie those two things together By not running?,symp/reasoning,70_12,T,irq,,Theek hai. Theek hai. Toh aap kaise uss do cheezon ko jodenge By nahin chalane se?
13,"I think the mix when I'm not exercising, generally I would turn to the more usage.",symp/reasoning,70_13,P,id,,"I think jab main exercise nahi kar raha hota hoon, generally main zyada use karne ki taraf milti."
