,Utterance,Sub topic,ID,Type,Dialogue_Act,Emotion,Transliterated
0,"Sue, it's good to see you again. I was hoping today, I could give you a test of your memory, you feel good about that?",symp/reasoning,121_0,T,yq,,"Sue, tere firse dekhne se achcha laga. Main umeed kar raha tha ki aaj main tumhe apni yaadon ki ek jaanch de sakunga, kya tum uske baare mein achcha mehsoos karti ho?"
1,Okay. All right.,inactive,121_1,P,ack,,Thik. Theek.
2,Okay. So I'm going to read a series of questions and ask you to do some different things. And this will just take a few minutes. Okay. All right. So what is today's date?,routine,121_2,T,irq,,Theek hai. Toh mein ek series ke questions padhunga aur tume kuch alag kaam karne ko bolunga. Aur yeh bas kuch minutes lega. Theek hai. Thik hai. Toh aaj ka date kya hai?
3,I think it's the 10th,routine,121_3,P,id,,Mujhe lagta hai ye 10th hai.
4,10th. What is today's year?,routine,121_4,T,irq,,10th. Aaj ka saal kya hai?
5,2016,routine,121_5,P,id,,"""2016"
6,what is the month?,routine,121_6,T,irq,,Kya mahina hai?
7,It's January is 2017 into January.,routine,121_7,P,id,,यह जनवरी 2017 में जनवरी है
8,What day is today?,routine,121_8,T,irq,,Aaj kya din hai?
9,It's the 10th.,routine,121_9,P,id,,Yeh 10th hai.
10,Can you also tell me what season it is?,routine,121_10,T,yq,,Kya aap bhi mujhe bata sakte hain ki ye kaunsa mausam hai?
11,Christmas.,routine,121_11,P,id,,Christmas.
12,Can you also tell me the name of this clinic?,routine,121_12,T,yq,,Kya aap mujhe is clinic ka naam bata sakte hain?
13,I saw it when I came in. I don't remember.,routine,121_13,P,id,,Maine use dekha jab main andar aaya. Mujhe yaad nahi.
14,What floor Are we on?,routine,121_14,T,irq,,Hum kitne floor pe hain?
15,red,routine,121_15,P,id,,red (in
16,What city are we in?,routine,121_16,T,irq,,Hum city aacha in hai?
17,"Dover, Dover.",routine,121_17,P,id,,"Dover, Don't worry."
18,What County are we in?,routine,121_18,T,irq,,हम हमारे देश में कौन से
19,Dover County.,routine,121_19,P,id,,Dover pradesh.
20,Dover County? What state Are we in?,routine,121_20,T,irq,,"""Dover County me? Hum kis state me hai?"""
21,Delaware.,routine,121_21,P,id,,ड
22,"So, I'm going to test your memory. I want to read these three words. And I want you to repeat them back to me.",routine,121_22,T,id,,"So, I'm planning to check your yaad (memory). I want you to suno (listen) to these teen (three) words. Aur (and) I want you to unko (them) mujhe wapas (back) sunao (tell) dena (give)."
23,Okay. All right.,inactive,121_23,P,ack,,ठीक है। हॉ
24,"Ball, flag. Tree. Can we get those back?",routine,121_24,T,irq,,"गेंद, झंडा। पेड़। हम क्या उन्हें"
25,"Um, ball, frog.",routine,121_25,P,id,,"Uh, ball, frog."
26,"Let me do that again. Okay. Ball, flag and tree.",routine,121_26,T,id,,"Fir hum usko dobara karte hain. Thik hai. Ball, flag aur tree."
27,Ball flag and tree.,routine,121_27,P,id,,गेंद झंडा और प
28,All right. I want you to remember those because I'd ask you to repeat them again later on.,routine,121_28,T,id,,Theek hai. Mujhe chaahiye ki tum unko yaad rakho kyuki mai tumse badme unko dobara dohraane ki request karungi.
29,Okay. All right.,inactive,121_29,P,ack,,Thik hai. Theek hai.
30,Can you begin with the number 100 and count backwards by seven?,routine,121_30,T,yq,,Kya tum 100 se shuru kar sakte ho aur saat se piche ginti kar sakte ho?
31,"Okay, so 100 193",routine,121_31,P,id,,"Theek hai, to 100 193."
32,continue,routine,121_32,T,ci,,ज
33,85 79 72 65,routine,121_33,P,id,,"""85 79 72 65 aa jaao"""
34,"Okay, that's good.",routine,121_34,T,id,,"ठीक है,ऐसा"
35,Thank you.,routine,121_35,P,gt,,Dhanyavaad.
36,Can you spell the word world backwards?,routine,121_36,T,yq,,Kya tum duniya shabd ko ulta likh sakte ho?
37,LR no,routine,121_37,P,id,,LR nahi
