,Utterance,Sub topic,ID,Type,Dialogue_Act,Emotion,Transliterated
0,"Hi, Andrea, thanks for coming in. ",inactive,135_0,T,gt,0.0,"""Hi, Andrea, aane ke liye dhanyavaad."
1,"Hi, Thank you.",inactive,135_1,P,gt,0.0,"Namaste, Dhanyavaad."
2," So I don't know how much you know already about sort of my role here and why you're even here. So I thought I'd start by telling you a little bit about myself. Basically, my job is to meet with all of the students I meet with everybody about once or twice a semester, and just talk with you a little bit about how things are going different behaviors that you might be engaging in thinking about any changes you might want to make for your life. If you decide that you do it's not my job to change you. I couldn't even if I wanted to. That's not my role at all. It's really to help you think about, you know, how things are going for you and how you might like making changes or moving forward. That sound okay ?",story,135_2,T,gc,0.0,"So maine samjha ki aapko mere role ke baare mein aur aap yahaan kyun hain is baare mein kitna pata hai. Isliye maine soocha ki main aapko apne baare mein thoda bataa doon. Mere kaam mein main har kisi chhatra se milta hoon - ek semester mein ek ya do baar - aur aapke saath baat karta hoon kuch baaten jaise ki aapke kaame zyada, aur kuch badlaav jo aap apne jeevan mein karna chahte hain, okay? Agar aap sochte hain ki aapko change karna hai toh main aapki badlaav nahi kar sakta. Khaas hisab se- waise toh main nahi chaahta. Yeh bilkul mere role se na milta hai. Meri asli kaam hai ki main aapko samjhaao ki aapke sath kaise baaten ho rahi hain aur aapko badlaav ya aage bhaag jaana aata hai. Okay hai na?"
3,Yeah.,inactive,135_3,P,ack,0.0,Haan.
4,All right. So why don't we start by you telling me a little bit about yourself?,inactive,135_4,T,gc,0.0,Okay. Toh kyun na hum start karein aapse apne baare mein thoda bata kar?
5,"Sure. Um, As you know, I'm Andrea. I am a junior. I'm in the marching band.  I played a ceter sacks. ",story,135_5,P,gc,0.0,"Thik hai. Jaise aap ko pata hai, main Andrea hoon. Main ek jyuniyar hoon. Main marching band mein hoon. Main ek ceter se saks bajata hoon."
6,Oh,inactive,135_6,T,gc,0.0,Arre
7," I'm also in the band geek. I play you know, in the Wind Ensemble in the jazz band, things like that.",story,135_7,P,gc,0.0,"Mai bhi band mein hoon. Main aapko pata hai, Wind Ensemble mein aur jazz band mein khelta hoon, aise hi cheezon ko."
8,Wow. You really are involved in music.,story,135_8,T,gc,2.0,Wah. Tum sach mein music mein lage ho.
9,Yeah.,inactive,135_9,P,gc,0.0,Haan.
10,When did you start?,story,135_10,T,irq,0.0,Tum kab shuru hue?
11,"I started playing about 10 years ago, actually. ",story,135_11,P,id,0.0,"Mai lagbhag 10 saal pahle khelna shuru kiya tha, asal mein."
12,Wow.,inactive,135_12,T,gc,2.0,Wah!
13,"Yeah, I started on the violin first and then I went on explored a little with the piano clarinet. Finally found the center sacks.",story,135_13,P,gc,0.0,"Haan, maine pehle violin par shuru kiya aur fir main piano aur clarinet ke saath thoda sa explore kiya. Ant mein center sacks paaya."
