,Utterance,Sub topic,ID,Type,Dialogue_Act,Emotion,Transliterated
0,"Hi, Laura, thanks for coming in. ",inactive,139_0,T,gt,0.0,"Hi, Laura, aane ke liye dhanyavaad."
1,Hi,inactive,139_1,P,gt,0.0,Namaste
2,"So I'm not sure how much you know already about sort of what you're doing here, if it's okay, I'll give you a little rundown. ",inactive,139_2,T,gc,0.0,"Toh main bilkul sure nahi hu ki tumhe kitna pata hai iss kaam ke baare mein jo tum yahan par kar rahe ho, agar theek hai toh main tumhe thoda sa bata dun."
3,Yeah,inactive,139_3,P,gc,0.0,Haan
4,"So basically, we're here I'm just going to talk to you for a little bit about sort of what your goals are for your life, get to know you a little bit better and talk about some different behaviors that you might be engaging in. It's not my job at all, to judge you or to try and change you, you know, basically, I'm going to talk to you about how things are going, any changes you might want to make in your life, how I could help you with that, and just what I can do that's going to be most beneficial for you. Okay. All right. So I guess just to get started, can you tell me a little bit about yourself? ",inactive,139_4,T,gc,0.0,"Toh basically, hum yaha pe baat karne wale hain ki aapke jeevan ke lakshye kya hain, aapko thoda aur jaane ki koshish karenge aur kuch alag alag kharabiyan jo aap kar rahe hain unke baare mein baat karenge. Mera kaam bilkul nahi hai aapko judge karna ya aapko badalne ki koshish karna, bas hum baat karenge ki aapke jeevan mein kaise chal raha hai, koi badlav aapko karna hai toh main aapki madad kaise kar sakta hoon, aur aapke liye kya sabse zyada faydemand hoga. Thik hai. Toh shuruat mein, kya aap mujhe apne baare mein thoda bata sakte hain?"
5,"Well, my name is Laura. I'm 17 years old and I'm a senior in high school. Okay. ",inactive,139_5,P,id,0.0,"Well, mera naam Laura hai. Main 17 saal ki hu aur main ek senior hoon high school mein. Thik hai."
6,And What kinds of things do you plan for your life?,inactive,139_6,T,irq,0.0,Aur tum kis kis tarah ke cheezon ke liye apne jiwan mein plan bana rahe ho?
7,"Well, hopefully go to college, get, you know, good enough grades to go to college.",inactive,139_7,P,id,0.0,"Hopefully college jana hai, acche grades lena hai college jaane ke liye."
8,That's great. Do you have a plan as to where you might want to go? Or?,inactive,139_8,T,ack,0.0,Kya baat hai! Kya aapke paas koi yojna hai ki aap kahaan jaana chahte hain? Ya?
9,I'm not sure yet. Maybe a few schools in the area I'm looking maybe to apply out of state.,inactive,139_9,P,id,0.0,"Mujhe abhi tak pata nahi hai. Shayad kuchh schools area mein honge jahan main apply kar sakti hoon, out of state se."
10,"Oh,  Cool. ",inactive,139_10,T,ack,1.0,"Arrey, bhut cool."
11,I might go  for college.,inactive,139_11,P,gc,0.0,Main shayad college ke liye jaunga.
12,So kind of keeping your options open.,inactive,139_12,T,crq,0.0,आपका विकल्प खुले रखने की तरह क
13,"Yeah, definitely.",inactive,139_13,P,cd,0.0,"Haan, zaroor."
14,Great. And do you have an idea about what you might want to study? or?,inactive,139_14,T,ack,0.0,Great. Aur kya tumhe pata hai ki tum kya padhna chahte ho? Ya phir?
15,"Yeah, maybe I'm pre law.",inactive,139_15,P,id,0.0,"Haan, shayad main pre law ho."
16,"Oh, wow. Okay, that's exciting. ",inactive,139_16,T,ack,2.0,"Arrey, wah. Thik hai, yeh toh bahut exciting hai."
17,Yeah.,inactive,139_17,P,gc,0.0,Haan.
18,"All right, cool. What do you like to do for fun?",inactive,139_18,T,ack,0.0,"Sab theek hai, cool. Tumhe fun ke liye kya pasand hai?"
19,"Well, I'm on the weekends, I like to hang out with my friends. Maybe you go to like a party or go to the mall to shop. Or if there's like a school related event, we'll go to like a football game or something like that. ",inactive,139_19,P,id,0.0,"Bhai, toh me weekends pe, me apne dosto ke saath chill karna pasand karta hu. Shayad tu party pe jayega ya mall pe shopping karne. Ya phir agar koi school se sambandhit event ho toh hum football game pe jayenge ya kuch aisa hi."
20,Ahmmm,inactive,139_20,T,gc,0.0,Uh... /
21,Yeah.,inactive,139_21,P,gc,0.0,Haan.
22,Like to have a good time ?,inactive,139_22,T,crq,0.0,ठीक समय बिताना पसंद है? ( Tik samay bitana
23,Yeah.,inactive,139_23,P,gc,0.0,Haan.
24,And you have a lot of friends or a few close people or?,inactive,139_24,T,irq,0.0,Aur tumhare bahut saare dost hai ya kuch kam paas waale log hai?
25," I would say like a moderate amount. I'm not really, really popular or like I have no friends. I'm like normal.",inactive,139_25,P,id,0.0,Mai ek madhyam maatra mein kahunga. Mai sach mein bahut prasiddh nahi hu ya mere paas koi dost nahi hai. Mai samanya hoon.
26,That's a good way to be Right.,inactive,139_26,T,gc,0.0,वह ठीक है जो सही होने का एक अच
27,Yeah.,inactive,139_27,P,gc,0.0,Haan.
