,Utterance,Sub topic,ID,Type,Dialogue_Act,Emotion,Transliterated
0,So I understand that you've come in because you're having a little difficulty in your relationship about that.,routine,101_0,T,irq,,Toh main samajhti hoon ki tum aaye ho kyunki tumhari rishte mein thodi mushkil ho rahi hai uske baare mein.
1,"So, basically, it's been getting a little bit worse since we got married. We got married about a year and a half ago. And, you know, the the woman that I married, I thought we were both kind of independent people. And I thought that we would kind of go our separate ways or thing like we used to college, but it's kind of gotten to the point now where it's like, I just want my own personal space and I I don't want to be left alone sometimes.",symp/reasoning,101_1,P,id,,"Toh, basically, abhi tak, shaadi ke baad thoda dikkat aa rahi hai. Humari shaadi ko lagbhag ek saal aur dhaee saal ho gaye hain. Aur jaisa ki aap jaante hain, maine jo biwi se shaadi ki thi, maine socha tha ki hum dono thoda independent log hain. Aur maine socha tha ki hum alag alag tareeke se apne kaam karenge, jaise hamare college ke time mein karte the, lekin ab situation yeh hai ki mujhe apna personal space chahiye aur kabhi kabhi akela rehna bhi pasand nahi hai."
2,"Alright, so you're looking for independence in your relationship. Now, how long have you been together? About a year?",routine,101_2,T,irq,,"Theek toh, tu apne rishte mein svatantrata ki talash mein hai. Ab, kitne samay se saath ho? Lagbhag ek saal?"
3,"total four or five years, married for a year and a half.",routine,101_3,P,id,,"सम्पूर्ण चार या पांच वर्ष हो गए, एक साल और आधा सुन्नी"
4,"And when Franklin Did you notice that? What you kind of think it was the problem like the independence, lack of independence? ",routine,101_4,T,irq,,"Aur jab Franklin ne dekha kya? Tumhe kya laga ki problem kya thi, azaadi ki kami thi ya kuch aur?"
5,"I guess kind of once we got married after that, it seemed like, you know, we were spending all of our time together, which, you know, at first was great because we're newlyweds, you know, we love spending time together and everything, but I guess probably about, you know, six months to a year after we first got married, it's kind of, you know, progressed to the point where, you know, now it's just kind of becoming like a burden that whatever I do, she's always there with me. We're always spending every waking moment together and sometimes it's just nice to have My own personal space is freedom, you know.",story,101_5,P,id,,"I think after our marriage, it became like, we were spending all of our time together. Initially it was amazing because we were newlyweds, and we enjoyed spending time together, but after around six months to a year of our marriage, it reached a point where now it feels like a responsibility that no matter what I do, she's always by my side. We spend every moment of our day together and sometimes, it's nice to have our own space and freedom, you know."
6,"So you're looking for that freedom. Sarah, this kind of resonate with you?",routine,101_6,T,yq,,"Kya tum us azadi ki talash mein ho? Sarah, kya yeh tumse ekdum juda hai?"
7,Can you can you tell him that?,routine,101_7,T,yq,,Kya tum use bata sakte ho ki?
8,"So Frank, what's it like to hear that?",routine,101_8,T,orq,,"Frank bhai, ye sun ke kaisa laga?"
9,"It kind of Reminds me of how it used to be, you know, like, she said, we've been dating for four or five years and, you know, back then it It wasn't a problem, you know, she could go out and do her own thing I could go out and do my own thing to not have to worry about each other but now that we're spending every moment together, you know, it's just I'm always worried about her she's always worried about me and you know, when when I do get the chance to go you know, hang out with some friends or something like that. It always feels like, you know, I've pressure on me because I should be with her. She shouldn't be there with me, you know, and I feel like I'm doing the wrong thing by trying to be independent try to go do things by myself. I feel guilty. I do.",story,101_9,P,od,,"Yaad rakhta hoon ki pehle kaise thi, tum janti ho, kehti hai, hum 4 ya 5 saal se date kar rahe hain aur pehle yeh koi samasya nahi thi, tum ja sakti thi apna kaam karne aur main bhi ja sakta tha apne kaam karne ke liye aur hum dono ko ek doosre ki fikar karne ki zarurat nahi thi lekin ab hum har waqt saath bita rahe hain, pata hai, mere mann mein humesha uski fikar rehti hai, woh meri fikar karti rehti hai aur jab main apne doston ke saath time bitane ka mauka milta hai ya kuch kaam karne ki zarurat hoti hai toh woh aisa lagta hai, pata hai, ki woh dabaav mujh par hai kyunki main uske saath hona chahiye. Woh mere saath nahi honi chahiye, tum janti ho, aur main apne aap ko independent banane ki koshish kar raha hoon. Mujhe afsoos hota hai, main khud se hi kaam karne ki koshish karne se ghalat lagta hoon. Mujhe koi saza mahsoos hoti hai."
10,"So, Sarah, Do you sense that and, frankly, feels guilty about that?",symp/reasoning,101_10,T,yq,,"Toh, Sarah, kya tumhe mehsoos hota hai ki aur, frankly, uspar galti ka ehsaas hai?"
