,Utterance,Sub topic,ID,Type,Dialogue_Act,Emotion,Transliterated
0,"Hi Hazel, how are you doing today? ",inactive,162_0,T,gt,0.0,"Hi Hazel, aaj aap kaise ho rahi ho?"
1,Okay,inactive,162_1,P,gt,-1.0,Thik hai
2,What's been going on?,routine,162_2,T,irq,0.0,Kya chal raha hai?
3,"Well, last time I started to tell you a little bit about one of my friends, my best friend Actually, she had this issue. So what happened was she went to a bathroom at our local library, and she found a video camera when she was going to the bathroom",story,162_3,P,id,-1.0,"Toh aakhir wali baar maine tumse apne ek dost ke baare mein thoda sa bataya tha, meri best friend actually. Usse ek problem thi. Toh hua yeh ki jab woh hamare local library mein bathroom ja rahi thi, wahaan jaane ke bad woh ne ek video camera dhoondh liya."
4,in the bathroom?,routine,162_4,T,crq,0.0,Kya aap bathroom mein hain?
5,"Yeah, she actually, yeah. And she turned it into the police. And I guess because like she carried it, or she had found it. Her hand prints were on it and they weren't able to they weren't able to detect who actually did it. They weren't able to catch the ",story,162_5,P,cd,-1.0,"Haan, usne sach mein kar diya, haan. Aur usne use police ko de diya. Aur shayad isliye kyunki usne use rakha tha, ya fir use mil gaya tha. Uski haath ki nishaan uspar the aur woh sach mein nahi bata sake ki kaun ne kiya tha. Woh use pakad nahi sake."
6,probably didn't catch the person?,routine,162_6,T,crq,0.0,kya shayad uss vyakti ko nahi pakada?
7,"No. So send Then I've been on really just high alert, like, I'm worried that that could happen to me to my kids. And I'm just really worried because they didn't catch the guy that him or someone like him could be out there.",symp/reasoning,162_7,P,cd,-1.0,"Nahi. Toh bhejo Fir main bahut hi ekdum careful ho gaya hu, jaise, mujhe chinta hai ki mere saath ya meri bachchon ke saath bhi aisa ho sakta hai. Aur main bahut hi pareshaan hu kyunki unhone us aadmi ko nahi pakda jisne ya usse koi aur aadmi bhi bahar ho sakta hai."
8,"So he's still out in the community, right? So how is it affecting your your daily life? Can you tell me kind of what your where you've been feeling?",routine,162_8,T,crq,0.0,"Toh wah abhi bhi community mein hai, na? Toh yeh teri daily life ko kaise peedit kar raha hai? Kya tu mujhe bata sakta hai ki tum kis tarah se feel kar rahe ho?"
9,"A lot of anxiety just not knowing maybe, you know, what if someone were to videotape me like that, I've been very aware, shall I say, of cameras.",symp/reasoning,162_9,P,id,-1.0,"Kafi saari anxiety hota hai bas pata nahi ki kahin koi humari video toh nahi le raha, I am very conscious, jaise hi ki camera hota hai."
10,"Okay, so anxious and aware,",routine,162_10,T,gc,0.0,"Okay, तो चिंतित और जानक"
11,"right, Like, I know you have one in your office and people on their cell phone cameras.",symp/reasoning,162_11,P,gc,-1.0,"ठीक है, मैं जानता हूँ कि तुम्हारे कार्यालय में एक है और लोग अपने सेल फोन कै"
12,Right,inactive,162_12,T,gc,0.0,Sahi
13,"Just all the possibilities that I could be recorded. I've just been very aware of them which makes me not want to go anywhere. So I've been having Arguing with my husband a lot because he wants to go out to restaurants and I don't want to go because there could be cameras in the bathrooms and how I dress also as you can see him kind of dress more conservatively because I remember hearing once about cameras that people use on shoes that could be you, you know use in a creepy way and so I I can't you know it's now almost summertime I can't dress and skirt or be comfortable because I'm dressing like that.",symp/reasoning,162_13,P,gc,-1.0,"Main alla sambhavnao ko dhyan me rakhtehue kahi meri recording na ho jaye. Isiliye main kahi jane ka man hi nahi kar rahi hun. Isiliye main aksar apne pati se jagda karti hun kyuki wo restaurant me jane chahte hai aur mujhe jana nahi hai, kyuki bathroom me camera ho sakte hai. Aur mai apne kapde bhi waise hi pehenti hun jaise ki mai kisi tarah se record ki jaa sakti hun. Mujhe yaad hai ek baar maine suna tha ki log jooto par camera lagate hai jo kisi creepy tarah ka upyog ho sakta hai. Isiliye main ab summer se pehle bhi kapdo me comfortable nahi feel kar sakti kyuki mujhe aise hi dress karni padti hai."
14,"So you have covered a lot of ground there. So you have the you have the feeling of being like worried nervous, whether that's gonna happen to you. But you've also had to kind of change your routine or you have to change routine to feel safer. ",routine,162_14,T,crq,0.0,"Tao aapne bahot saara kaam kar liya. Iss se aapko pareshaan aur ghabraahat ki jaisi feeling aati hai, ki kahin aisa aapke saath bhi na ho. Par aapko apne aap ko surakshit mehsoos karne ke liye apni routine mein thoda badlav karna pada hai."
15,Right,inactive,162_15,P,cd,0.0,Sahi hai
16,has that helped has has changed in the way you dressed or changing where you go and when you go is that help reduce the anxiety?,routine,162_16,T,yq,0.0,"Kya vo madat hui hai? Kya aapki dressing mein kuch badlaav hua hai ya aapko kahaan jaana hai aur kab jaana hai, kya vo anxiety ko kam karne mein madat karta hai?"
17,"Not really no, I would say it's really starting. That's why I wanted to come in. It's really starting to affect my life.",symp/reasoning,162_17,P,on,-1.0,"Not exactly nah, I would say it's really starting. That's why I wanted to come in. It's really starting to affect my life."
18,"You mentioned specifically your husband has, like what's been going on here? ",routine,162_18,T,irq,0.0,"तुमने विशेष रूप से अपने पति का उल्लेख किया है, जैसे कि य"
19,He just wants to go places with our kids like go out to eat and and I don't really want to go anywhere that because you know cameras are everywhere nowadays.,symp/reasoning,162_19,P,id,-1.0,"वह बस हमारे बच्चों के साथ गाइड स्थानों पर जाना चाहता है, जैसे खाने के लिए बाहर जाना और मुझे वाकई कहीं भी जाने की इच्छा नहीं है क्योंकि आप जान"
20,They are,inactive,162_20,T,ack,0.0,Vo hain
21,"And I just kind of worried like public bathrooms Could they be there someone being you know, sometimes baby monitors or you know have two phones and people can hack into that. Laptop cameras. So even in my own house, I've just been really nervous. So I feel like I'm not really getting relief from that anxiety.",symp/reasoning,162_21,P,id,-1.0,"Aur main bas chinta kar raha hoon jaise ki public bathrooms Mein Koi ho sakta hai, aapko pata hai kya, kabhi-kabhi baby monitors ya do phone hote hain aur log usme se hacking kar sakte hain. Laptop cameras bhi. Toh mere khud ke ghar mein bhi, main bahut nervous ho raha hoon. Isliye mujhe aisa lagta hai ki mujhe us chinta se koi aaram nahi mil raha hai."
22,Have you taken any precautions because of this persistent worry.,routine,162_22,T,irq,0.0,Kya aap is sali qiadat ke karan koi ahtiyaat kiye hain?
23,"I mean, I've read ",symp/reasoning,162_23,P,id,0.0,"Mera matlab hai, maine padha hai."
24,"I was already mentioned like with the camera specifically. I mean,",routine,162_24,T,gc,0.0,मैं पहले ही कैमरे के साथ उल्लेख किया गया था। मैं मत
