Utterance,Type,Dialogue Act
"Tai Charles, mone hochhe jinisguli somproti besh bhalo cholche.",T,id
"Kintu tara aro bhalo jachhe. Hyan, tader bhalo ache ami ekjon bondhuke kol korechi. Ebong amra dupurer khabar kheye chhilam. Ami ei loktike dui ba tin bochorer moddhe dekhechi ebong jokhon amra abar jogajog kori ebong sommato hoyechi je amra dupurer khabar khabo tokhon take dekhe bhalo laglo. Somoye somoye, eta bhalo hobe. Ebong ami rannaghore fire ashechi, ami ei sundor soup ti toiri korechi. Eta ekta asparagus alur soup ja shunte khub bhalo lage asparagus ebong alu ebong ekta chhoto peyaj kete sedho kora ebong tarpor ekta blender shomporke use kore eti ke ekta sottokorer texture dite, kichu bibhinn motor soup er moto gathon, shonachhe ekta bibhinn motor chhada bhalo ebong tai. Kichu bhalo onubhav korchi.",P,id
"Eta bhalo. Eta bhalo. Charles, udyog neowar jonno ami apnar jonno gorbito. Karon ami jani atite eta kothin chhilo ebong amra je bishoygulo niye kotha bolechi segulo apni sotti champion korechen ebong eta jonno ami apnar jonno sotti gorbito. Ekti jinis ja apni ullekh korenini ta holo kather dokan ja amra atite kotha bolechi ta ki emon hoyeche?",T,id
"Well, eta akhono ekta jagakichuri. Thik achhe, asle, eti ekta ekta ekta ekta boro jagakichuri. Eta emon ekta jagakichuri je ami sotti sei khane jayte kono kaj korte pari na. Ami kichu somoy er jonno je na. Thik achhe. Protiti pṛṣṭha protiti kena amra bencha kaj peye chhilam ebong",P,cd
"Thik achhe, amra atite jevabe kotha bolechi, kichu jinis shuru kora sotti kothin ja amra besh kichu din dhore edriye gechi. Sutaraṅga, atiter moto, asun chintabhabona kori. Amra kibhabe kather dokane kichu anondon pette perechi ta ber kora jak. Je shobdo bhalo. Nischoyṭa. Thik achhe, tai ekta jinis ja amra atite alochona korechi, Charles atyanto goruttopurno je apni kather dokane jawaar somoy apni ki bhabchen. Tai apnar chinta ki? Apni jokhon kather dokan dekhen ba dekhen? Apni ki mone koren?",T,irq
"Thik achhe, jokhon ami sekhane dariye thaki, ebong ami asahay boddho kori, ami eta bojhate chai. Eta asahin, eta amar mone hoy thik achhe, eta abar akare fire pette.",P,id
"Thik achhe, tai eronveshon kora jak. Tai. Sutaraṅga kather dokane kichu kaj kora asahin tar praman ki?",T,irq
"Thik achhe, eta je jagakichuri. Ami bolti chachchi, je kivabe ogochalo ebong",P,id
"Thik achhe, tai mone hochhe apni bolchen tahole eta ogochalo. Ebong eti ekta jagakichuri. Tahole kather dokaner kotha bhable kemon lage?",T,orq
"Asahin, thik achhe, ami thik mone kori.",P,od
"Thik achhe. Tai eta asle kaj kora theke badha dey. Aapni ki bolchen? Haan. Thik achhe. Ja bodhgomyo karon jodi ami Charles-er kache eti somporko chinti kori, tahole amar pashhe je kono dhoroner padakshap neoya kothin hobe karon ami jodi etike aprotirodhy hoi, tahole ami shobcheye sombhobot tarai kichu korte chai na, ja bodhgomyo hoy. Sutro, kather dokan dekhar bikalpo upay ki bole aapni mone koren? Je asle shahayok hobe? Onno upay ki?",T,irq
"Achha, ami jodi ekta workbench porishkar korte pari, thik achhe, amar kaj korar jonno kichu jaga thakbe.",P,id
"Thik achhe, eta sotti ei ekta bhalo shuru.",T,id
"Thik achhe, ami kichu jinis tairi korte pari ja ami kichu somoyer jonno tairi korar kotha bhabchilam. Thik achhe, amar mathay porikolpona achhe. Thik achhe. Ami amar nati-r jonno ekta modhyogi, chhoto modhyogi catapult-er kotha bhebechhi. Ebong hoyto bumerang sotti ei chomotkar storit kather tairi, eti dordanto hobe. Ebong tai ami ekta ba ubhoy pete pare jara nirmitho, sombhoboth.",P,id
Thik achhe? Ebong ki je netritto debe? Aapni jodi sei jinisguli tairi koren? Aapni ki oi jinis shonge kichu korte habe?,T,irq
"Thik achhe, ami jodi seguli tairi kori, tahole ami aaj gari te uthate hobe ebong ghontar por ghonta chalate hobe. Thik achhe, amar nati-natnirai jekhane amar nati-natnirai ache ebong tader khelnaguli dite, thik achhe, ebong tader dekhan je eti kibhabe kaj kore ebong kibhabe bumerang chhurte hoy ta dekhiechi.",P,id
"Tai mone hochhe ekta bench porishkar kora ebong sorongamguli soranor jonno onek subidha royeche ja aapnake kajguli somponno korate porichalit korbe, bisheshot ami kon jinisguli jate aapnar nati-natnider jorito thake jate aapni tader dekhte ebong tader sathe samoy katta te shokkho kore tader, aapni eti korte jotodin ar bhalo bodh koren, tai aapni kather kajer dokan somporke aro bhalo bodh koren je muloto aapni je kotha bolchen haan, thik achhe, nischoy. Kintu amra jemon otioto kotha bolechi, Charles, ami jani je eti akhono sethane jete podkhe neyo. Thik? Je ratrati poriborton hobe na. Tai ami mone kori aapnar ebong ami dhape dhape porikolponay kaj kora r jonne ekti dorkari koushol ja amaderke aapnar nati-natnider dekhte ghontar por ghonta gari chalate shokkho kore, tai niye jabe. Tahole kivabe amra prothom podkhe somporko niye kotha bolalam, ja mone hochhe shudhu ekta bench theke jinisguli sorano hobe? Je shothik shobdo?",T,id
"Haan, sei haan, ek.",P,ack
Thik achhe. Bhalo shona jachhe.,T,acak
Jodi.,P,gc
Tahole asun eti somporko kotha boli. Tahole asun protiti din kemon hobe ta sketch kora jak jate amra otioto abhibhut bodh kori na. Tahole asun protiti din somporko kotha boli ebong kivabe amra protidin sketch out korbo ta ki bhalo shonachchhe?,T,yq
Oboshoi.,P,op
